#CODE;;ENGLISH;ENGLISH
b_pombal;;Pombal;
b_porto_de_mos;;Porto de Mós;
b_coimbra;;Coimbra;
b_cantanhede;;Cantanhede;
b_penela;;Penela;
b_condeixa;;Condeixa;
b_miranda_do_corvo;;Miranda do Corvo;
b_montemor;;Montemor;
b_penacova;;Penacova;
b_soure;;Soure;
b_arganil;;Arganil;
b_aveiro;;Aveiro;
b_viseu;;Viseu;
b_lamego;;Lamego;
b_castro_daire;;Castro Daire;
b_penedono;;Penedono;
b_mangualde;;Mangualde;
b_moimenta_da_beira;;Moimenta da Beira;
b_mortagua;;Mortágua;
b_nelas;;Nelas;
b_penalva_do_castelo;;Penalva do Castelo;
b_satao;;Sátão;
b_sernancelhe;;Sernancelhe;
b_tarouca;;Tarouca;
b_ilhavo;;Ílhavo;
b_ovar;;Ovar;
b_trancoso;;Trancoso;
b_guarda;;Guarda;
b_seia;;Seia;
b_manteigas;;Manteigas;
b_celorico_da_beira;;Celorico da Beira;
b_aguiar_da_beira;;Aguiar da Beira;
b_gouveia;;Gouveia;
b_figeira_de_castelo_rodrigo;;Figueira de Castelo Rodrigo;
b_almeida;;Almeida;
b_pinhel;;Pinhel;
b_sabugal;;Sabugal;
b_vila_nova_de_foz_coa;;Vila Nova de Foz Côa;
b_porto;;Porto;
b_amarante;;Amarante;
b_gondomar;;Gondomar;
b_povoa_de_varzim;;Póvoa de Varzim;
b_vilanova_de_gaia;;Vila Nova de Gaia;
b_vianadocastelo;;Viana do Castelo;
b_guimaraes;;Guimarães;
b_braga;;Braga;
b_pontedelima;;Ponte de Lima;
b_barcelos;;Barcelos;
b_arcosdevaldevez;;Arcos de Valdevez;
b_moncao;;Monção;
b_braganza;;Bragança;
b_vilareal;;Vila Real;
b_chaves;;Chaves;
b_torredemoncorvo;;Torre de Moncorvo;
b_mogadouro;;Mogadouro;
b_castelomelhor;;Castelo Melhor;
b_castelorodrigo;;Castelo Rodrigo;
b_azinhoso;;Azinhoso;
b_evora;;Évora;
b_portalegre;;Portalegre;
b_avis;;Avis;
b_crato;;Crato;
b_monforte_evora;;Monforte;
b_arraiolos;;Arraiolos;
b_borba;;Borba;
b_estremoz;;Estremoz;
b_redondo;;Redondo;
b_reguengos;;Reguengos;
b_viana_do_alentejo;;Viana do Alentejo;
b_vila_vicosa;;Vila Viçosa;
b_campo_maior;;Campo Maior;
b_castelo_de_vide;;Castelo de Vide;
b_elvas;;Elvas;
b_marvao;;Marvão;
b_nisa;;Nisa;
b_ponte_de_sor;;Ponte de Sor;
b_alcacerdosal;;Alcácer do Sal;
b_alcacovas;;Alcáçovas;
b_grandola;;Grândola;
b_santiagodocacem;;Santiago do Cacém;
b_sines;;Sines;
b_montemoronovo;;Montemor-o-Novo;
b_beja;;Beja;
b_aljustrel;;Aljustrel;
b_almodovar;;Almodôvar;
b_alvito;;Alvito;
b_odemira;;Odemira;
b_ourique;;Ourique;
b_mertola;;Mértola;
b_moura;;Moura;
b_monsaraz;;Monsaraz;
b_mourao;;Mourão;
b_serpa;;Serpa;
b_portel;;Portel;
b_barrancos;;Barrancos;
b_setubal;;Setúbal;
b_benavente_setubal;;Benavente;
b_salvaterra_de_magos;;Salvaterra de Magos;
b_coruche;;Coruche;
b_almada;;Almada;
b_palmela;;Palmela;
b_sesimbra;;Sesimbra;
b_faro;;Faro;
b_tavira;;Tavira;
b_loule;;Loulé;
b_castromarim;;Castro Marim;
b_alcoutim;;Alcoutim;
b_silves;;Silves;
b_lagos;;Lagos;
b_aljezur;;Aljezur;
b_castroverde;;Castro Verde;
b_caceres;;Cáceres;
b_trujillo;;Trujillo;
b_alcantara;;Alcántara;
b_valenciadealcantara;;Valencia de Alcántara;
b_montanchez;;Montanchez;
b_badajoz;;Badajoz;
b_jerezdeloscaballeros;;Jerez de los Caballeros;
b_olivenza;;Olivenza;
b_zafra;;Zafra;
b_alburquerque;;Alburquerque;
b_montijo;;Montijo;
b_monesterio;;Monesterio;
b_merida;;Mérida;
b_llerena;;Llerena;
b_azuaga;;Azuaga;
b_medellin;;Medellín;
b_almendralejo;;Almendralejo;
b_zalamea;;Zalamea;
b_alcaraz;;Alcaraz;
b_barrax;;Barrax;
b_munera;;Munera;
b_lagineta;;La Gineta;
b_calatrava;;Calatrava;
b_caracuel;;Caracuel;
b_tomelloso;;Tomelloso;
b_puertollano;;Puertollano;
b_almagro;;Almagro;
b_alcazardesanjuan;;Alcázar de San Juan;
b_talavera;;Talavera;
b_guadalupe;;Guadalupe;
b_alia;;Alía;
b_toledo;;Toledo;
b_orgaz;;Orgaz;
b_illescas;;Illescas;
b_tolemora;;Tolemora;
b_consuegra;;Consuegra;
b_fuensalida;;Fuensalida;
b_gibraltar;;Gibraltar;
b_tarifa;;Tarifa;
b_algeciras;;Algeciras;
b_cadiz;;Cádiz;
b_medinasidonia;;Medina Sidonia;
b_jerez;;Jerez;
b_arcos;;Arcos;
b_sanjosedelvalle;;San José del Valle;
b_sanlucadebarrameda;;Sanlucar de Barrameda;
b_sanfernando;;San Fernando;
b_alcaladelosgazules;;Alcalá de los Gazules;
b_sanroque;;San Roque;
b_casares;;Casares;
b_jimenadelafrontera;;Jimena de la Frontera;
b_carmona;;Carmona;
b_ecija;;Écija;
b_osuna;;Osuna;
b_lora_del_rio;;Lora del Río;
b_sevimoron;;Sevimoron;
b_niebla;;Niebla;
b_huelva;;Huelva;
b_lepe;;Lepe;
b_gibraleon;;Gibraleón;
b_nerva;;Nerva;
b_moguer;;Moguer;
b_almonte;;Almonte;
b_aljaraque;;Aljaraque;
b_sevilla;;Sevilla;
b_sanlucarlamayor;;Sanlucar la Mayor;
b_doshermanas;;Dos Hermanas;
b_alcaladeguadaira;;Alcalá de Guadaira;
b_utrera;;Utrera;
b_laalgaba;;La Algaba;
b_almeria;;Almería;
b_adra;;Adra;
b_pechina;;Pechina;
b_roquetasdemar;;Roquetas de Mar;
b_berja;;Berja;
b_purchena;;Purchena;
b_granada;;Granada;
b_motril;;Motril;
b_baza;;Baza;
b_guadix;;Guadix;
b_almunyecar;;Almuñécar;
b_loja;;Loja;
b_huelma;;Huelma;
b_armilla;;Armilla;
b_malaga;;Málaga;
b_antequera;;Antequera;
b_benalmadena;;Benalmádena;
b_ronda;;Ronda;
b_marbella;;Marbella;
b_velezmalaga;;Vélez Málaga;
b_mijas;;Mijas;
b_estepona;;Estepona;
b_torremolinos;;Torremolinos;
b_cordoba;;Córdoba;
b_alcolea;;Alcolea;
b_cabra;;Cabra;
b_lucena;;Lucena;
b_baena;;Baena;
b_montilla;;Montilla;
b_iznajar;;Iznájar;
b_guadalcazar;;Guadalcázar;
b_adamuz;;Adamuz;
b_andujar;;Andújar;
b_baeza;;Baeza;
b_jaen;;Jaén;
b_ubeda;;Úbeda;
b_alcaudete;;Alcaudete;
b_arjona;;Arjona;
b_alarcon;;Alarcón;
b_tarancon;;Tarancón;
b_sanclemente;;San Clemente;
b_ucles;;Ucles;
b_laspedroneras;;Las Pedroñeras;
b_jorquera;;Jorquera;
b_cuenca;;Cuenca;
b_villanuevadelajara;;Villanueva de la Jara;
b_motadelcuervo;;Mota del Cuervo;
b_laroda;;La Roda;
b_quintanardelrey;;Quintanar del Rey;
b_guadalajara;;Guadalajara;
b_madrid;;Madrid;
b_alcala;;Alcalá;
b_manzanares;;Manzanares;
b_buitrago;;Buitrago;
b_elpaular;;El Paular;
b_molina;;Molina;
b_siguenza;;Sigüenza;
b_atienza;;Aitenza;
b_brihuega;;Brihuega;
b_hita;;Hita;
b_santuy;;Santuy;
b_castellon;;Castellón;
b_alpuente;;Alpuente;
b_nules;;Nules;
b_vinaros;;Vinaroz;
b_morella;;Morella;
b_vilarreal;;Villarreal;
b_alcalaten;;Alcalatén;
b_burriana;;Burriana;
b_denia;;Denia;
b_elche;;Elche;
b_castalla;;Castalla;
b_benissa;;Benisa;
b_valencia;;Valencia;
b_gandia;;Gandía;
b_jativa;;Játiva;
b_alacuas;;Alacuás;
b_cuartdepoblet;;Cuart de Poblet;
b_alberique;;Alberique;
b_chiva;;Chiva;
b_torrent;;Torrent;
b_murcia;;Murcia;
b_cartagena;;Cartagena;
b_lorca;;Lorca;
b_alcantarilla;;Alcantarilla;
b_medinasiyasa;;Medina Siyasa;
b_molinalaseca;;Molina la Seca;
b_nogalte;;Nogalte;
b_yecla;;Yecla;
b_alicante;;Alicante;
b_orihuela;;Orihuela;
b_albatera;;Albatera;
b_villena;;Villena;
b_almansa;;Almansa;
b_albacete;;Albacete;
b_hellin;;Hellín;
b_alcaladeljucar;;Alcalá del Júcar;
b_villarrobledo;;Villarrobledo;
b_pozocanada;;Pozo Cañada;
b_tobarra;;Tobarra;
b_caudete;;Caudete;
b_eivissa;;Ibiza;
b_formentera;;Formentera;
b_alcudia;;Alcudia;
b_palma;;Palma;
b_algaida;;Algaida;
b_felanitx;;Felanitx;
b_santaponsa;;Santa Ponsa;
b_manacor;;Manacor;
b_ciutadella;;Ciutadella;
b_mahon;;Mahón;
b_alaior;;Alaior;
b_santaagueda;;Santa Águeda;
b_esmercadal;;Esmercadal;
b_santlluis;;Sant Lluis;
b_escastell;;Escastell;
b_ferreries;;Ferreríes;
########################################;;;
#Iceland;;;
########################################;;;
b_reykjavik;;Reykjarvík;
b_alftanes;;Álftanes;
b_skalholt;;Skálholt;
b_pingvellir;;þingvellir;
b_holar;;Hólar;
b_goddalir;;Goðdalir;
b_kirkjubaer;;Kirkjubær;
b_glaumbaer;;Glaumbær;
b_seydifsjord;;Seyðisfjörður;
b_borgarnes;;Digranes;
b_husavik;;Húsavík;
########################################;;;
#Octiania;;;
########################################;;;
b_nantmillau;;Nant;
b_templarlacavalerie;;La Cavalariá;
b_creissels;;Creissèls;
b_rivieresurtarn;;Castèl de Pèira Lada;
b_saintromedecernon;;Sent Roma de Sarnon;
b_senergues;;Senèrgas;
b_belcastel;;Bèl Castèl;
b_bertholene;;Bertolena;
b_gissac;;Gissac;
b_vezinsdelevezou;;Vesinh;
b_rabastens;;Rabastens;
b_lombers;;Lombèrs;
b_albioccitiania;;Albi;
b_brusque;;Brusca;
b_fayet;;Faiet;
b_chateudeportes;;Portes;
b_saintchaptes;;Sench Agde;
b_chateaudebeucaire;;Bèucaire;
b_saingilles;;Sant Geli;
b_bagnols;;Banhòus;
b_massillargues;;Macilhargues;
b_dioetvalquieres;;Dian;
b_brissac;;Briçac;
b_aumelas;;Aumelaç;
b_castelnaudeguers;;Guèrs;
b_faugeres;;Faugièiras;
b_durbancorbires;;Durban;
b_fabrezan;;Fabresan;
b_gaussan;;Gaussan;
b_cruzycastle;;Crusi;
b_chateaudequeribus;;Querbús;
b_saissac;;Saissac;
b_chateaudetermes;;Tèrme;
b_arquescarcassone;;Arcas;
b_chateaudaguilar;;Aguilar;
b_peyrepertuse;;Pèirapertusa;
b_pieusse;;Piussa;
b_chateaudelemperi;;Castèu de l'Empèri;
b_salondeprovence;;Selon;
b_castagnac;;Castanhac;
b_niortdesault;;Niòrt;
b_larroque;;Era Arròca;
b_lasalvetatsaintgilles;;La Sauvetat de Sent Gili;
b_lislejourdain;;L'Isla de Baish;
b_gimbrede;;Gimbreda;
b_saintemere;;Senta Mèra;
b_terraube;;Terrauba;
b_termesdarmagnac;;Tèrmis;
b_vicefezenca;;Vic;
b_laujuzan;;Laur Jusan;
b_roquefort;;Ròcahòrt;
b_gabarret;;Gavarret;
b_montdemarsan;;Lo Mont de Marsan;
b_castelnau;;Castèlnau;
b_donjonlacataye;;Lacataye;
b_chateaunolibos;;Nolivòls;
b_bazas;;Vasats;
b_tartas;;Tartàs;
b_mimizan;;Mamisan;
b_labrit;;Labrit;
b_villandraut;;Vilandraut;
b_chateaudebudos;;Budòs;
b_labrede;;La Brèda;
b_chateaudecurton;;Curton;
########################################;;;
#Dauphaine;;;
########################################;;;
b_chateaudesadhemar;;Castèu de  Adhémar;
b_chamaret;;Chamaret;
b_chateaudecrest;;Crest;
b_chateaudeclermont;;Clermont;
b_chateaudefallavier;;Fallavier;
b_septeme;;Septème;
b_chateaudevirieu;;Virieu;
########################################;;;
#Carlat-Murat;;;
########################################;;;
b_ybois;;Ybois;
b_carlat;;Carlat;
b_leabbeysauxillanges;;Sauxillanges;
b_besseetsaintanastaise;;Besse;
b_murat;;Murat;
b_cellesauverghne;;Celles;
b_auvergneval;;Val;
b_auvergnepleaux;;Pleaux;
########################################;;;
#Couserans;;;
########################################;;;
b_saintlizier;;Sent Líser;
b_saintgirons;;Sent Gironç;
b_chateaudeseix;;Sèish;
b_chateaumirabat;;Castèu de Mirabat;
########################################;;;
#Auvergne;;;
########################################;;;
b_auriacleglise;;Auriac;
b_labbeyblese;;Blesle;
b_bonnac;;Bonac;
b_vodable;;Vodable;
b_chateaudopme;;Castèu d'Opme;
########################################;;;
#Jerusalem;;;
########################################;;;
b_alwuayra;;Al-Wu'ayra;
b_alhabis;;Al-Habis;
b_petra;;Sela;
b_wadi_musa;;Vaux Moise;
b_cavedetyron;;Schuf;
b_syrbelfort;;Belfort;
b_sidon;;Sidon;
b_sidonseacastle;;Château de la Mer;
b_maghdouche;;Maghdouché;
b_nabiteh;;Nabatieh;
b_beirut;;Beyrouth;
b_sarepta;;Sarepta;
b_beitkfeya;;Bhersaf;
b_chiyah;;Chiyah;
b_badadoun;;Bdadoun;
b_bteghrine;;Bteghrine;
b_choueir;;Choueir;
b_sepphoria;;La Saforie;
b_nazareth;;Nazareth;
b_caymont;;Caymont;
b_athlith;;Pèlerin;
b_arsuf;;Arsour;
b_cafarlet;;Cafarlet;
b_ledestroit;;Le Destroit;
b_jezzine;;Jizzin;
b_scandelon;;Escalone;
b_adelon;;Adelon;
b_acre;;Acre;
b_casalimbert;;Casal Humberti;
b_castellumregis;;Castellum Regis;
b_tarshiha;;Terschia;
b_yehiam;;Judyn;
b_syrmontfort;;Monfort;
b_kafryasif;;Kafr Yasif;
b_abusnan;;Tusyan;
b_safed;;Saphet;
b_banyas;;Belinas;
b_hunin;;Chateu Neuf;
b_chastelet;;Chastelet;
b_jishisrael;;Jish;
b_meronisreal;;Meron;
b_deralebanon;;Dera;
b_jaffa;;Jaffa;
b_yazur;;Yazur;
b_qula;;Qula;
b_beitdejan;;Casal Moein;
b_lydda;;Lidde;
b_mirabel;;Mirabel;
b_saintsamuel;;St-Samuel;
b_blanchegarde;;Blanche Garde;
b_rammala;;Ramelie;
b_bethlehem;;Bethleem;
b_jerusalem;;Jérusalem;
b_towerofdavid;;Tour de David;
b_syrbelmont;;Belmont;
b_hebron;;St-Abraham;
b_syrcarmel;;Carmel;
b_alsamoa;;Samoe;
b_syrsebbe;;Sébbe;
b_aynjalut;;Ayn Jalut;
b_syrsebastia;;Sebaste;
b_nablus;;Naples;
b_bethsan;;Bethsan;
b_belvoir;;Belvoir;
b_tiberias;;Tiberias;
b_mnttabor;;Mont Tabor;
b_hattin;;Hittin;
b_forbelet;;Frobelet;
b_cavedesueth;;Cave de Sueth;
b_tafila;;Taphila;
b_syrsegor;;Segor;
b_syrdibban;;Dibban;
b_syralrabbah;;Al-Rabbah;
b_syrarandal;;Arandal;
b_jordanaqba;;Elim;
b_pharaohosisland;;Ile de Graye;
b_darum;;Darom;
b_gaza;;Gaza;
b_radwan;;Radwan;
b_salqah;;Salqah;
b_abasan;;Abasan;
b_syrcaco;;Caco;
b_calansue;;Calansue;
b_kharruba;;Arnaldi;
b_karatiyya;;Galatie;
########################################;;;
#Sinai;;;
########################################;;;
b_eltormonestary;;Al-Tur;
b_wadielsybiaya;;Wadi El Sybaiya;
b_monestaryofsaincathrine;;Monì tìs Agìas Ekaterìnis;
b_qalaatalgindi;;Qalaat Al-Jundi;
b_rassidr;;Rass Sidr;
b_nekhel;;Nekhel;
b_nekhelcastle;;An-Nekhel;
b_khanyunis;;Khan Younis;
########################################;;;
#Bohemia;;;
########################################;;;
b_praha;;Praha;
b_brevnov;;Brevnov;
b_boleslav;;Boleslav;
b_sternbergprague;;Sternberg;
b_krivoklat;;Krivoklat;
b_beroun;;Beroun;
b_stare_mesto;;Stare Mesto;
b_melnik;;Melnik;
b_slany;;Slany;
b_kuttenberg;;Kuttenberg;
b_sazava;;Sazava;
b_zbraslav;;Zbraslav;
b_pisek;;Pisek;
b_doudleby;;Doudleby;
b_vyssi_brod;;Vyssi Brod;
b_trebon;;Trebon;
b_rosenberg;;Rosenberg;
b_netolice;;Netolice;
b_chynov;;Chynov;
b_budweis;;Budweis;
b_tabor;;Tabor;
b_milevsko;;Milevsko;
b_zlata_koruna;;Zlata Koruna;
b_hradeckralove;;Hradec;
b_chrudim;;Chrudim;
b_opatovice;;Opatovice;
b_caslav;;Caslav;
b_policka;;Policka;
b_zeliv;;Zeliv;
b_zleb;;Zleb;
b_glatz;;Glatz;
b_nachod;;Nachod;
b_jicin;;Jicin;
b_trutnov;;Trutnov;
b_kamieniec;;Kamieniec;
b_jaromer;;Jaromer;
b_turnov;;Turnov;
b_litomerice;;Litomerice;
b_bilina;;Bilina;
b_doksany;;Doksany;
b_lipa;;Lipa;
b_duba;;Duba;
b_usti;;Usti;
b_frydlant;;Frydlant;
b_decin;;Decin;
b_plzen;;Plzen;
b_stribo;;Stribo;
b_kladruby;;Kladruby;
b_plasy;;Plasy;
b_velhartice;;Velhartice;
b_susice;;Susice;
b_tachov;;Tachov;
b_primda;;Primda;
b_klatovy;;Klatovy;
b_rokycany;;Rokycany;
b_tepla;;Tepla;
b_zatec;;Zatec;
b_louny;;Louny;
b_osek;;Osek;
b_loket;;Loket;
b_chomutov;;Chomutov;
b_most;;Most;
b_ostrovzatec;;Ostrov;
b_neurodekladsko;;Neurode;
b_wunschelburgkladsko;;Wünschelburg;
b_broumovkladsko;;Broumov;
########################################;;;
#Moravia;;;
########################################;;;
b_olomouc;;Olomouc;
b_hradiste;;Hradiste;
b_ostrava;;Ostrava;
b_prerov;;Prerov;
b_sumperk;;Sumperk;
b_hranice;;Hranice;
b_unicov;;Unicov;
b_jevicko;;Jevicko;
b_velehrad;;Velehrad;
b_kromeriz;;Kromeriz;
b_opava;;Opava;
b_bruntal;;Bruntal;
b_krnov;;Krnov;
b_odry;;Odry;
b_znojmo;;Znojmo;
b_jihlava;;Jihlava;
b_trebic;;Trebic;
b_vranov;;Vranov;
b_bitov;;Bitov;
b_jemnice;;Jemnice;
b_louka;;Louka;
b_brno;;Brno;
b_mikulov;;Mikulov;
b_zdar;;Zdar;
b_pernstejn;;Pernstejn;
b_svitavy;;Svitavy;
b_ivancice;;Ivancice;
b_boskovice;;Boskovice;
b_rejhrad;;Rejhrad;
b_tisnov;;Tisnov;
########################################;;;
#Saudi arabia;;;
########################################;;;
b_maridfortress;;Marid;
b_omaribnalkhattab;;Omar Ibn al-Khattab;
b_dumat_al_jundal;;Dumat al-Jundal;
b_talabijay;;Talabija;
b_mawijanarabia;;Mawijan;
b_sumanarabia;;Suman;
########################################;;;
#Sweden;;;
########################################;;;
b_stocksund;;Stocksund;
b_nortalje;;Tälje;
b_almarestaket;;Älmarestaket;
b_telge;;Telje;
b_osthammar;;Östhammar;
b_osthammarhus;;Östhammarshus;
b_oregrund;;Öregrund;
b_balstauppland;;Bardestum;
b_hauldtorp;;Hauldtorp;
b_eketorp;;Eketorp;
b_rasbouppland;;Resbo;
b_vaksala;;Waxalle;
########################################;;;
#Hamburg;;;
########################################;;;
b_hamburgbergedorf;;Bergerdorp;
b_hamburgharburg;;Harburg;
b_hamburgaltona;;Altona;
b_hamburgneustadt;;Neustadt;
b_hamburgaltstadt;;Altstadt;
#Novgorod;;;
#Novgorod;;;
b_peryn;;Peryn;
b_vysgorod;;Vysgorod;
b_porkhov;;Porhov;
b_opokivysgorod;;Opoki;
b_jamvysgorod;;Jam;
b_bezhetsk;;Bezhichi;
b_ustyuzhna;;Ustyug-Zhelezny;
b_babayevo;;Babayevo;
b_moshenskoye;;Nikolsky;
b_gorodecnovgorod;;Gorodec;
b_staryaladoga;;Ladoga;
b_kirishi;;Kirishi;
b_tikhvin;;Prechistensky;
b_pikalyovo;;Voskresensly Luchensky;
b_borovichi;;Borovichi;
b_lyubytino;;Beloye;
b_sanktsophia;;St-Sophia;
b_yurievmonestary;;Yuriev;
b_antonievmonestary;;Antoniev;
b_novgorodkremlin;;Novgorodskiy Detinets;
b_tesovnogorod;;Tësov;
b_rusa;;Rusa;
b_solcyn;;Sol'cy;
b_holopojgorodok;;Holopij Gorodok;
b_krestcy;;Krestcy;
b_okulovka;;Okulovka;
b_korostyn;;Korostyn;
b_novgorod;;Novgorod;
b_tudorzerkij;;Tudorzerkij;
b_vytegra;;Vytegorsky;
b_yshny_volochyok;;Vysnij Volocëk;
b_torzhok;;Torzhok;
b_rajsna;;Rajsna;
b_bologoye;;Bologoye;
b_valday;;Valday;
#Pskov;;;
b_pskov;;Pskov;
b_izborsk;;Izborsk;
b_kamnopskov;;Kamno;
b_ostrovpskov;;Ostrov;
b_veljepskov;;Vel'je;
b_vrevopskov;;Vrevo;
b_voronicpskov;;Vorornic;
b_sebezpskov;;Sebez;
b_opockapskov;;Opocka;
b_gdovpskov;;Gdov;
b_pechory;;Pechory;
#Kholmsky;;;
b_kholmkholmsky;;Holm;
b_velilkholmsky;;Velil;
b_morevakholmsky;;Moreva;
b_molvoticykholmsky;;Molvoticy;
b_demjanskkholmsky;;Demjansk;
b_berezoveckholmsky;;Berezovec;
b_sterzkholmsky;;Sterz;
b_loknya;;Loknya;
b_velikiyeluki;;Luki;
b_nevel;;Nevel;
b_emenec;;Emenec;
b_usvyaty;;Usvjat;
#Belozerro;;;
b_holopojgorodokmologa;;Nizhny Holopij Gorodok;
b_cherepovets;;Cherepovets;
b_mologa;;Mologa;
b_sheksna;;Nikolskoye;
b_vesyegonsk;;Vesyegonsk;
b_fedosyevo;;Fedosyevo;
b_belozersk;;Belozersk;
b_kirillobelozersky;;Kirillo-Belozersky;
b_volok_slovinskij;;Volok Slovinskij;
b_vologda;;Vologda;
b_spasopreobrazenskij;;Spaso Preobrazenskij;
b_veksenga;;Veksen'ga;
b_totma;;Tot'ma;
b_velsk;;Vel'sk;
#Bjarmia;;;
b_shenkursk;;Senkursk;
b_vazskij;;Vazskij;
b_ust_pinega;;Orlec;
b_archangelsk;;Arkhangelsk Micheal;
b_kholmogory;;Kolmogory;
b_novokholmogory;;Novokolmogory;
b_ust-onega;;ust-onega;
b_nikolokorelskij;;Nikolo Korel'Skij;
b_solovetsky;;Solovetsky;
b_belomorsk;;Soroka;
b_spasskij;;Spasskij;
b_pudozh;;Pudoga;
b_volozerskij;;Volozerskij;
b_kargopol;;Kargopol;
#Vladimir;;;
#Tver;;;
b_tvergorodok;;Gorodok;
b_sesatver;;Sesa;
b_tver;;Tver;
b_starica;;Starica;
b_vertjazin;;Vertjazin;
b_dubna;;Dubna;
b_volokolamsk;;Volok Lamskij;
b_zubtsov;;Zubcov;
b_dorogobuz;;Dorogobuz;
b_horvactver;;Horvac;
b_holmtver;;Holm;
b_uglich;;Ugliche Pole;
b_kashin;;Kasin;
b_kalyazin;;Ksnjatin;
b_myshkin;;Myshkin;
b_makaryevskymonasterytver;;Makaryevsky;
#Rostov;;;
b_romanov;;Romanov;
b_tolga;;Tolga;
b_yaroslavl;;Yaroslavl;
b_timerevo;;Timerevo;
b_tutaev;;Tutaev;
b_lyubim;;Lyubim;
b_danilov;;Danilov;
b_pertoma;;Perotma;
b_sarskoyegorodishche;;Sarskoye Gorodishche;
b_rostov;;Rostov;
b_spasoyakovlevsky;;Svjatoslvle Pole;
b_petrovskoye;;Petrovsk;
b_nerekhta;;Neretha;
b_nekrasovskoye;;Sol'Velikaja;
b_gavrilovyam;;Gavrilov-Yam;
b_kostroma;;Kostroma;
b_soligalich;;Sol'-Galickaja;
b_sudislavl;;Sudislav;
#Suzdal;;;
b_pereyaslavlzalessky;;Perejaslvl'-Zalesskij;
b_dmitrov;;Dmitrov;
b_klinsuzdal;;Klin;
b_solnechnaya;;Solnechnaya;
b_taldom;;Taldom;
b_vladimir;;Vladimir;
b_sergiyevposad;;Troice-Sergieva;
b_aleksandrov;;Alexandrovskaya;
b_strunino;;Strunino;
b_radonezh;;Radonez;
b_pokrov;;Pokrov;
b_bogolyubovo;;Bogoljubovo;
b_yurevpolskiy;;Jur'ev-Pol'skij;
b_shartura;;Satura;
b_suzivanovo;;Ivanovo;
b_gavrilovposad;;Gavrilovskoye;
b_suzdal;;Suzdal;
b_kidksa;;Kideksa;
b_kovrov;;Kovrov;
b_gorokhovets;;Gorohovec;
b_shuya;;Suja;
b_suzstarodub;;Starodub;
b_jaropoleczalesskij;;Jaropolec-Zalesskij;
#Nizhny Novgorod;;;
b_puchishche;;Puchishche;
b_chalovsk;;Vasilyeva;
b_yurevets;;Nizhny Jur'ev-Pol'skij;
b_gorodez;;Gorodec-Radilov;
b_kovemino;;Korenëvo;
b_bogorodsk;;Bogorodichnoye;
b_kstovo;;Kstovo;
b_knyaginino;;Knyaginin;
b_rastyapino;;Rastyapino;
b_balakhna;;Sol-na-Gorodtse;
b_nizhnynovgorod;;Nizhny Novgorod;
b_gorbatovo;;Mesecersk;
#Ustyg;;;
b_velikyustug;;Ustjug;
b_solvychegodsk;;Usolsk;
b_troitsegledenskymonastery;;Troitse-Gledensky;
b_gledenustyg;;Gleden;
b_dymkovskaya;;Dymkovskaya;
b_gradmersky;;Grad Mersky;
b_chukholma;;Chukholma;
b_buy;;Vui;
#Murom;;;
b_kadom;;Kadom;
b_temnikov;;Temnikov;
b_sarov;;Sarov;
b_murom;;Murom;
b_melenki;;Melenki;
b_borisobgleskij;;Borisobgleskij;
b_starodubvockij;;Starodub-Vockij;
b_pavlovomorom;;Pavlovo;
#Ryazan;;;
b_kolomna;;Kolomna;
b_tula;;Tula;
b_ozery;;Nizhy Rostislavl;
b_zaratysk;;Krasnyje;
b_venev;;Venëv;
b_dedilovo;;Dedoslavl;
b_pronsk;;Pronsk;
b_ryazhsk;;Rjazsk;
b_skopin;;Lilharevo;
b_elets;;Elec;
b_lipetsk;;Lipeck;
b_dankov;;Dubok;
b_ryazan;;Rjazan;
b_murmino;;Belgorod-Rjazanskij;
b_perejaslavl_rjazanskij;;Perejaslavl-Rjazanskij;
b_shilovo;;Silov;
b_olgov;;Novyj Gorodok Ol'gov;
b_grodets;;Gorodec-Meseërskij;
b_borisgolebov;;Borisgolebov;
b_izeslavl;;Izeslavl;
b_spassk;;Vaskina;
b_rybnino;;Rybnino;
b_mikhaylov;;Mihajlov;
#Moskva;;;
b_moskva;;Moskva;
b_peremyslmoskv;;Peremysl-Moskvaskij;
b_lopasnja;;Lopasnja;
b_kasira;;Kasira;
b_danilovmonestary;;Svyato-Danilov;
b_zvenigorodmozaskiy;;Zvenigorod-Mozajskskij;
b_volgamozhaysk;;Mozajsk;
b_ruza;;Ruza;
b_vetca;;Vetca;
b_vereya;;Vereja;
b_watchinghillmonastaryofstsavva;;Storozhi Holm;
b_obolensk;;Obolensk;
b_borovsk;;Borovsk;
b_medyn;;Medyn;
b_kondrovo;;Kremenec;
b_stpaphnutiusmonestary;;St. Paphnutius;
b_tarusa;;Tarusa;
b_serpukhov;;Serpukhov;
b_kaluga;;Kaluga;
b_aleksin;;Aleksin;
b_kremyonki;;Ljubutusk;
#Kiev;;;
#Novosil;;;
b_kozelzk;;Kozel'sk;
b_belyov;;Belëv;
b_volokna;;Volokna;
b_odoyev;;Odoev;
b_bolkhov;;Bolkhov;
b_serensk;;Serensk;
b_domagosc;;Domagosc;
b_novosil;;Novosil';
b_mtsensk;;Mchensk;
b_korsev;;Korsev;
b_livny;;Ust-Livny;
b_kolpny;;Kolpny;
b_orel;;Zvenigorod-Okaskij;
b_karachev;;Karacev;
b_kromy;;Krom;
b_vorotynsk;;Vorotynsk;
