#CODE                                          ;SED+EMF ;EMF;SWMH;OTHER;SED;VANILLA
Germania                                       ;Germania;Germania;;;;
EVTDESC_emf_heresy_1916                        ;        ;My liege,\nThough it pains me to say it, I can no longer watch your descent into sin. You are a [GetFromFromRootInsult] [Root.GetManWoman], and an apostate in the eyes of Allah. I hereby declare you Kafir!\n\n[FromFrom.GetTitledName];My liege,\nThough it pains me to say it, I can no longer watch your descent into sin. You are a [GetFromFromRootInsult] [Root.GetManWoman], and an apostate in the eyes of Allah. I hereby declare you Kafir!\n\n[FromFrom.GetTitledName];;My liege,\nThough it pains me to say it, I can no longer watch your descent into sin. You are a [GetFromFromRootInsult] [Root.GetManWoman], and an apostate in the eyes of Allah. I hereby declare you Kafir!\n\n[FromFrom.GetTitledName];
EVTDESC_emf_heresy_1917_family                 ;        ;[Root.GetTitledName] is brought up from the dungeon and escorted to the plaza in [From.Capital.GetName], in front of the cheering crowds and [From.GetTitledFirstNameNoRegnal] looking on. There, as the sword is raised above [Root.GetHerHis] neck, [Root.GetSheHe] looks at [Root.GetHerHis] [GetFromRelation] with pleading eyes. 'Don't do this, [From.GetFirstName]! There has to be some other way...' Alas, there was not.;[Root.GetTitledName] is brought up from the dungeon and escorted to the plaza in [From.Capital.GetName], in front of the cheering crowds and [From.GetTitledFirstNameNoRegnal] looking on. There, as the sword is raised above [Root.GetHerHis] neck, [Root.GetSheHe] looks at [Root.GetHerHis] [GetFromRelation] with pleading eyes. 'Don't do this, [From.GetFirstName]! There has to be some other way...' Alas, there was not.;;[Root.GetTitledName] is brought up from the dungeon and escorted to the plaza in [From.Capital.GetName], in front of the cheering crowds and [From.GetTitledFirstNameNoRegnal] looking on. There, as the sword is raised above [Root.GetHerHis] neck, [Root.GetSheHe] looks at [Root.GetHerHis] [GetFromRelation] with pleading eyes. “Don’t do this, [From.GetFirstName]! There has to be some other way…” Alas, there was not.;
EVTOPTA_emf_heresy_1917_family                 ;        ;You are family, but this is how it must be;You are family, but this is how it must be;;You are family, but this is how it must be;
EVTDESC_emf_heresy_1917_spouse                 ;        ;[Root.GetTitledName], [GetHusbandWife] of [From.GetTitledName], is dragged into the central square of [From.Capital.GetName], where a huge bonfire roars. In a last, desperate effort to save [Root.GetHerselfHimself], [Root.GetSheHe] calls out to [From.GetTitledFirstNameNoRegnal]. 'I have always loved you, [Root.GetFirstName], and I always shall!' But it is not enough.;[Root.GetTitledName], [GetHusbandWife] of [From.GetTitledName], is dragged into the central square of [From.Capital.GetName], where a huge bonfire roars. In a last, desperate effort to save [Root.GetHerselfHimself], [Root.GetSheHe] calls out to [From.GetTitledFirstNameNoRegnal]. 'I have always loved you, [Root.GetFirstName], and I always shall!' But it is not enough.;;[Root.GetTitledName], [GetHusbandWife] of [From.GetTitledName], is dragged into the central square of [From.Capital.GetName], where a huge bonfire roars. In a last, desperate effort to save [Root.GetHerselfHimself], [Root.GetSheHe] calls out to [From.GetTitledFirstNameNoRegnal]. “I have always loved you, [Root.GetFirstName], and I always shall!” But it is not enough.;
EVTOPTA_emf_heresy_1917_spouse                 ;        ;Forgive me then, my love, but this is how it must be;Forgive me then, my love, but this is how it must be;;Forgive me then, my love, but this is how it must be;
EVTDESC_emf_heresy_1917_dynasty                ;        ;[Root.GetTitledName] is brought up from the dungeons and placed at the block in front of a cheering crowd in [Root.Capital.GetName]'s central square. As they raise the sword above [Root.GetHerHis] neck, [Root.GetSheHe] cries out to the watching [From.GetTitledFirstNameNoRegnal]: 'Don't do this, [From.GetFirstName]! We are family, and of the same blood!' But the sword descends even so.;[Root.GetTitledName] is brought up from the dungeons and placed at the block in front of a cheering crowd in [Root.Capital.GetName]'s central square. As they raise the sword above [Root.GetHerHis] neck, [Root.GetSheHe] cries out to the watching [From.GetTitledFirstNameNoRegnal]: 'Don't do this, [From.GetFirstName]! We are family, and of the same blood!' But the sword descends even so.;;[Root.GetTitledName] is brought up from the dungeons and placed at the block in front of a cheering crowd in [Root.Capital.GetName]’s central square. As they raise the sword above [Root.GetHerHis] neck, [Root.GetSheHe] cries out to the watching [From.GetTitledFirstNameNoRegnal]: “Don’t do this, [From.GetFirstName]! We are family, and of the same blood!” But the sword descends even so.;
EVTOPTA_emf_heresy_1917_dynasty                ;        ;It is not enough to save you;It is not enough to save you;;It is not enough to save you;
EVTDESC_emf_heresy_1917_saoshyant              ;        ;[From.GetTitledFirstNameNoRegnal] spits at the ragged creature curled into a ball before [From.GetHerHim]. 'King of Kings,' [From.GetSheHe] mocks, with a sharp kick to the kidneys, 'Bringer of Benefit. There is only one Bringer of Benefit, and that is Allah, whose truth and love you have rejected for idolatry.' [From.GetSheHeCap] raises a great scimitar, shining steel reflecting the screaming crowd, and beheads [Root.GetTitledFirstNameNoRegnal].;[From.GetTitledFirstNameNoRegnal] spits at the ragged creature curled into a ball before [From.GetHerHim]. 'King of Kings,' [From.GetSheHe] mocks, with a sharp kick to the kidneys, 'Bringer of Benefit. There is only one Bringer of Benefit, and that is Allah, whose truth and love you have rejected for idolatry.' [From.GetSheHeCap] raises a great scimitar, shining steel reflecting the screaming crowd, and beheads [Root.GetTitledFirstNameNoRegnal].;;[From.GetTitledFirstNameNoRegnal] spits at the ragged creature curled into a ball before [From.GetHerHim]. “King of Kings,” [From.GetSheHe] mocks, with a sharp kick to the kidneys, “Bringer of Benefit. There is only one Bringer of Benefit, and that is Allah, whose truth and love you have rejected for idolatry.” [From.GetSheHeCap] raises a great scimitar, shining steel reflecting the screaming crowd, and beheads [Root.GetTitledFirstNameNoRegnal].;
EVTOPTA_emf_heresy_1917_saoshyant              ;        ;I hope Allah has a special jinn waiting for your soul;I hope Allah has a special jinn waiting for your soul;;I hope Allah has a special jinn waiting for your soul;
EVTDESC_emf_heresy_1917_pope                   ;        ;[Root.GetTitledName] is dragged, stumbling and bloody, before a screaming crowd in [From.Capital.GetName]. [From.GetTitledFirstNameNoRegnal] regards [Root.GetHerHim] and laughs. 'This broken old [Root.GetManWoman], covered in [Root.GetHerHis] own filth, dressed in ragged, once-fine robes, is the [Root.GetManWoman] who commanded a hundred legions of infidels to invade Dar al-Islam? You are so pathetic, it is not even worth the torture. Just cut off [Root.GetHerHis] head.' The attendants rush to do just that.;[Root.GetTitledName] is dragged, stumbling and bloody, before a screaming crowd in [From.Capital.GetName]. [From.GetTitledFirstNameNoRegnal] regards [Root.GetHerHim] and laughs. 'This broken old [Root.GetManWoman], covered in [Root.GetHerHis] own filth, dressed in ragged, once-fine robes, is the [Root.GetManWoman] who commanded a hundred legions of infidels to invade Dar al-Islam? You are so pathetic, it is not even worth the torture. Just cut off [Root.GetHerHis] head.' The attendants rush to do just that.;;[Root.GetTitledName] is dragged, stumbling and bloody, before a screaming crowd in [From.Capital.GetName]. [From.GetTitledFirstNameNoRegnal] regards [Root.GetHerHim] and laughs. “This broken old [Root.GetManWoman], covered in [Root.GetHerHis] own filth, dressed in ragged, once-fine robes, is the [Root.GetManWoman] who commanded a hundred legions of infidels to invade Dar al-Islam? You are so pathetic, it is not even worth the torture. Just cut off [Root.GetHerHis] head.” The attendants rush to do just that.;
EVTOPTA_emf_heresy_1917_pope                   ;        ;Pray your carpenter comes to save you;Pray your carpenter comes to save you;;Pray your carpenter comes to save you;
EVTDESC_emf_heresy_1917_patriarch              ;        ;[Root.GetTitledName] flinches, but does not scream, as the nails are pounded through [Root.GetHerHis] hands. The crown in [From.Capital.GetName]'s central square cheers wildly, while [From.GetTitledFirstNameNoRegnal] looks on. 'You are brave,' [From.GetSheHe] calls out, 'I will give you that. But you should thank me! I am giving you the chance to die like your false savior!';[Root.GetTitledName] flinches, but does not scream, as the nails are pounded through [Root.GetHerHis] hands. The crown in [From.Capital.GetName]'s central square cheers wildly, while [From.GetTitledFirstNameNoRegnal] looks on. 'You are brave,' [From.GetSheHe] calls out, 'I will give you that. But you should thank me! I am giving you the chance to die like your false savior!';;[Root.GetTitledName] flinches, but does not scream, as the nails are pounded through [Root.GetHerHis] hands. The crowd in [From.Capital.GetName]’s central square cheers wildly, while [From.GetTitledFirstNameNoRegnal] looks on. “You are brave,” [From.GetSheHe] calls out, “I will give you that. But you should thank me! I am giving you the chance to die like your false savior!”;
EVTOPTA_emf_heresy_1917_patriarch              ;        ;I wonder if [Root.GetSheHe] sees [Root.GetHerHis] house from there;I wonder if [Root.GetSheHe] sees [Root.GetHerHis] house from there;;I wonder if [Root.GetSheHe] sees [Root.GetHerHis] house from there;
EVTDESC_emf_heresy_1917_caliph                 ;        ;The blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [Root.GetTitledFirstNameNoRegnal] walks up to him: 'Your sins are great, for there can be no peace when the Commander of the Faithful is not faithful to Allah. Pray for forgiveness now, and maybe Allah will forgive you when you meet Him.';The blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [Root.GetTitledFirstNameNoRegnal] walks up to him: 'Your sins are great, for there can be no peace when the Commander of the Faithful is not faithful to Allah. Pray for forgiveness now, and maybe Allah will forgive you when you meet Him.';;The blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]’s central square, before a screaming crowd. [Root.GetTitledFirstNameNoRegnal] walks up to him: “Your sins are great, for there can be no peace when the Commander of the Faithful is not faithful to Allah. Pray for forgiveness now, and maybe Allah will forgive you when you meet Him.”;
EVTOPTA_emf_heresy_1917_caliph                 ;        ;And I shall send you to Him;And I shall send you to Him;;And I shall send you to Him;
EVTDESC_emf_heresy_1917_jewish_head            ;        ;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [Root.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: 'You have kept your faith, that is true. But it is now obsolete. Convert to Islam, or die.' The [Root.GetManWoman] makes no response, save to spit in the ground before the [From.PrimaryTitle.GetRulerTitle], sealing [Root.GetHerHis] fate.;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [Root.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: 'You have kept your faith, that is true. But it is now obsolete. Convert to Islam, or die.' The [Root.GetManWoman] makes no response, save to spit in the ground before the [From.PrimaryTitle.GetRulerTitle], sealing [Root.GetHerHis] fate.;;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]’s central square, before a screaming crowd. [Root.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: “You have kept your faith, that is true. But it is now obsolete. Convert to Islam, or die.” The [Root.GetManWoman] makes no response, save to spit in the ground before the [From.PrimaryTitle.GetRulerTitle], sealing [Root.GetHerHis] fate.;
EVTOPTA_emf_heresy_1917_jewish_head            ;        ;So be it;So be it;;So be it;
EVTDESC_emf_heresy_1917_zoro_head              ;        ;[Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a roaring bonfire and a wildly screaming crowd. [Root.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: 'All that work to restore your false religion, yet in the end it is undone once more. Your people worship fire, yes?' [From.GetSheHeCap] grins wickedly at the bonfire, radiating intense heat. 'Let us see how much it likes you.';[Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a roaring bonfire and a wildly screaming crowd. [Root.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: 'All that work to restore your false religion, yet in the end it is undone once more. Your people worship fire, yes?' [From.GetSheHeCap] grins wickedly at the bonfire, radiating intense heat. 'Let us see how much it likes you.';;[Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]’s central square, before a roaring bonfire and a wildly screaming crowd. [Root.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: “All that work to restore your false religion, yet in the end it is undone once more. Your people worship fire, yes?” [From.GetSheHeCap] grins wickedly at the bonfire, radiating intense heat. “Let us see how much it likes you.”;
EVTOPTA_emf_heresy_1917_zoro_head              ;        ;Not that much, as it turns out;Not that much, as it turns out;;Not that much, as it turns out;
EVTDESC_emf_heresy_1917_king_israel            ;        ;[Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal]'s jailors have not been kind to this so-called '[Root.GetKingQueen] of the Jews'. Body battered, face broken and bruised, yet [Root.GetSheHe] still stands tall against the jeering crowd. [Root.GetSheHeCap] breathes a prayer as [From.GetTitledFirstNameNoRegnal] raises [From.GetHerHis] blade.;[Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal]'s jailors have not been kind to this so-called '[Root.GetKingQueen] of the Jews'. Body battered, face broken and bruised, yet [Root.GetSheHe] still stands tall against the jeering crowd. [Root.GetSheHeCap] breathes a prayer as [From.GetTitledFirstNameNoRegnal] raises [From.GetHerHis] blade.;;[Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]’s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal]’s jailors have not been kind to this so-called “[Root.GetKingQueen] of the Jews.” Body battered, face broken and bruised, yet [Root.GetSheHe] still stands tall against the jeering crowd. [Root.GetSheHeCap] breathes a prayer as [From.GetTitledFirstNameNoRegnal] raises [From.GetHerHis] blade.;
EVTOPTA_emf_heresy_1917_king_israel            ;        ;[Root.Religion.GetRandomEvilGodName] take your soul!;[Root.Religion.GetRandomEvilGodName] take your soul!;;[Root.Religion.GetRandomEvilGodName] take your soul!;
EVTDESC_emf_heresy_1917_emperor                ;        ;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: 'All your worldly power, all those armies at your command. They are not but dust in the face of Allah.' The command is given, and [Root.GetTitledFirstNameNoRegnal] dies.;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: 'All your worldly power, all those armies at your command. They are not but dust in the face of Allah.' The command is given, and [Root.GetTitledFirstNameNoRegnal] dies.;;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]’s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: “All your worldly power, all those armies at your command. They are not but dust in the face of Allah.” The command is given, and [Root.GetTitledFirstNameNoRegnal] dies.;
EVTOPTA_emf_heresy_1917_emperor                ;        ;Allah may show you mercy, but I shall not;Allah may show you mercy, but I shall not;;Allah may show you mercy, but I shall not;
EVTDESC_emf_heresy_1917_christian_head         ;        ;The crowd in [From.Capital.GetName]'s central square screams wildly as the execution of [Root.GetTitledName] is carried out. [From.GetTitledFirstNameNoRegnal] looks at the corpse of the [Root.GetManWoman], hanging broken and crucified upon the cross. 'I must give [Root.GetHerHim] credit,' [From.GetSheHe] says. '[Root.GetSheHeCap] did not cry out, not even in the end.';The crowd in [From.Capital.GetName]'s central square screams wildly as the execution of [Root.GetTitledName] is carried out. [From.GetTitledFirstNameNoRegnal] looks at the corpse of the [Root.GetManWoman], hanging broken and crucified upon the cross. 'I must give [Root.GetHerHim] credit,' [From.GetSheHe] says. '[Root.GetSheHeCap] did not cry out, not even in the end.';;The crowd in [From.Capital.GetName]’s central square screams wildly as the execution of [Root.GetTitledName] is carried out. [From.GetTitledFirstNameNoRegnal] looks at the corpse of the [Root.GetManWoman], hanging broken and crucified upon the cross. “I must give [Root.GetHerHim] credit,” [From.GetSheHe] says. “[Root.GetSheHeCap] did not cry out, not even in the end.”;
EVTOPTA_emf_heresy_1917_christian_head         ;        ;A pity such a brave [Root.GetManWoman] followed a false religion;A pity such a brave [Root.GetManWoman] followed a false religion;;A pity such a brave [Root.GetManWoman] followed a false religion;
EVTDESC_emf_heresy_1917_pagan_head             ;        ;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: 'You pagans may have the trappings of a religion, but you are no better than monkeys, imitating your betters. There is but one true faith, and that is written in the Qur'an. Pray to your false idols, but they will not save you.' With those words, [Root.GetTitledFirstNameNoRegnal]'s fate is sealed.;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: 'You pagans may have the trappings of a religion, but you are no better than monkeys, imitating your betters. There is but one true faith, and that is written in the Qur'an. Pray to your false idols, but they will not save you.' With those words, [Root.GetTitledFirstNameNoRegnal]'s fate is sealed.;;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]’s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: “You pagans may have the trappings of a religion, but you are no better than monkeys, imitating your betters. There is but one true faith, and that is written in the Quran. Pray to your false idols, but they will not save you.” With those words, [Root.GetTitledFirstNameNoRegnal]’s fate is sealed.;
EVTOPTA_emf_heresy_1917_pagan_head             ;        ;Goodbye, idolater;Goodbye, idolater;;Goodbye, idolater;
EVTDESC_emf_heresy_1917_king                   ;        ;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: 'Give me your trust said the King on his throne,' [From.GetSheHe] quotes, 'but there is no King one should trust but Allah. You have turned your back on the Highest, and now He has turned his back on you.' With those words, [Root.GetTitledFirstNameNoRegnal]'s fate is sealed.;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: 'Give me your trust said the King on his throne,' [From.GetSheHe] quotes, 'but there is no King one should trust but Allah. You have turned your back on the Highest, and now He has turned his back on you.' With those words, [Root.GetTitledFirstNameNoRegnal]'s fate is sealed.;;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]’s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: “Give me your trust said the King on his throne,” [From.GetSheHe] quotes, “but there is no King one should trust but Allah. You have turned your back on the Highest, and now He has turned his back on you.” With those words, [Root.GetTitledFirstNameNoRegnal]’s fate is sealed.;
EVTOPTA_emf_heresy_1917_king                   ;        ;Let the true King show mercy upon you;Let the true King show mercy upon you;;Let the true King show mercy upon you;
EVTDESC_emf_heresy_1917_crusader               ;        ;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [Root.GetSheHeCap] is thrown before [From.GetTitledFirstNameNoRegnal], who spits on [Root.GetHerHim] in disgust. 'You pigs invade our lands, massacre our people and defile our holy lands with your false god. I tell you this - your death, no matter how agonizing, is far better than you deserve.';The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [Root.GetSheHeCap] is thrown before [From.GetTitledFirstNameNoRegnal], who spits on [Root.GetHerHim] in disgust. 'You pigs invade our lands, massacre our people and defile our holy lands with your false god. I tell you this - your death, no matter how agonizing, is far better than you deserve.';;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]’s central square, before a screaming crowd. [Root.GetSheHeCap] is thrown before [From.GetTitledFirstNameNoRegnal], who spits on [Root.GetHerHim] in disgust. “You pigs invade our lands, massacre our people and defile our holy lands with your false god. I tell you this – your death, no matter how agonizing, is far better than you deserve.”;
EVTOPTA_emf_heresy_1917_crusader               ;        ;And I will make it quite agonizing indeed;And I will make it quite agonizing indeed;;And I will make it quite agonizing indeed;
EVTDESC_emf_heresy_1917_sayyid                 ;        ;[Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: 'You have the blood of the Prophet in you, yet you turn against Him. Death is nothing compared to the tortures that await you in the afterlife. But out of respect for the Prophet, I will not shed your blood.' [From.GetSheHeCap] points to the nearby cistern of water, where [Root.GetTitledFirstNameNoRegnal] is to be drowned...;[Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: 'You have the blood of the Prophet in you, yet you turn against Him. Death is nothing compared to the tortures that await you in the afterlife. But out of respect for the Prophet, I will not shed your blood.' [From.GetSheHeCap] points to the nearby cistern of water, where [Root.GetTitledFirstNameNoRegnal] is to be drowned...;;[Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]’s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: “You have the blood of the Prophet in you, yet you turn against Him. Death is nothing compared to the tortures that await you in the afterlife. But out of respect for the Prophet, I will not shed your blood.” [From.GetSheHeCap] points to the nearby cistern of water, where [Root.GetTitledFirstNameNoRegnal] is to be drowned…;
EVTOPTA_emf_heresy_1917_sayyid                 ;        ;It was done respectfully, I think;It was done respectfully, I think;;It was done respectfully, I think;
EVTDESC_emf_heresy_1917_duke                   ;        ;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: 'You are a wise and noble [Root.PrimaryTitle.GetRulerTitle], and I am sorry it has come to this.' Then [From.GetSheHe] smiles. 'Or, rather, I am sorry I will not receive a ransom for you.' With those words, [Root.GetTitledFirstNameNoRegnal]'s fate is sealed.;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: 'You are a wise and noble [Root.PrimaryTitle.GetRulerTitle], and I am sorry it has come to this.' Then [From.GetSheHe] smiles. 'Or, rather, I am sorry I will not receive a ransom for you.' With those words, [Root.GetTitledFirstNameNoRegnal]'s fate is sealed.;;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]’s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: “You are a wise and noble [Root.PrimaryTitle.GetRulerTitle], and I am sorry it has come to this.” Then [From.GetSheHe] smiles. “Or, rather, I am sorry I will not receive a ransom for you.” With those words, [Root.GetTitledFirstNameNoRegnal]’s fate is sealed.;
EVTOPTA_emf_heresy_1917_duke                   ;        ;Faith is more important than gold;Faith is more important than gold;;Faith is more important than gold;
EVTDESC_emf_heresy_1917_kafir                  ;        ;[Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: 'You have betrayed your God and his Commandments. For the sin of apostasy, I hereby sentence you to death!' The crowd cheers as [From.GetTitledFirstNameNoRegnal] raises [From.GetHerHis] sword high above the Kafir's head.;[Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: 'You have betrayed your God and his Commandments. For the sin of apostasy, I hereby sentence you to death!' The crowd cheers as [From.GetTitledFirstNameNoRegnal] raises [From.GetHerHis] sword high above the Kafir's head.;;[Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]’s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: “You have betrayed your God and his Commandments. For the sin of apostasy, I hereby sentence you to death!” The crowd cheers as [From.GetTitledFirstNameNoRegnal] raises [From.GetHerHis] sword high above the Kafir’s head.;
EVTOPTA_emf_heresy_1917_kafir                  ;        ;Allah may show you mercy, but I shall not;Allah may show you mercy, but I shall not;;Allah may show you mercy, but I shall not;
EVTDESC_emf_heresy_1917_pirate                 ;        ;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: 'You are a mighty fighter, [Root.GetManWoman] of the pale North, but there is no strength greater than that of Allah.' With those words, [Root.GetTitledFirstNameNoRegnal]'s fate is sealed.;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: 'You are a mighty fighter, [Root.GetManWoman] of the pale North, but there is no strength greater than that of Allah.' With those words, [Root.GetTitledFirstNameNoRegnal]'s fate is sealed.;;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]’s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim]: “You are a mighty fighter, [Root.GetManWoman] of the pale North, but there is no strength greater than that of Allah.” With those words, [Root.GetTitledFirstNameNoRegnal]’s fate is sealed.;
EVTOPTA_emf_heresy_1917_pirate                 ;        ;Let judgement be done!;Let judgement be done!;;Let judgement be done!;
EVTDESC_emf_heresy_1917_genius                 ;        ;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim] with a wry grin: 'They say you are a very clever [Root.GetManWoman]...but have you thought of a way to save yourself?' [Root.GetTitledFirstNameNoRegnal] says nothing, and thus [Root.GetHerHis] fate is sealed.;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim] with a wry grin: 'They say you are a very clever [Root.GetManWoman]...but have you thought of a way to save yourself?' [Root.GetTitledFirstNameNoRegnal] says nothing, and thus [Root.GetHerHis] fate is sealed.;;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]’s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim] with a wry grin: “They say you are a very clever [Root.GetManWoman]… but have you thought of a way to save yourself?” [Root.GetTitledFirstNameNoRegnal] says nothing, and thus [Root.GetHerHis] fate is sealed.;
EVTOPTA_emf_heresy_1917_genius                 ;        ;Not clever enough, it seems;Not clever enough, it seems;;Not clever enough, it seems;
EVTDESC_emf_heresy_1917_imbecile               ;        ;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. As [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim], [From.GetSheHe] realizes a certain amount of the jeers are directed at [From.GetHerHim]. Perhaps slaying a drooling moron isn't the most dignified way to honour Allah, or impress the people. Even so, it must be done.;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. As [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim], [From.GetSheHe] realizes a certain amount of the jeers are directed at [From.GetHerHim]. Perhaps slaying a drooling moron isn't the most dignified way to honour Allah, or impress the people. Even so, it must be done.;;The bruised and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]’s central square, before a screaming crowd. As [From.GetTitledFirstNameNoRegnal] walks up to [Root.GetHerHim], [From.GetSheHe] realizes a certain amount of the jeers are directed at [From.GetHerHim]. Perhaps slaying a drooling moron isn’t the most dignified way to honour Allah, or impress the people. Even so, it must be done.;
EVTOPTA_emf_heresy_1917_imbecile               ;        ;[Root.GetSheHeCap] barely understood what was happening...;[Root.GetSheHeCap] barely understood what was happening...;;[Root.GetSheHeCap] barely understood what was happening…;
