#CODE                                                       ;SED+EMF ;EMF;SWMH;OTHER;SED;VANILLA
Germania                                                    ;Germania;Germania;;;;
imperial_county_of_turkmen                                  ;Emirate of;Emirate;;;;
imperial_duchy_of_turkmen                                   ;Emirate of;Emirate;;;;
imperial_kingdom_of_turkmen                                 ;Emirate of;Emirate;;;;
imperial_empire_of_turkmen                                  ;Sultanate of;Sultanlik of;;;;
imperial_barony_turkmen                                     ;Iqta‘   ;Iqta';;;;
imperial_county_turkmen                                     ;Beylik  ;Beglik;;;;
imperial_duchy_turkmen                                      ;        ;Atabeglik;;;;
imperial_kingdom_turkmen                                    ;Sultanate;Sultanlik;;;;
imperial_empire_turkmen                                     ;Sultanate;Sultanlik;;;;
imperial_baron_caucasian_avar                               ;Marzban ;Marzaban;;;;
imperial_count_caucasian_avar                               ;        ;Salifan;;;;
imperial_baron_german                                       ;Lord    ;Herre;;;;
imperial_baron_female_german                                ;Lady    ;Vrouwe;;;;
imperial_baron_title_ruler_consort_german                   ;Lord    ;Herre;;;;
imperial_baron_title_ruler_consort_female_german            ;Lady    ;Vrouwe;;;;
imperial_count_german                                       ;Count   ;Grave;;;;
imperial_count_female_german                                ;Countess;Gravin;;;;
imperial_count_title_ruler_consort_german                   ;Count   ;Grave;;;;
imperial_count_title_ruler_consort_female_german            ;Countess;Gravin;;;;
imperial_duke_german                                        ;Stadtholder;Stathaltaere;;;;
imperial_duke_female_german                                 ;Duchess ;Herzoginne;;;;
imperial_duke_title_ruler_consort_german                    ;Duke    ;Herzoge;;;;
imperial_duke_title_ruler_consort_female_german             ;Duchess ;Herzoginne;;;;
imperial_king_german                                        ;Imperial Vicar;Richvicar;;;;
imperial_king_female_german                                 ;Queen   ;Küniginne;;;;
imperial_king_title_ruler_consort_german                    ;King    ;Künic;;;;
imperial_king_title_ruler_consort_female_german             ;Queen   ;Küniginne;;;;
imperial_emperor_german                                     ;Emperor ;Keiser;;;;
imperial_emperor_female_german                              ;Empress ;Keiserinne;;;;
imperial_emperor_title_ruler_consort_german                 ;Emperor ;Keiser;;;;
imperial_emperor_title_ruler_consort_female_german          ;Empress ;Keiserinne;;;;
imperial_title_prince_german                                ;Prince  ;Prinze;;;;
imperial_title_prince_female_german                         ;Princess;Princesse;;;;
imperial_barony_of_german                                   ;Lordship of;Herlichheit;;;;
imperial_county_of_german                                   ;County of;Graveschaft;;;;
imperial_duchy_of_german                                    ;Duchy of;Herzogentuom;;;;
imperial_kingdom_of_german                                  ;Kingdom of;Künicriche;;;;
imperial_empire_of_german                                   ;Empire of;Keiserriche;;;;
imperial_baron_low_german                                   ;Lord    ;Here;;;;
imperial_baron_female_low_german                            ;Lady    ;Vrouwe;;;;
imperial_baron_title_ruler_consort_low_german               ;Lord    ;Here;;;;
imperial_baron_title_ruler_consort_female_low_german        ;Lady    ;Vrouwe;;;;
imperial_count_low_german                                   ;Count   ;Greve;;;;
imperial_count_female_low_german                            ;Countess;Grevinne;;;;
imperial_count_title_ruler_consort_low_german               ;Count   ;Greve;;;;
imperial_count_title_ruler_consort_female_low_german        ;Countess;Grevinne;;;;
imperial_duke_low_german                                    ;Stadtholder;Statholdaere;;;;
imperial_duke_female_low_german                             ;Duchess ;Hertoginne;;;;
imperial_duke_title_ruler_consort_low_german                ;Duke    ;Hertoge;;;;
imperial_duke_title_ruler_consort_female_low_german         ;Duchess ;Hertoginne;;;;
imperial_king_low_german                                    ;Imperial Vicar;Rikesvicaries;;;;
imperial_king_female_low_german                             ;Queen   ;Köninginne;;;;
imperial_king_title_ruler_consort_low_german                ;King    ;Köninc;;;;
imperial_king_title_ruler_consort_female_low_german         ;Queen   ;Köninginne;;;;
imperial_emperor_low_german                                 ;Emperor ;Keiser;;;;
imperial_emperor_female_low_german                          ;Empress ;Keiserinne;;;;
imperial_emperor_title_ruler_consort_low_german             ;Emperor ;Keiser;;;;
imperial_emperor_title_ruler_consort_female_low_german      ;Empress ;Keiserinne;;;;
imperial_title_prince_low_german                            ;Prince  ;Prinse;;;;
imperial_title_prince_female_low_german                     ;Princess;Prinsesse;;;;
imperial_barony_of_low_german                               ;Lordship of;Herlichet;;;;
imperial_county_of_low_german                               ;County of;Greveschop;;;;
imperial_duchy_of_low_german                                ;Duchy of;Hertogedom;;;;
imperial_kingdom_of_low_german                              ;Kingdom of;Könincrike;;;;
imperial_empire_of_low_german                               ;Empire of;Keiserrike;;;;
imperial_baron_dutch                                        ;Lord    ;Here;;;;
imperial_baron_female_dutch                                 ;Lady    ;Vrouwe;;;;
imperial_baron_title_ruler_consort_dutch                    ;Lord    ;Here;;;;
imperial_baron_title_ruler_consort_female_dutch             ;Lady    ;Vrouwe;;;;
imperial_count_dutch                                        ;Count   ;Grave;;;;
imperial_count_female_dutch                                 ;Countess;Gravinne;;;;
imperial_count_title_ruler_consort_dutch                    ;Count   ;Grave;;;;
imperial_count_title_ruler_consort_female_dutch             ;Countess;Gravinne;;;;
imperial_duke_dutch                                         ;Stadtholder;Stathouder;;;;
imperial_duke_female_dutch                                  ;Duchess ;Hertoghinne;;;;
imperial_duke_title_ruler_consort_dutch                     ;Duke    ;Hertoghe;;;;
imperial_duke_title_ruler_consort_female_dutch              ;Duchess ;Hertoghinne;;;;
imperial_king_dutch                                         ;Imperial Vicar;Rikevicaris;;;;
imperial_king_female_dutch                                  ;Queen   ;Coninghinne;;;;
imperial_king_title_ruler_consort_dutch                     ;King    ;Coninc;;;;
imperial_king_title_ruler_consort_female_dutch              ;Queen   ;Coninghinne;;;;
imperial_emperor_dutch                                      ;Emperor ;Keiser;;;;
imperial_emperor_female_dutch                               ;Empress ;Keiserinne;;;;
imperial_emperor_title_ruler_consort_female_dutch           ;Empress ;Keiserinne;;;;
imperial_emperor_title_ruler_consort_dutch                  ;Emperor ;Keiser;;;;
imperial_title_prince_dutch                                 ;Prince  ;Prince;;;;
imperial_title_prince_female_dutch                          ;Princess;Princerse;;;;
imperial_barony_of_dutch                                    ;Lordship of;Heerlijkheit;;;;
imperial_county_of_dutch                                    ;County of;Gravescap;;;;
imperial_duchy_of_dutch                                     ;Duchy of;Hertoghedom;;;;
imperial_kingdom_of_dutch                                   ;Kingdom of;Conincrike;;;;
imperial_empire_of_dutch                                    ;Empire of;Keiserrike;;;;
imperial_baron_franconian                                   ;Lord    ;Heriro;;;;
imperial_baron_female_franconian                            ;Lady    ;Frouwa;;;;
imperial_baron_title_ruler_consort_franconian               ;Lord    ;Heriro;;;;
imperial_baron_title_ruler_consort_female_franconian        ;Lady    ;Frouwa;;;;
imperial_count_franconian                                   ;Count   ;Grafo;;;;
imperial_count_female_franconian                            ;Countess;Grafin;;;;
imperial_count_title_ruler_consort_franconian               ;Count   ;Grafo;;;;
imperial_count_title_ruler_consort_female_franconian        ;Countess;Grafin;;;;
imperial_duke_franconian                                    ;Lord    ;Lantheriro;;;;
imperial_duke_female_franconian                             ;Lady    ;Lantfrouwa;;;;
imperial_duke_title_ruler_consort_franconian                ;Duke    ;Herizogo;;;;
imperial_duke_title_ruler_consort_female_franconian         ;Duchess ;Herizogin;;;;
imperial_king_franconian                                    ;Vicar   ;Fikari;;;;
imperial_king_female_franconian                             ;Queen   ;Kuningin;;;;
imperial_king_title_ruler_consort_franconian                ;King    ;Kuning;;;;
imperial_king_title_ruler_consort_female_franconian         ;Queen   ;Kuningin;;;;
imperial_emperor_franconian                                 ;Emperor ;Keisur;;;;
imperial_emperor_female_franconian                          ;Empress ;Keisurin;;;;
imperial_emperor_title_ruler_consort_franconian             ;Emperor ;Keisur;;;;
imperial_emperor_title_ruler_consort_female_franconian      ;Empress ;Keisurin;;;;
imperial_title_prince_franconian                            ;Prince  ;Furisto;;;;
imperial_title_prince_female_franconian                     ;Princess;Furistin;;;;
imperial_barony_of_franconian                               ;Lordship of;Hertuom;;;;
imperial_county_of_franconian                               ;County of;Grafskaft;;;;
imperial_duchy_of_franconian                                ;Duchy of;Herizogentuom;;;;
imperial_kingdom_of_franconian                              ;Kingdom of;Kuningrihhi;;;;
imperial_empire_of_franconian                               ;Empire of;Keisurtuom;;;;
imperial_baron_bavarian                                     ;Lord    ;Heriro;;;;
imperial_baron_female_bavarian                              ;Lady    ;Frouwa;;;;
imperial_baron_title_ruler_consort_bavarian                 ;Lord    ;Heriro;;;;
imperial_baron_title_ruler_consort_female_bavarian          ;Lady    ;Frouwa;;;;
imperial_count_bavarian                                     ;Count   ;Grafo;;;;
imperial_count_female_bavarian                              ;Countess;Grafin;;;;
imperial_count_title_ruler_consort_bavarian                 ;Count   ;Grafo;;;;
imperial_count_title_ruler_consort_female_bavarian          ;Countess;Grafin;;;;
imperial_duke_bavarian                                      ;Lord    ;Lantheriro;;;;
imperial_duke_female_bavarian                               ;Lady    ;Lantfrouwa;;;;
imperial_duke_title_ruler_consort_bavarian                  ;Duke    ;Herizogo;;;;
imperial_duke_title_ruler_consort_female_bavarian           ;Duchess ;Herizogin;;;;
imperial_king_bavarian                                      ;Vicar   ;Fikari;;;;
imperial_king_female_bavarian                               ;Queen   ;Kuningin;;;;
imperial_king_title_ruler_consort_bavarian                  ;King    ;Kuning;;;;
imperial_king_title_ruler_consort_female_bavarian           ;Queen   ;Kuningin;;;;
imperial_emperor_bavarian                                   ;Emperor ;Keisur;;;;
imperial_emperor_female_bavarian                            ;Empress ;Keisurin;;;;
imperial_emperor_title_ruler_consort_bavarian               ;Emperor ;Keisur;;;;
imperial_emperor_title_ruler_consort_female_bavarian        ;Empress ;Keisurin;;;;
imperial_title_prince_bavarian                              ;Prince  ;Furisto;;;;
imperial_title_prince_female_bavarian                       ;Princess;Furistin;;;;
imperial_barony_of_bavarian                                 ;Lordship of;Hertuom;;;;
imperial_county_of_bavarian                                 ;County of;Grafskaft;;;;
imperial_duchy_of_bavarian                                  ;Duchy of;Herizogentuom;;;;
imperial_kingdom_of_bavarian                                ;Kingdom of;Kuningrihhi;;;;
imperial_empire_of_bavarian                                 ;Empire of;Keisurtuom;;;;
imperial_baron_swabian                                      ;Lord    ;Heriro;;;;
imperial_baron_female_swabian                               ;Lady    ;Frouwa;;;;
imperial_baron_title_ruler_consort_swabian                  ;Lord    ;Heriro;;;;
imperial_baron_title_ruler_consort_female_swabian           ;Lady    ;Frouwa;;;;
imperial_count_swabian                                      ;Count   ;Grafo;;;;
imperial_count_female_swabian                               ;Countess;Grafin;;;;
imperial_count_title_ruler_consort_swabian                  ;Count   ;Grafo;;;;
imperial_count_title_ruler_consort_female_swabian           ;Countess;Grafin;;;;
imperial_duke_swabian                                       ;Lord    ;Lantheriro;;;;
imperial_duke_female_swabian                                ;Lady    ;Lantfrouwa;;;;
imperial_duke_title_ruler_consort_swabian                   ;Duke    ;Herizogo;;;;
imperial_duke_title_ruler_consort_female_swabian            ;Duchess ;Herizogin;;;;
imperial_king_swabian                                       ;Vicar   ;Fikari;;;;
imperial_king_female_swabian                                ;Queen   ;Kuningin;;;;
imperial_king_title_ruler_consort_swabian                   ;King    ;Kuning;;;;
imperial_king_title_ruler_consort_female_swabian            ;Queen   ;Kuningin;;;;
imperial_emperor_swabian                                    ;Emperor ;Keisur;;;;
imperial_emperor_female_swabian                             ;Empress ;Keisurin;;;;
imperial_emperor_title_ruler_consort_swabian                ;Emperor ;Keisur;;;;
imperial_emperor_title_ruler_consort_female_swabian         ;Empress ;Keisurin;;;;
imperial_title_prince_swabian                               ;Prince  ;Furisto;;;;
imperial_title_prince_female_swabian                        ;Princess;Furistin;;;;
imperial_barony_of_swabian                                  ;Lordship of;Hertuom;;;;
imperial_county_of_swabian                                  ;County of;Grafskaft;;;;
imperial_duchy_of_swabian                                   ;Duchy of;Herizogentuom;;;;
imperial_kingdom_of_swabian                                 ;Kingdom of;Kuningrihhi;;;;
imperial_empire_of_swabian                                  ;Empire of;Keisurtuom;;;;
imperial_baron_thuringian                                   ;Lord    ;Heriro;;;;
imperial_baron_female_thuringian                            ;Lady    ;Frouwa;;;;
imperial_baron_title_ruler_consort_thuringian               ;Lord    ;Heriro;;;;
imperial_baron_title_ruler_consort_female_thuringian        ;Lady    ;Frouwa;;;;
imperial_count_thuringian                                   ;Count   ;Grafo;;;;
imperial_count_female_thuringian                            ;Countess;Grafin;;;;
imperial_count_title_ruler_consort_thuringian               ;Count   ;Grafo;;;;
imperial_count_title_ruler_consort_female_thuringian        ;Countess;Grafin;;;;
imperial_duke_thuringian                                    ;Lord    ;Lantheriro;;;;
imperial_duke_female_thuringian                             ;Lady    ;Lantfrouwa;;;;
imperial_duke_title_ruler_consort_thuringian                ;Duke    ;Herizogo;;;;
imperial_duke_title_ruler_consort_female_thuringian         ;Duchess ;Herizogin;;;;
imperial_king_thuringian                                    ;Vicar   ;Fikari;;;;
imperial_king_female_thuringian                             ;Queen   ;Kuningin;;;;
imperial_king_title_ruler_consort_thuringian                ;King    ;Kuning;;;;
imperial_king_title_ruler_consort_female_thuringian         ;Queen   ;Kuningin;;;;
imperial_emperor_thuringian                                 ;Emperor ;Keisur;;;;
imperial_emperor_female_thuringian                          ;Empress ;Keisurin;;;;
imperial_emperor_title_ruler_consort_thuringian             ;Emperor ;Keisur;;;;
imperial_emperor_title_ruler_consort_female_thuringian      ;Empress ;Keisurin;;;;
imperial_title_prince_thuringian                            ;Prince  ;Furisto;;;;
imperial_title_prince_female_thuringian                     ;Princess;Furistin;;;;
imperial_barony_of_thuringian                               ;Lordship of;Hertuom;;;;
imperial_county_of_thuringian                               ;County of;Grafskaft;;;;
imperial_duchy_of_thuringian                                ;Duchy of;Herizogentuom;;;;
imperial_kingdom_of_thuringian                              ;Kingdom of;Kuningrihhi;;;;
imperial_empire_of_thuringian                               ;Empire of;Keisurtuom;;;;
imperial_baron_low_saxon                                    ;Lord    ;Herro;;;;
imperial_baron_female_low_saxon                             ;Lady    ;Frua;;;;
imperial_baron_title_ruler_consort_low_saxon                ;Lord    ;Herro;;;;
imperial_baron_title_ruler_consort_female_low_saxon         ;Lady    ;Frua;;;;
imperial_count_low_saxon                                    ;Count   ;Gravio;;;;
imperial_count_female_low_saxon                             ;Countess;Gravin;;;;
imperial_count_title_ruler_consort_low_saxon                ;Count   ;Gravio;;;;
imperial_count_title_ruler_consort_female_low_saxon         ;Countess;Gravin;;;;
imperial_duke_low_saxon                                     ;Lord    ;Landherro;;;;
imperial_duke_female_low_saxon                              ;Lady    ;Landfrua;;;;
imperial_duke_title_ruler_consort_low_saxon                 ;Duke    ;Heritogo;;;;
imperial_duke_title_ruler_consort_female_low_saxon          ;Duchess ;Heritogin;;;;
imperial_king_low_saxon                                     ;Vicar   ;Fikari;;;;
imperial_king_female_low_saxon                              ;Queen   ;Kuningin;;;;
imperial_king_title_ruler_consort_low_saxon                 ;King    ;Kuning;;;;
imperial_king_title_ruler_consort_female_low_saxon          ;Queen   ;Kuningin;;;;
imperial_emperor_low_saxon                                  ;Emperor ;Kesur;;;;
imperial_emperor_female_low_saxon                           ;Empress ;Kesurin;;;;
imperial_emperor_title_ruler_consort_low_saxon              ;Emperor ;Kesur;;;;
imperial_emperor_title_ruler_consort_female_low_saxon       ;Empress ;Kesurin;;;;
imperial_title_prince_low_saxon                             ;Prince  ;Furisto;;;;
imperial_title_prince_female_low_saxon                      ;Princess;Furistin;;;;
imperial_barony_of_low_saxon                                ;Lordship of;Herdom;;;;
imperial_county_of_low_saxon                                ;County of;Gravioskepi;;;;
imperial_duchy_of_low_saxon                                 ;Duchy of;Heritogendom;;;;
imperial_kingdom_of_low_saxon                               ;Kingdom of;Kuningriki;;;;
imperial_empire_of_low_saxon                                ;Empire of;Kesurdom;;;;
imperial_baron_low_frankish                                 ;Lord    ;Herro;;;;
imperial_baron_female_low_frankish                          ;Lady    ;Frouwa;;;;
imperial_baron_title_ruler_consort_low_frankish             ;Lord    ;Herro;;;;
imperial_baron_title_ruler_consort_female_low_frankish      ;Lady    ;Frouwa;;;;
imperial_count_low_frankish                                 ;Count   ;Gravo;;;;
imperial_count_female_low_frankish                          ;Countess;Gravinna;;;;
imperial_count_title_ruler_consort_low_frankish             ;Count   ;Gravo;;;;
imperial_count_title_ruler_consort_female_low_frankish      ;Countess;Gravinna;;;;
imperial_duke_low_frankish                                  ;Lord    ;Landherro;;;;
imperial_duke_female_low_frankish                           ;Lady    ;Landfrouwa;;;;
imperial_duke_title_ruler_consort_low_frankish              ;Duke    ;Heritogo;;;;
imperial_duke_title_ruler_consort_female_low_frankish       ;Duchess ;Heritoginna;;;;
imperial_king_low_frankish                                  ;Vicar   ;Vicaris;;;;
imperial_king_female_low_frankish                           ;Queen   ;Kuninginna;;;;
imperial_king_title_ruler_consort_low_frankish              ;King    ;Kunink;;;;
imperial_king_title_ruler_consort_female_low_frankish       ;Queen   ;Kuninginna;;;;
imperial_emperor_low_frankish                               ;Emperor ;Keser;;;;
imperial_emperor_female_low_frankish                        ;Empress ;Keserinna;;;;
imperial_emperor_title_ruler_consort_female_low_frankish    ;Empress ;Keserinna;;;;
imperial_emperor_title_ruler_consort_low_frankish           ;Emperor ;Keser;;;;
imperial_title_prince_low_frankish                          ;Prince  ;Furist;;;;
imperial_title_prince_female_low_frankish                   ;Princess;Furistinna;;;;
imperial_barony_of_low_frankish                             ;Lordship of;Herduom;;;;
imperial_county_of_low_frankish                             ;County of;Gravoscap;;;;
imperial_duchy_of_low_frankish                              ;Duchy of;Heritogenduom;;;;
imperial_kingdom_of_low_frankish                            ;Kingdom of;Kuninkriki;;;;
imperial_empire_of_low_frankish                             ;Empire of;Keserduom;;;;
imperial_baron_frisian                                      ;Lord    ;Hêra;;;;
imperial_baron_female_frisian                               ;Lady    ;Frouwe;;;;
imperial_baron_title_ruler_consort_frisian                  ;Lord    ;Hêra;;;;
imperial_baron_title_ruler_consort_female_frisian           ;Lady    ;Frouwe;;;;
imperial_count_frisian                                      ;Count   ;Greva;;;;
imperial_count_female_frisian                               ;Countess;Grevinne;;;;
imperial_count_title_ruler_consort_frisian                  ;Count   ;Greva;;;;
imperial_count_title_ruler_consort_female_frisian           ;Countess;Grevinne;;;;
imperial_duke_frisian                                       ;Lord    ;Landhêra;;;;
imperial_duke_female_frisian                                ;Lady    ;Landfrouwe;;;;
imperial_duke_title_ruler_consort_frisian                   ;Duke    ;Hertoga;;;;
imperial_duke_title_ruler_consort_female_frisian            ;Duchess ;Hertoginne;;;;
imperial_king_frisian                                       ;        ;Fogid;;;;
imperial_king_female_frisian                                ;Queen   ;Keninginne;;;;
imperial_king_title_ruler_consort_frisian                   ;King    ;Kening;;;;
imperial_king_title_ruler_consort_female_frisian            ;Queen   ;Keninginne;;;;
imperial_emperor_frisian                                    ;Emperor ;Keiser;;;;
imperial_emperor_female_frisian                             ;Empress ;Keiserinne;;;;
imperial_emperor_title_ruler_consort_female_frisian         ;Empress ;Keiserinne;;;;
imperial_emperor_title_ruler_consort_frisian                ;Emperor ;Keiser;;;;
imperial_title_prince_frisian                               ;Prince  ;Forsta;;;;
imperial_title_prince_female_frisian                        ;Princess;Forstinne;;;;
imperial_barony_of_frisian                                  ;Lordship of;Hêrlikhêd;;;;
imperial_county_of_frisian                                  ;County of;Grevaskip;;;;
imperial_duchy_of_frisian                                   ;Duchy of;Hertogadom;;;;
imperial_kingdom_of_frisian                                 ;Kingdom of;Keningrike;;;;
imperial_empire_of_frisian                                  ;Empire of;Keiserskip;;;;
imperial_baron_old_frankish                                 ;Lord    ;Heriro;;;;
imperial_baron_female_old_frankish                          ;Lady    ;Frouwa;;;;
imperial_baron_title_ruler_consort_old_frankish             ;Lord    ;Heriro;;;;
imperial_baron_title_ruler_consort_female_old_frankish      ;Lady    ;Frouwa;;;;
imperial_count_old_frankish                                 ;Count   ;Grafo;;;;
imperial_count_female_old_frankish                          ;Countess;Grafin;;;;
imperial_count_title_ruler_consort_old_frankish             ;Count   ;Grafo;;;;
imperial_count_title_ruler_consort_female_old_frankish      ;Countess;Grafin;;;;
imperial_duke_old_frankish                                  ;Lord    ;Lantheriro;;;;
imperial_duke_female_old_frankish                           ;Lady    ;Lantfrouwa;;;;
imperial_duke_title_ruler_consort_old_frankish              ;Duke    ;Herizogo;;;;
imperial_duke_title_ruler_consort_female_old_frankish       ;Duchess ;Herizogin;;;;
imperial_king_old_frankish                                  ;Vicar   ;Fikari;;;;
imperial_king_female_old_frankish                           ;Queen   ;Kuningin;;;;
imperial_king_title_ruler_consort_old_frankish              ;King    ;Kuning;;;;
imperial_king_title_ruler_consort_female_old_frankish       ;Queen   ;Kuningin;;;;
imperial_emperor_old_frankish                               ;Emperor ;Keisur;;;;
imperial_emperor_female_old_frankish                        ;Empress ;Keisurin;;;;
imperial_emperor_title_ruler_consort_old_frankish           ;Emperor ;Keisur;;;;
imperial_emperor_title_ruler_consort_female_old_frankish    ;Empress ;Keisurin;;;;
imperial_title_prince_old_frankish                          ;Prince  ;Furisto;;;;
imperial_title_prince_female_old_frankish                   ;Princess;Furistin;;;;
imperial_barony_of_old_frankish                             ;Lordship of;Hertuom;;;;
imperial_county_of_old_frankish                             ;County of;Grafskaft;;;;
imperial_duchy_of_old_frankish                              ;Duchy of;Herizogentuom;;;;
imperial_kingdom_of_old_frankish                            ;Kingdom of;Kuningrihhi;;;;
imperial_empire_of_old_frankish                             ;Empire of;Keisurtuom;;;;
imperial_baron_kurdish                                      ;Muqta   ;Muqtá';;;;
imperial_count_kurdish                                      ;Ustandar;Ustandár;;;;
imperial_count_female_kurdish                               ;Ustandar;Ustandáreh;;;;
imperial_duke_kurdish                                       ;        ;Emir;;;;
imperial_king_kurdish                                       ;Shah    ;Sháh;;;;
imperial_emperor_kurdish                                    ;Shahanshah;Sháhansháh;;;;
imperial_county_kurdish                                     ;Province;Ustan;;;;
imperial_county_of_kurdish                                  ;Province of;Ustan-e;;;;
imperial_duchy_kurdish                                      ;Emirate ;Emírát;;;;
imperial_duchy_of_kurdish                                   ;Emirate of;Emírát-e;;;;
imperial_baron_daylamite                                    ;Muqta   ;Muqtá';;;;
imperial_count_daylamite                                    ;Istandar;Ustandár;;;;
imperial_count_female_daylamite                             ;Istandar;Ustandáreh;;;;
imperial_duke_daylamite                                     ;Spahbed ;Ispahbadh;;;;
imperial_duke_female_daylamite                              ;Spahbed ;Ispahbadheh;;;;
imperial_county_daylamite                                   ;Province;Ustan;;;;
imperial_county_of_daylamite                                ;Province of;Ustan-e;;;;
imperial_duchy_daylamite                                    ;Spah    ;Ispah;;;;
imperial_duchy_of_daylamite                                 ;Spah of ;Ispah-e;;;;
imperial_king_daylamite                                     ;Shah    ;Sháh;;;;
imperial_emperor_daylamite                                  ;Shahanshah;Sháhansháh;;;;
imperial_title_prince_pahlavi                               ;        ;Mirza;;;;
imperial_baron_pahlavi                                      ;        ;Paygospan;;;;
imperial_baron_female_pahlavi                               ;Paygospan;Paygospaneh;;;;
imperial_count_pahlavi                                      ;        ;Istandar;;;;
imperial_count_female_pahlavi                               ;Istandar;Istandareh;;;;
imperial_duke_pahlavi                                       ;        ;Satrap;;;;
imperial_duke_female_pahlavi                                ;Spahbed ;Spahbedeh;;;;
imperial_king_pahlavi                                       ;Shah    ;Sháh;;;;
imperial_emperor_pahlavi                                    ;Shahanshah;Sháhansháh;;;;
imperial_county_of_pahlavi                                  ;Province of;Istan-e;;;;
imperial_county_pahlavi                                     ;Province;Istan;;;;
imperial_duchy_of_pahlavi                                   ;        ;Satrapy of;;;;
imperial_duchy_pahlavi                                      ;        ;Spah;;;;
imperial_baron_persian                                      ;Rais    ;Ra'ís;;;;
imperial_baron_female_persian                               ;Rais    ;Ra'iseh;;;;
imperial_count_persian                                      ;Wâli    ;Wálí;;;;
imperial_count_female_persian                               ;Wâli    ;Wálíah;;;;
imperial_duke_persian                                       ;        ;Emir;;;;
imperial_duke_female_persian                                ;        ;Emira;;;;
imperial_king_persian                                       ;        ;Emir;;;;
imperial_emperor_persian                                    ;Shahanshah;Sháhansháh;;;;
imperial_county_of_persian                                  ;Province of;Viláyat-e;;;;
imperial_county_persian                                     ;Province;Viláya;;;;
imperial_duchy_of_persian                                   ;Emirate of;Emirat-e;;;;
imperial_duchy_persian                                      ;Emirate ;Emírát;;;;
imperial_baron_khorasani                                    ;Rais    ;Ra'ís;;;;
imperial_baron_female_khorasani                             ;Rais    ;Ra'iseh;;;;
imperial_count_khorasani                                    ;Wâli    ;Wálí;;;;
imperial_count_female_khorasani                             ;Azad    ;Ázádeh;;;;
imperial_duke_khorasani                                     ;        ;Emir;;;;
imperial_duke_female_khorasani                              ;        ;Emira;;;;
imperial_king_khorasani                                     ;        ;Emir;;;;
imperial_emperor_khorasani                                  ;Shahanshah;Sháhansháh;;;;
imperial_county_of_khorasani                                ;Province of;Viláyat-e;;;;
imperial_county_khorasani                                   ;Province;Viláya;;;;
imperial_duchy_of_khorasani                                 ;Emirate of;Emirat-e;;;;
imperial_duchy_khorasani                                    ;Emirate ;Emírát;;;;
imperial_baron_tajik                                        ;Lord    ;Khuda;;;;
imperial_baron_female_tajik                                 ;Lady    ;Khudeh;;;;
imperial_count_tajik                                        ;Wâli    ;Wálí;;;;
imperial_count_female_tajik                                 ;Wâli    ;Wálíah;;;;
imperial_duke_tajik                                         ;        ;Emir;;;;
imperial_duke_female_tajik                                  ;        ;Emira;;;;
imperial_king_tajik                                         ;        ;Emir;;;;
imperial_emperor_tajik                                      ;Shahanshah;Sháhansháh;;;;
imperial_county_of_tajik                                    ;Province of;Viláyat-e;;;;
imperial_county_tajik                                       ;Province;Viláya;;;;
imperial_duchy_of_tajik                                     ;Emirate of;Emirat-e;;;;
imperial_duchy_tajik                                        ;Emirate ;Emírát;;;;
imperial_baron_afghan                                       ;Rais    ;Ra'ís;;;;
imperial_baron_female_afghan                                ;Rais    ;Ra'iseh;;;;
imperial_count_afghan                                       ;Wâli    ;Wálí;;;;
imperial_count_female_afghan                                ;Azad    ;Azadeh;;;;
imperial_duke_afghan                                        ;        ;Emir;;;;
imperial_duke_female_afghan                                 ;        ;Emira;;;;
imperial_king_afghan                                        ;        ;Emir;;;;
imperial_emperor_afghan                                     ;Shahanshah;Sháhansháh;;;;
imperial_county_of_afghan                                   ;Province of;Viláyat-e;;;;
imperial_county_afghan                                      ;Province;Viláya;;;;
imperial_duchy_of_afghan                                    ;Emirate of;Emirat-e;;;;
imperial_duchy_afghan                                       ;Emirate ;Emírát;;;;
imperial_baron_khwarezmi                                    ;Lord    ;Khuda;;;;
imperial_baron_female_khwarezmi                             ;Lady    ;Khudeh;;;;
imperial_count_khwarezmi                                    ;        ;Istandar;;;;
imperial_count_female_khwarezmi                             ;Istandar;Istandareh;;;;
imperial_duke_khwarezmi                                     ;        ;Emir;;;;
imperial_duke_female_khwarezmi                              ;        ;Emira;;;;
imperial_king_khwarezmi                                     ;Shah    ;Sháh;;;;
imperial_emperor_khwarezmi                                  ;Shahanshah;Sháhansháh;;;;
imperial_county_of_khwarezmi                                ;Province of;Istan-e;;;;
imperial_county_khwarezmi                                   ;Province;Istan;;;;
imperial_duchy_of_khwarezmi                                 ;Emirate of;Emírát-e;;;;
imperial_duchy_khwarezmi                                    ;Emirate ;Emírát;;;;
imperial_baron_sogdian                                      ;Lord    ;Khuda;;;;
imperial_baron_female_sogdian                               ;Lady    ;Khudeh;;;;
imperial_baron_khalaj                                       ;Lord    ;Khuda;;;;
imperial_baron_female_khalaj                                ;Lady    ;Khudeh;;;;
imperial_count_khalaj                                       ;        ;Istandar;;;;
imperial_count_female_khalaj                                ;Istandar;Istandareh;;;;
imperial_duke_khalaj                                        ;        ;Zunbil;;;;
imperial_duke_female_khalaj                                 ;Zunbil  ;Zunbileh;;;;
imperial_king_khalaj                                        ;Shah    ;Sháh;;;;
imperial_emperor_khalaj                                     ;Shahanshah;Sháhansháh;;;;
imperial_county_of_khalaj                                   ;Province of;Istan-e;;;;
