#CODE                                          ;SED     ;SWMH;OTHER;VANILLA
title_despot                                   ;Despot  ;;;Despot
title_despot_desc                              ;Despot is the highest honorary title in the Byzantine Empire, second only to the Emperor. It can only be granted to close relatives, traditionally the oldest son.;;;Despot is the highest honorary title in the Byzantine Empire, second only to the Emperor. It can only be granted to close relatives, traditionally the oldest son.
title_sebastokrator                            ;Sebastokrator;;;Sebastokrator
title_sebastokrator_desc                       ;The title of sebastokrator was created as an even higher honor than that of “Caesar.” It can only be granted to close relatives of the Emperor.;;;The title of Sebastokrator was created as an even higher honor than that of 'Caesar'. It can only be granted to close relatives of the Emperor.
title_caesar                                   ;Caesar  ;;;Caesar
title_caesar_desc                              ;Originally the highest honor in the Roman Empire, the title of Caesar can now be awarded to anyone.;;;Originally the highest honor in the Roman Empire, the title of Caesar can now be awarded to anyone.
title_kouropalates                             ;Curopalate;;;Kouropalates
title_kouropalates_desc                        ;Curopalate – “the one in charge of the palace” – is a very prestigious title in the Byzantine Empire.;;;Kouropalates - 'the One in Charge of the Palace' - is a very prestigious title in the Byzantine Empire.
title_anthypatos                               ;Anthypatos;;;Anthypatos
title_anthypatos_desc                          ;Anthypatos is Greek for proconsul. However, the office no longer denotes a provincial governor and is purely honorary.;;;Anthypatos is Greek for Proconsul. However, the office no longer denotes a provincial governor but is purely honorary.
#text2.csv;;;;
d_mamluks                                      ;Mamluks ;;;Mamluks
d_mamluks_adj                                  ;Mamluk  ;;;Mamluk
title_master_of_the_horse_desc                 ;This office dates all the way back to the Roman Republic, and, in this era where a horse is a symbol of power, it is still very important. Although the master of the horse delegates the actual day-to-day running of the stables, much of the prestige of this office comes from the responsibility for the stud.;;;This office dates all the way back the Roman Republic, and, in this era where a horse is a symbol of power, it is still very important. Although the Master of the Horse delegates the actual day to day running of the actual stables, much of the prestige of this office comes from the responsibility for the stud.
title_master_of_the_hunt_desc                  ;In an era when hunting was an opportunity to demonstrate horsemanship and martial prowess, the hunt was serious business. The master of the hunt was a position of importance.;;;In an era when hunting was an opportunity to demonstrate horsemanship and martial prowess, the hunt was serious business. The master of the hunt was a position of importance.
title_high_almoner_desc                        ;The handing out of alms was an integral part of rulership and religious observance. The one responsible for this task is a very important personage.;;;The handing out of alms was an integral part of rulership and religious observance. The one responsible for this task is a very important personage.
title_seneschal_desc                           ;Originally responsible for the organization of feasts and domestic entertainment. Although left mainly in the hands of deputies, the key role at such major occasions makes the post prestigious.;;;Originally responsible for the organization of feasts and domestic entertainment. Although left mainly in the hands of deputies, the key role at such major occasions makes the post prestigious.
desc_job_chancellor                            ;The §Y$JOB$§! is your advisor on matters of diplomacy. The position is traditionally considered the highest on the council.;;;The §Y$JOB$§! is your advisor on matters of diplomacy. The position is traditionally considered the highest on the council.
desc_job_marshal                               ;The §Y$JOB$§! is the councillor in charge of the military. When the ruler cannot or will not command armies, the §Y$JOB$§! will do it.;;;The §Y$JOB$§! is the councillor in charge of the military. When the ruler cannot or will not command armies, the §Y$JOB$§! will do it.
desc_job_treasurer                             ;The §Y$JOB$§! helps you collect taxes and administer your demesne.;;;The §Y$JOB$§! helps you collect taxes and administer your demesne.
desc_job_spymaster                             ;§Y$JOB$§! is an unofficial position on the council. The office holder is responsible for all matters of intrigue and skullduggery.;;;§Y$JOB$§! is an unofficial position on the council. The office holder is responsible for all matters of intrigue and skullduggery.
desc_job_spiritual                             ;The §Y$JOB$§! is your personal advisor on matters of the faith, but does not necessarily have to belong to the clergy.;;;The §Y$JOB$§! is your personal advisor on matters of the faith, but does not necessarily have to belong to the clergy.
job_spiritual_pagan_group                      ;Chief Diviner;;;Chief Diviner
job_spiritual_christian                        ;Court Chaplain;;;Court Chaplain
job_chancellor_arabic                          ;Grand Vizier;;;Grand Vizier
c_carcassonne_adj                              ;Carcassonne;;;Carcassonian
e_timurids                                     ;Timurids;;;Timurids
e_timurids_adj                                 ;Timurid ;;;Timurid
ct_university_1                                ;University;;;University
ct_university_2                                ;University;;;University
ct_university_3                                ;University;;;University
tp_school_1                                    ;Monastic School;;;Monastic School
tp_school_2                                    ;Cathedral School;;;Cathedral School
#text3.csv;;;;
ca_town_1                                      ;Castle Town;;;Castle Town
ca_town_2                                      ;Castle Town;;;Castle Town
ca_town_3                                      ;Castle Town;;;Castle Town
ca_town_4                                      ;Castle Town;;;Castle Town
ca_town_5                                      ;Castle Town;;;Castle Town
ca_town_6                                      ;Castle Town;;;Castle Town
tp_barracks_1                                  ;Militia Quarters;;;Militia Quarters
tp_barracks_2                                  ;Militia Quarters;;;Militia Quarters
tp_barracks_3                                  ;Militia Quarters;;;Militia Quarters
tp_barracks_4                                  ;Militia Quarters;;;Militia Quarters
tp_barracks_5                                  ;Militia Quarters;;;Militia Quarters
tp_barracks_6                                  ;Militia Quarters;;;Militia Quarters
PROV27                                         ;Dorset  ;;c_dorset,Dornsæte,Caer Durnac,Durnovaria;Dorset
PROV28                                         ;Somerset;;c_somerset,Sumorsæte,Glastenning;Somerset
d_mecklemburg                                  ;Mecklenburg;;Meklemburgia,Veligrad,Qal'at Nakon,Mikelenburgh,Mikelenborg;Mecklenburg
d_mecklemburg_adj                              ;Mecklenburgian;;;Mecklenburgian
d_pommerania                                   ;Pomerania;;Pommern,Pomorzí,Pomorze,Pòmòrsko,Pomerania,Poméranie,Pomerània,Pommeri,Pomeranija;Pomerania
d_pommerania_adj                               ;Pomeranian;;;Pomeranian
#text4.csv;;;;
e_il-khanate_adj                               ;Mongol  ;;;Mongol
#text5.csv;;;;
#text6.csv;;;;
#text7.csv;;;;
d_ghilman                                      ;Ghilman ;;;Ghilman
d_ghilman_adj                                  ;Ghilman ;;;Ghilman
#text8.csv;;;;
d_maghreb_corsairs                             ;Maghreb Navy;;;Maghreb Navy
d_maghreb_corsairs_adj                         ;Maghreb ;;;Maghreb
k_aquitaine                                    ;Aquitaine;;Septem Provinciae;Aquitaine
k_aquitaine_adj                                ;Aquitainian;;;Aquitanian
job_spiritual                                  ;Court Chaplain;;;Court Chaplain
#text9.csv;;;;
d_connacht_adj                                 ;Connacht;;;Connachtian
d_leinster_adj                                 ;Leinster;;;Leinsterian
d_munster_adj                                  ;Munster ;;;Munsterian
d_ulster_adj                                   ;Ulster  ;;;Ulsterian
d_gelre_adj                                    ;Guelders;;;Gelrian
d_ryazan_adj                                   ;Ryazan  ;;;Ryazanian
d_dauphine_adj                                 ;Dauphiné;;;Dauphinian
d_abbasid_adj                                  ;Abbasid ;;;Abbasid
#text9b.csv;;;;
#v1_06.csv;;;;
title_food_taster                              ;Food Taster;;;Food Taster
title_food_taster_desc                         ;Food tasters have the dubious pleasure of trying all dishes before their master has a bite…;;;Food tasters have the dubious pleasure of trying all dishes before their master has a bite...
title_court_calligrapher                       ;Court Calligrapher;;;Court Calligrapher
title_court_calligrapher_desc                  ;Islamic suspicion of figurative art makes skilled calligraphers highly respected.;;;Islamic suspicion of figurative art makes skilled calligraphers highly respected.
title_court_musician                           ;Court Musician;;;Court Musician
title_court_musician_desc                      ;The court musician is always ready to entertain with soothing or stirring music.;;;The Court Musician is always ready to entertain with soothing or stirring music.
title_court_poet                               ;Court Poet;;;Court Poet
title_court_poet_desc                          ;Islamic poets enjoy a great deal of respect and prestige, often religious, but sometimes pushing the limits of what is acceptable under Islam.;;;Islamic poets enjoy a great deal of respect and prestige, often religious, but sometimes pushing the limits of what is acceptable under Islam.
title_chief_architect                          ;Chief Architect;;;Chief Architect
title_chief_architect_desc                     ;The Chief Architect is responsible for designing and overseeing the construction of palaces, mosques and grand monuments.;;;The Chief Architect is responsible for designing and overseeing the construction of palaces, mosques and grand monuments.
title_chief_qadi                               ;Chief Qadi;;;Chief Qadi
title_chief_qadi_desc                          ;The chief qadi is the supreme judge and authority of the law (sharia) in the realm. The most prestigious of all Muslim honorary titles, it is only open to characters with a proper religious education.;;;The Chief Qadi is the supreme judge and authority of the Law (Sharia) in the realm. The most prestigious of all Muslim honorary titles, it is only open to characters with a proper religious education.
title_court_dwarf                              ;Court Dwarf;;;Court Dwarf
title_court_dwarf_desc                         ;Dwarves are objects of fascination and curiosity. Having one at court is a matter of prestige.;;;Dwarves are objects of fascination and curiosity. Having one at court is a matter of prestige.
job_spiritual_muslim                           ;Court Imam;;;Court Imam
job_spiritual_shiite                           ;Court Mullah;;;Court Mullah
job_chancellor_turkish                         ;Grand Vizier;;;Grand Vizier
e_arabia                                       ;Arabia  ;;;Arabian Empire
e_arabia_adj                                   ;Arabian ;;;Arabian
west_african                                   ;West African;;;West African
manden                                         ;Mandé   ;;;Mandé
empire                                         ;Empire  ;;;Empire
kingdom                                        ;Kingdom ;;;Kingdom
duchy                                          ;Duchy   ;;;Duchy
county                                         ;County  ;;;County
barony                                         ;Barony  ;;;Barony
city_empire                                    ;Principality;;;Principality
city_kingdom                                   ;Most Serene Republic;;;Most Serene Republic
city_duchy                                     ;Republic;;;Republic
city_county                                    ;Grand City;;;Grand City
city_barony                                    ;City    ;;;City
temple_kingdom_catholic                        ;Theocracy;;;Theocracy
temple_kingdom_orthodox                        ;Patriarchate;;;Patriarchate
temple_kingdom_muslim                          ;Caliphate;;;Caliphate
temple_kingdom_pagan_group                     ;Theocracy;;;Theocracy
temple_duchy_christian                         ;Prince-Archbishopric;;;Prince-Archbishopric
temple_duchy_muslim                            ;Theocracy;;;Theocracy
temple_duchy_pagan_group                       ;Theocracy;;;Theocracy
temple_county_christian                        ;Prince-Bishopric;;;Prince-Bishopric
temple_county_muslim                           ;Sheikhdom;;;Sheikhdom
temple_county_pagan_group                      ;Theocracy;;;Theocracy
temple_barony_christian                        ;Bishopric;;;Bishopric
temple_barony_muslim                           ;Mosque  ;;;Mosque
temple_barony_pagan_group                      ;Temple  ;;;Temple
empire_altaic                                  ;Khanate ;;;Khaganate
kingdom_altaic                                 ;Khanate ;;;Khanate
kingdom_arabic                                 ;Sultanate;;;Sultanate
barony_turkish                                 ;Timar   ;;;Timar
county_turkish                                 ;Beylik  ;;;Beylik
duchy_turkish                                  ;State   ;;;Beylerbeylik
kingdom_turkish                                ;Sultanate;;;Sultanate
county_mongol                                  ;Chiefdom;;;Chiefdom
duchy_mongol                                   ;High Chiefdom;;;High Chiefdom
count_west_african                             ;Farin   ;;;Farin
count_female_west_african                      ;Farina  ;;;Farina
duke_west_african                              ;Farba   ;;;Farbas
duke_female_west_african                       ;Farba   ;;;Farba
king_west_african                              ;Mansa   ;;;Mansa
d_sunni                                        ;Sunni Caliphate;;;The Sunni Caliphate
d_sunni_adj                                    ;Caliphal;;;Caliphal
d_armenia_minor_adj_armenian                   ;Armenian;;;Armenian
e_abyssinia                                    ;Abyssinia;;;Abyssinia
e_abyssinia_adj                                ;Abyssinian;;;Abyssinian
d_timbuktu                                     ;Timbuktu;;;Timbuktu
d_latium                                       ;Latium  ;;Lation;Latium
d_latium_adj                                   ;Latin   ;;;Latin
c_tadmor_adj                                   ;Al-Sukhnah;;;Al-Sukhnahn
c_syria_adj                                    ;Bosra   ;;;Bostrian
c_euphrates_adj                                ;Samarran;;;Samarrian
c_tus_adj                                      ;Tus     ;;;Tusian
c_aukshayts_adj                                ;Vilnian ;;;Vilnian
c_byzantion_adj                                ;Constantinopolitan;;;Constantinopian
#v1_06a.csv;;;;
#v1_06b.csv;;;;
duke_female_iranian                            ;Emira   ;;;Emira
count_female_iranian                           ;Shaykhah;;;Shaykhah
baron_female_iranian                           ;Wâlia   ;;;Wâlia
count_female_arabic                            ;Shaykhah;;;Shaykhah
baron_female_arabic                            ;Wâlia   ;;;Wâlia
king_female_turkish                            ;Sultana ;;;Sultana
duke_female_turkish                            ;Beylerbayan;;;Beylerbayan
count_female_turkish                           ;Bayan   ;;;Bayan
baron_female_turkish                           ;Timariota;;;Timariota
job_chancellor_west_african                    ;Grand Vizier;;;Grand Vizier
emperor_arabic                                 ;Padishah;;;Badshah
#v1_07.csv;;;;
BM_KOMNENOS_DYNASTY                            ;The Alexiad;;;The Alexiad
BM_KOMNENOS_DYNASTY_DESC                       ;After a series of devastating losses to invading Turkish forces, the Byzantine Empire is reeling. But there is hope – the great general Alexios Komnenos has just seized the throne from the corrupt Nikephoros III. Alexios – whose life was documented by his daughter Anna in the “Alexiad” – and his successors would halt the decline of the Empire and push back the Turkish invaders from western Anatolia, buying more time for the ailing remnants of the old Roman Empire. For now, Anatolia is ruled by Suleiman, a member of the Seljuq dynasty, who arrogantly calls his new state the “Sultanate of Rum” (Rome).;;;After a series of devastating losses to invading Turkish forces, the Byzantine Empire is reeling. But there is hope - the great general Alexios Komnenos has just seized the throne from the corrupt Nikephoros III. Alexios - whose life was documented by his daughter Anna in 'the Alexiad' - and his successors would halt the decline of the Empire and push back the Turkish invaders from western Anatolia, buying more time for the ailing remnants of the old Roman Empire. For now, Anatolia is ruled by Suleyman I, a member of the Seljuk dynasty, who arrogantly calls his new state the 'Sultanate of Rum' (Rome).
e_roman_empire                                 ;Roman Empire;;Imperium Romanum,Rómverska keisaradæmið,Rzímská Rzíše,Római Birodalom,Cesarstwo Rzymski,Rimsko Carstvo,Rimsku Imperiju,Rimsko Cesárstvo,Rimskaya Imperiya,Rimska Imperiya,Imperiul Roman,Perandoria Romake,Hrromeakan Kaysrut'yun,Romis Imperia;Roman Empire
e_roman_empire_adj                             ;Roman   ;;;Roman
RETTYPE_INF1                                   ;Shock   ;;;Shock
RETTYPE_INF2                                   ;Defense ;;;Defence
RETTYPE_CAV1                                   ;Cavalry ;;;Cavalry
RETTYPE_SKIR1                                  ;Skirmish;;;Skirmish
RETTYPE_CUL_W_AFR                              ;Free Warrior;;;Free Warrior
c_orava_adj                                    ;Zvolen  ;;;Zvolenian
#v1_07b.csv;;;;
monothelite                                    ;Monothelite;;;Monothelite
d_miaphysite                                   ;Coptic Papacy;;;The Miaphysite Papacy
d_miaphysite_adj                               ;Coptic Papal;;;Coptic Papal
d_monophysite                                  ;Monophysite Papacy;;;The Monophysite Papacy
d_monophysite_adj                              ;Monophysite Papal;;;Monophysite Papal
d_nestorian                                    ;Patriarchate of the Church of the East;;;The Patriarchate of the East
d_nestorian_adj                                ;Eastern Patriarchal;;;Eastern Patriarchal
d_monothelite                                  ;Monothelite Patriarchate;;;The Monothelite Patriarchate
d_monothelite_adj                              ;Monothelite Patriarchal;;;Monothelite Patriarchal
king_iranian                                   ;Shah    ;;;Shah
kingdom_of_iranian                             ;Shahdom of;;;Shahdom of
#v1_08.csv;;;;
#v1_081.csv;;;;
#v1_09.csv;;;;
family_palace_baron                            ;Patrician;;;Patrician
family_palace_baron_female                     ;Lady    ;;;Lady
family_palace_barony_of                        ;Palace of;;;Palace of
fp_mansion_1                                   ;Mansion ;;;Mansion
fp_mansion_2                                   ;Great Mansion;;;Great Mansion
fp_mansion_3                                   ;Palace  ;;;Palace
fp_mansion_4                                   ;Grand Palace;;;Grand Palace
fp_barracks_1                                  ;Guard Barracks;;;Guard Barracks
fp_barracks_2                                  ;Swordsmith;;;Swordsmith
fp_barracks_3                                  ;Armory  ;;;Armory
fp_stable_1                                    ;Small Stable;;;Small Stable
fp_stable_2                                    ;Riding Grounds;;;Riding Grounds
fp_stable_3                                    ;Horse Breeder;;;Horse Breeder
fp_bowyer_1                                    ;Bowyer  ;;;Bowyer
fp_bowyer_2                                    ;Target Range;;;Target Range
fp_bowyer_3                                    ;Crossbow Workshop;;;Crossbow Workshop
fp_shipyard_1                                  ;Map Room;;;Map Room
fp_shipyard_2                                  ;Private Shipyard;;;Private Shipyard
fp_shipyard_3                                  ;Naval Arsenal;;;Naval Arsenal
fp_warehouse_1                                 ;Military Warehouse;;;Military Warehouse
fp_warehouse_2                                 ;Palace Archive;;;Palace Archive
fp_warehouse_3                                 ;Administrative Office;;;Administrative Office
fp_garden_1                                    ;Palace Garden;;;Palace Garden
fp_garden_2                                    ;Scenic Pond;;;Scenic Pond
fp_garden_3                                    ;Hedge Maze;;;Hedge Maze
fp_cellar_1                                    ;Wine Cellar;;;Wine Cellar
fp_cellar_2                                    ;Catacombs;;;Catacombs
fp_cellar_3                                    ;Dungeon Complex;;;Dungeon Complex
fp_shrine_1                                    ;Secluded Shrine;;;Secluded Shrine
fp_shrine_2                                    ;Private Art Collection;;;Private Art Collection
fp_shrine_3                                    ;Grand Library;;;Grand Library
fp_vault_1                                     ;Fortified Vault;;;Fortified Vault
fp_vault_2                                     ;Secret Passages;;;Secret Passages
fp_vault_3                                     ;Hidden Chamber;;;Hidden Chamber
fp_mansion_1_desc                              ;This mansion has belonged to this family for generations, and although it may not look very impressive, it has all the comforts of home.;;;This mansion has belonged to this family for generations, and although it may not look very impressive, it has all the comforts of home.
fp_mansion_2_desc                              ;This mansion is impressive enough to command the respect of the surrounding countryside. It is clearly the home of someone important.;;;This mansion is impressive enough to command the respect of the surrounding countryside. It is clearly the home of someone important.
fp_mansion_3_desc                              ;A palace fit for a king, its shining towers can be seen from a league away on a clear day. Though it may only consist of brick and mortar, it is the beating heart of this entire dynasty.;;;A palace fit for a king, its shining towers can be seen from a league away on a clear day. Though it may only consist of brick and mortar, it is the beating heart of this entire dynasty.
fp_mansion_4_desc                              ;Truly, the splendor of this palace would be the envy of a Roman emperor. Its great halls shine of gold and marble, and hundreds of servants scurry through them daily in service of their masters. It is nothing less than a monument to the greatness of this dynasty.;;;Truly, the splendor of this palace would be the envy of a Roman emperor. Its great halls shine of gold and marble, and hundreds of servants scurry through them daily in service of their masters. It is nothing less than a monument to the greatness of this dynasty.
fp_barracks_1_desc                             ;The dynasty’s household guards are lodged within these simple barracks. They are crowded and unsanitary, but provide decent protection against the elements.;;;The dynasty's household guards are lodged within these simple barracks. They are crowded and unsanitary, but provide decent protection against the elements.
fp_barracks_2_desc                             ;An industrious swordsmith has opened up a forge in the palace courtyard. This will make it easier to equip new recruits with weapons.;;;An industrious swordsmith has opened up a forge in the palace courtyard. This will make it easier to equip new recruits with weapons.
fp_barracks_3_desc                             ;A large armory has been constructed in a corner of the palace courtyard. It holds enough weapons and armor to equip a small army at a moment’s notice.;;;A large armory has been constructed in a corner of the palace courtyard. It holds enough weapons and armor to equip a small army at a moment's notice.
fp_stable_1_desc                               ;This small stable just outside the palace walls reeks of hay and manure. It holds the horses of the guard, as well as those of any visitors.;;;This small stable just outside the palace walls reeks of hay and manure. It holds the horses of the guard, as well as those of any visitors.
fp_stable_2_desc                               ;Several large fields just outside the palace have been graciously “donated” by local farmers and set aside as riding grounds. Here the fighting men can practise the art of war on horseback.;;;Several large fields just outside the palace have been graciously "donated" by local farmers and set aside as riding grounds. Here the fighting men can practise the art of war on horseback.
fp_stable_3_desc                               ;A horse breeder has set up shop in the vicinity of the palace. The large pens can hold hundreds of animals, and ensure a steady supply of mounts for forces raised locally.;;;A horse breeder has set up shop in the vicinity of the palace. The large pens can hold hundreds of animals, and ensure a steady supply of mounts for forces raised locally.
fp_bowyer_1_desc                               ;A skilled bowyer has set up his small workshop inside the palace courtyard. Here he can make new bows or repair broken ones as needed.;;;A skilled bowyer has set up his small workshop inside the palace courtyard. Here he can make new bows or repair broken ones as needed.
fp_bowyer_2_desc                               ;This target range lets the men practice their archery. There are several targets positioned at different distances, but as yet, no one has managed to split another’s arrow.;;;This target range lets the men practise their archery. There are several targets positioned at different distances, but as yet, no one has managed to split another's arrow.
fp_bowyer_3_desc                               ;The crossbow is a marvelous invention. Though it can’t be fired as quickly as a longbow, it requires little training to use effectively. This workshop ensures a steady supply of these deadly weapons.;;;The crossbow is a marvelous invention. Though it can't be fired as quickly as a longbow, it requires little training to use effectively. This workshop ensures a steady supply of these deadly weapons.
fp_shipyard_1_desc                             ;This room inside the palace is a cartographer’s dream, and contains priceless maps of all sorts. Some are claimed to date back to the ancient Greeks, and others, whose accuracy cannot be gauged with any certainty, depict strange lands far to the east.;;;This room inside the palace is a cartographer's dream, and contains priceless maps of all sorts. Some are claimed to date back to the ancient Greeks, and others, whose accuracy cannot be gauged with any certainty, depict strange lands far to the east.
fp_shipyard_2_desc                             ;This large shipyard is located along the coast, but it has been reserved for exclusive use by this dynasty. Skilled shipwrights stand ready to build trade galleys.;;;This large shipyard is located along the coast, but it has been reserved for exclusive use by this dynasty. Skilled shipwrights stand ready to build trade galleys.
fp_shipyard_3_desc                             ;This naval arsenal is located in the capital, but it is completely owned by this dynasty which has reserved all use of it for itself. It is a huge complex that has everything needed to assemble and man an entire fleet.;;;This naval arsenal is located in the capital, but it is completely owned by this dynasty who has reserved all use of it for themselves. It is a huge complex that has everything needed to assemble and man an entire fleet.
fp_warehouse_1_desc                            ;A large warehouse containing all the supplies necessary to field a military force, whether it be an army or a fleet.;;;A large warehouse containing all the supplies necessary to field a military force, whether it be an army or a fleet.
fp_warehouse_2_desc                            ;It is easy to get lost in this colossal archive housed entirely within the palace. It holds documents and records of all dynastic assets, from ships and buildings down to individual soldiers and clerks.;;;It is easy to get lost in this colossal archive housed entirely within the palace. It holds documents and records of all dynastic assets, from ships and buildings down to individual soldiers and clerks.
fp_warehouse_3_desc                            ;This office deep within the palace acts as the nerve center of the entire dynastic empire. Here clerks and officials oversee the day-to-day affairs of trade negotiations and fleet deployments.;;;This office deep within the palace acts as the nerve center of the entire dynastic empire. Here clerks and officials oversee the day-to-day affairs of trade negotiations and fleet deployments.
fp_garden_1_desc                               ;A large and impressive garden filled with the manifold wonders of nature. This tranquil environment is ideal for moments of quiet reflection.;;;A large and impressive garden filled with the manifold wonders of nature. This tranquil environment is ideal for moments of quiet reflection.
fp_garden_2_desc                               ;This scenic pond, often frequented by swans, is the centerpiece of the palace garden. A small fountain in its middle sprays water into the air while carps can be glimpsed just beneath the surface.;;;This scenic pond, often frequented by swans, is the centerpiece of the palace garden. A small fountain in its middle sprays water into the air while carps can be glimpsed just beneath the surface.
fp_garden_3_desc                               ;No self-respecting garden is complete without one. This intricate hedge maze delights visitors, and many dignitaries have spent hours navigating its twisting paths.;;;No self-respecting garden is complete without one. This intricate hedge maze delights visitors, and many dignitaries have spent hours navigating its twisting paths.
fp_cellar_1_desc                               ;A well-stocked wine cellar is an absolute must for any aristocrat of rank, and this one certainly doesn’t disappoint. Some of the wines stored here date back decades.;;;A well-stocked wine cellar is an absolute must for any aristocrat of rank, and this one certainly doesn't disappoint. Some of the wines stored here date back decades.
fp_cellar_2_desc                               ;These catacombs located far beneath the palace contain the dynastic tombs. Here countless generations dating back centuries are joined in eternal slumber. May they rest in peace.;;;These catacombs located far beneath the palace contain the dynastic tombs. Here countless generations dating back centuries are joined in eternal slumber. May they rest in peace.
fp_cellar_3_desc                               ;This vast complex of dungeons is hidden away deep enough below the palace to block the cries of its unfortunate inhabitants. Every imaginable instrument of torture can be found within these cold and dark chambers.;;;This vast complex of dungeons is hidden away deep enough below the palace to block the cries of its unfortunate inhabitants. Every imaginable instrument of torture can be found within these cold and dark chambers.
fp_shrine_1_desc                               ;A secluded shrine hidden away in a quiet wing of the palace. Here men and women can spend their time in prayer and introspective soul-searching.;;;A secluded shrine hidden away in a quiet wing of the palace. Here men and women can spend their time in prayer and introspective soul-searching.
fp_shrine_2_desc                               ;This gallery occupies a large chamber in one of the palace wings, and it contains all works of art accumulated by members of this dynasty over the years – from contemporary tapestries to ancient marble sculptures from Greece and Rome.;;;This gallery occupies a large chamber in one of the palace wings, and it contains all works of art accumulated by members of this dynasty over the years - from contemporary tapestries to ancient marble sculptures from Greece and Rome.
fp_shrine_3_desc                               ;A huge library containing all sorts of dusty old tomes collected and purchased from all over the known world by members of this dynasty. They are in many different languages and no person alive has read them all, but at least here they will be protected for posterity.;;;A huge library containing all sorts of dusty old tomes collected and purchased from all over the known world by members of this dynasty. They are in many different languages and no person alive has read them all, but at least here they will be protected for posterity.
fp_vault_1_desc                                ;This fortified vault deep within the palace is where the dynasty keeps all of their treasures collected over the years. Only the head of the dynasty has access to the vault keys, but the stories of piles upon piles of golden coins, deep enough for a man to dive around in like a porpoise, or burrow through like a gopher, must surely be false.;;;This fortified vault deep within the palace is where the dynasty keeps all of their treasures collected over the years. Only the head of the dynasty has access to the vault keys, but the stories of piles upon piles of golden coins, deep enough for a man to dive around in like a porpoise, or burrow through like a gopher, must surely be false.
fp_vault_2_desc                                ;These secret passages run through the entire palace, and enable those in the know to quickly move from one end to the other without being seen. By pulling on the right candelabrum, an unassuming bookshelf or a lit fireplace might slide open. Perfect for escaping would-be assassins or awkward social gatherings.;;;These secret passages run through the entire palace, and enable those in the know to quickly move from one end to the other without being seen. By pulling on the right candelabrum, an unassuming bookshelf or a lit fireplace might slide open. Perfect for escaping would-be assassins or awkward social gatherings.
fp_vault_3_desc                                ;This hidden chamber inside the palace can only be reached through one of the secret passages, and even then several special keys are required. It serves as a well-protected retreat for the head of the dynasty, where he or she can safely plot the conquest of the world without irritating distractions.;;;This hidden chamber inside the palace can only be reached through one of the secret passages, and even then several special keys are required. It serves as a well-protected retreat for the head of the dynasty, where he or she can safely plot the conquest of the world without irritating distractions.
tr_port_1                                      ;Merchant Port;;;Merchant Port
tr_port_2                                      ;Merchant Port;;;Merchant Port
tr_port_3                                      ;Merchant Port;;;Merchant Port
tr_enclave_1                                   ;Merchant Enclave;;;Merchant Enclave
tr_enclave_2                                   ;Merchant Enclave;;;Merchant Enclave
tr_enclave_3                                   ;Merchant Enclave;;;Merchant Enclave
tr_garrison_1                                  ;Garrison;;;Garrison
tr_garrison_2                                  ;Garrison;;;Garrison
tr_garrison_3                                  ;Garrison;;;Garrison
tr_port_1_desc                                 ;Merchant galleys load and off-load their cargo at this small port.;;;Merchant galleys load and off-load their cargo at this small port.
tr_port_2_desc                                 ;Merchant galleys load and off-load their cargo aided by a simple wooden harbor crane at this port.;;;Merchant galleys load and off-load their cargo aided by a simple wooden harbor crane at this port.
tr_port_3_desc                                 ;Merchant galleys load and off-load their cargo aided by several wooden harbor cranes at this bustling port.;;;Merchant galleys load and off-load their cargo aided by several wooden harbor cranes at this bustling port.
tr_enclave_2_desc                              ;An enclave of expatriates from the republic has established itself in this foreign land to conduct trade.;;;An enclave of expatriates from the republic have established themselves in this foreign land to conduct trade.
tr_enclave_3_desc                              ;A large enclave of expatriates from the republic has established itself in this foreign land to conduct trade.;;;A large enclave of expatriates from the republic have established themselves in this foreign land to conduct trade.
tr_garrison_1_desc                             ;A small garrison stands vigil over the trade post to deter bandits and rival trade powers.;;;A small garrison stands vigil over the trade post to deter bandits and rival trade powers.
tr_garrison_2_desc                             ;A garrison stands vigil over the trade post to deter bandits and rival trade powers.;;;A garrison stands vigil over the trade post to deter bandits and rival trade powers.
tr_garrison_3_desc                             ;A large garrison stands vigil over the trade post to deter bandits and rival trade powers.;;;A large garrison stands vigil over the trade post to deter bandits and rival trade powers.
title_state_inquisitor                         ;State Inquisitor;;;State Inquisitor
title_state_inquisitor_desc                    ;The three State Inquisitors are charged with ensuring the security of the Republic against threats both internal and external.;;;The three State Inquisitors are charged with ensuring the security of the Republic against threats both internal and external.
title_high_admiral                             ;High Admiral;;;High Admiral
title_high_admiral_desc                        ;The High Admiral is formally the chief of the Admiralty and in charge of the Republic’s Navy, though he often relies on a competent staff.;;;The High Admiral is formally the chief of the Admiralty and in charge of the Republic's Navy, though he often relies on a competent staff.
title_high_judge                               ;High Judge;;;High Judge
title_high_judge_desc                          ;The High Judge is the supreme justice of the Republic, who answers only to the Council in most legal matters.;;;The High Judge is the supreme justice of the Republic, who answers only to the Council in most legal matters.
city_king                                      ;Prince Mayor;;;Prince Mayor
city_duke                                      ;Grand Mayor;;;Grand Mayor
ca_wall_q_1_desc                               ;This shallow moat surrounding the castle provides another obstacle for attackers to overcome.;;;This shallow moat surrounding the castle provides another obstacle for attackers to overcome.
ca_wall_q_2_desc                               ;These narrow slits allow the defenders to rain down arrows on any attacker without being hit in turn.;;;These narrow slits allow the defenders to rain down arrows on any attacker without being hit in turn.
