#CODE                                 ;SED     ;SWMH;OTHER;VANILLA
#CODE,ENGLISH,FRENCH,GERMAN,,SPANISH,,,,,,,,,x;;;;
c_aachen_adj                          ;        ;Aachen;;
c_kyzikos_adj_turkmen                 ;Erdek   ;Erdekian;;
c_laanemaa_adj                        ;        ;Laanemaai;;
c_labda_adj                           ;        ;Labdí;;
c_labda_adj_greek                     ;        ;Quintilianan;;
c_labda_adj_roman                     ;        ;Quintilianan;;
c_lancaster_adj                       ;Lancastrian;Lancastrian;;Lancastrian
c_lancaster_adj_breton                ;Argoed  ;Argoedian;;
c_lancaster_adj_cornish               ;Argoed  ;Argoedian;;
c_lancaster_adj_cumbric               ;Argoed  ;Argoedian;;
c_lancaster_adj_danish                ;        ;Lonceasterir;;
c_lancaster_adj_gothic                ;        ;Lonceasterir;;
c_lancaster_adj_icelandic             ;        ;Lonceasterir;;
c_lancaster_adj_irish                 ;Argoed  ;Argoedian;;
c_lancaster_adj_norman                ;        ;Loncastrean;;
c_lancaster_adj_norse                 ;        ;Lonceasterir;;
c_lancaster_adj_norsegaelic           ;        ;Lonceasterir;;
c_lancaster_adj_norwegian             ;        ;Lonceasterir;;
c_lancaster_adj_saxon                 ;Lancastrian;Lonceasterisc;;Amoundern
c_lancaster_adj_scottish              ;Argoed  ;Argoedian;;
c_lancaster_adj_swedish               ;        ;Lonceasterir;;
c_lancaster_adj_welsh                 ;Argoed  ;Argoedian;;
c_landsberg_adj                       ;        ;Landsberg;;
c_langres_adj                         ;        ;Langres;;
c_laodikeia_adj                       ;Carian  ;Karian;;Laodikeian
c_laodikeia_adj_central_italian       ;Laodicean;Laodicean;;
c_laodikeia_adj_corsican              ;Laodicean;Laodicean;;
c_laodikeia_adj_dalmatian             ;Laodicean;Laodicean;;
c_laodikeia_adj_frankish              ;Laodicean;Laodicéan;;
c_laodikeia_adj_italian               ;Laodicean;Laodicean;;
c_laodikeia_adj_ligurian              ;Laodicean;Laodicean;;
c_laodikeia_adj_neapolitan            ;Laodicean;Laodicean;;
c_laodikeia_adj_norman                ;Laodicean;Laodicéan;;
c_laodikeia_adj_oghuz                 ;Lâdik   ;Ladikian;;
c_laodikeia_adj_sardinian             ;Laodicean;Laodicean;;
c_laodikeia_adj_sicilian              ;Laodicean;Laodicean;;
c_laodikeia_adj_southern_italian      ;Laodicean;Laodicean;;
c_laodikeia_adj_turkish               ;Lâdik   ;Ladikian;;
c_laodikeia_adj_turkmen               ;Lâdik   ;Ladikian;;
c_laodikeia_adj_tuscan                ;Laodicean;Laodicean;;
c_laodikeia_adj_venetian              ;Laodicean;Laodicean;;
c_laranda_adj_oghuz                   ;Karamanid;Qarámani;;
c_laranda_adj_turkish                 ;Karamanid;Qarámani;;
c_laranda_adj_turkmen                 ;Karamanid;Qarámani;;
c_laroche_adj                         ;        ;La Roche;;
c_lasta_adj                           ;        ;Lastan;;
c_lausitz_adj                         ;Upper Lusatian;Oberlausitz;;Lausitzian
c_laval_adj                           ;        ;Laval;;
c_lecce_adj                           ;Lecce   ;Lecce;;Leccian
c_leczyca_adj                         ;        ;Leczyca;;
c_ledesma_adj                         ;        ;Ledesma;;
c_legnica_adj                         ;        ;Legnica;;
c_leicester_adj                       ;Leicestershire;Leicestershireish;;Leicesterian
c_leicester_adj_breton                ;Leicester;Lerionian;;
c_leicester_adj_cornish               ;Leicester;Lerionian;;
c_leicester_adj_cumbric               ;Leicester;Lerionian;;
c_leicester_adj_danish                ;Leicester;Ligeraceasterir;;
c_leicester_adj_gothic                ;Leicester;Ligeraceasterir;;
c_leicester_adj_icelandic             ;Leicester;Ligeraceasterir;;
c_leicester_adj_irish                 ;Leicester;Lerionian;;
c_leicester_adj_norman                ;Leicester;Ledecestrean;;
c_leicester_adj_norse                 ;Leicester;Ligeraceasterir;;
c_leicester_adj_norsegaelic           ;Leicester;Ligeraceasterir;;
c_leicester_adj_norwegian             ;Leicester;Ligeraceasterir;;
c_leicester_adj_saxon                 ;Leicester;Ligeraceasterisc;;
c_leicester_adj_scottish              ;Leicester;Lerionian;;
c_leicester_adj_swedish               ;Leicester;Ligeraceasterir;;
c_leicester_adj_welsh                 ;Leicester;Lerionian;;
c_leiningen_adj                       ;Leiningen;Leiningen;;Aschaffenburger
c_leinster_adj                        ;Wexford ;Wexfordian;;Leinsterian
c_leipel_adj                          ;        ;Logozsk;;
c_leiria_adj                          ;Leirian ;Leiriense;;
c_lekia_adj                           ;Lak     ;Lekian;;
c_lekia_adj_afghan                    ;        ;al-Lakzan;;
c_lekia_adj_andalusian_arabic         ;        ;al-Lakzan;;
c_lekia_adj_avar                      ;Lezgistan;Lezgistan;;
c_lekia_adj_baloch                    ;        ;al-Lakzan;;
c_lekia_adj_bashkir                   ;Lezgistan;Lezgistanish;;
c_lekia_adj_bedouin_arabic            ;        ;al-Lakzan;;
c_lekia_adj_bolghar                   ;Lezgistan;Lezgistan;;
c_lekia_adj_cuman                     ;Lezgistan;Lezgistan;;
c_lekia_adj_daylamite                 ;        ;al-Lakzan;;
c_lekia_adj_egyptian_arabic           ;        ;al-Lakzan;;
c_lekia_adj_karluk                    ;Lezgistan;Lezgistan;;
c_lekia_adj_khalaj                    ;        ;al-Lakzan;;
c_lekia_adj_khazar                    ;Lezgistan;Lezgistan;;
c_lekia_adj_khitan                    ;Lezgistan;Lezgistan;;
c_lekia_adj_khwarezmi                 ;        ;al-Lakzan;;
c_lekia_adj_kirghiz                   ;Lezgistan;Lezgistan;;
c_lekia_adj_kurdish                   ;        ;al-Lakzan;;
c_lekia_adj_levantine_arabic          ;        ;al-Lakzan;;
c_lekia_adj_maghreb_arabic            ;        ;al-Lakzan;;
c_lekia_adj_masmuda                   ;        ;al-Lakzan;;
c_lekia_adj_mongol                    ;Lezgistan;Lezgistan;;
c_lekia_adj_oghuz                     ;Lezgistan;Lezgistanish;;
c_lekia_adj_pahlavi                   ;        ;al-Lakzan;;
c_lekia_adj_pecheneg                  ;Lezgistan;Lezgistanish;;
c_lekia_adj_persian                   ;        ;al-Lakzan;;
c_lekia_adj_qufs                      ;        ;al-Lakzan;;
c_lekia_adj_sanhaja                   ;        ;al-Lakzan;;
c_lekia_adj_sicilian_arabic           ;        ;al-Lakzan;;
c_lekia_adj_sogdian                   ;        ;al-Lakzan;;
c_lekia_adj_tagelmust                 ;        ;al-Lakzan;;
c_lekia_adj_tajik                     ;        ;al-Lakzan;;
c_lekia_adj_tuareg                    ;        ;al-Lakzan;;
c_lekia_adj_turkish                   ;Lezgistan;Lezgistanish;;
c_lekia_adj_turkmen                   ;Lezgistan;Lezgistanish;;
c_lekia_adj_uyghur                    ;Lezgistan;Lezgistan;;
c_lekia_adj_zanata                    ;        ;al-Lakzan;;
c_lemdiyya_adj                        ;Achir   ;Ashírí;;Tahertian
c_lemos_adj                           ;Monforte;Monfortina;;
c_leodhas_adj                         ;        ;Leodhaseach;;
c_leptis_magna_adj                    ;Misratan;Misrátí;;Leptis Magnan
c_leptis_magna_adj_greek              ;Leptis Magna;Lepcis Magnan;;
c_leptis_magna_adj_roman              ;Leptis Magna;Lepcis Magnan;;
c_lesbos_adj                          ;Aegean  ;Aigaian;;Lesbosian
c_lesbos_adj_central_italian          ;Lesbian ;Lesbian;;
c_lesbos_adj_corsican                 ;Lesbian ;Lesbian;;
c_lesbos_adj_dalmatian                ;Lesbian ;Lesbian;;
c_lesbos_adj_italian                  ;Lesbian ;Lesbian;;
c_lesbos_adj_ligurian                 ;Lesbian ;Lesbian;;
c_lesbos_adj_neapolitan               ;Lesbian ;Lesbian;;
c_lesbos_adj_oghuz                    ;Lesbian ;Midillian;;
c_lesbos_adj_sardinian                ;Lesbian ;Lesbian;;
c_lesbos_adj_sicilian                 ;Lesbian ;Lesbian;;
c_lesbos_adj_southern_italian         ;Lesbian ;Lesbian;;
c_lesbos_adj_turkish                  ;Lesbian ;Midillian;;
c_lesbos_adj_turkmen                  ;Lesbian ;Midillian;;
c_lesbos_adj_tuscan                   ;Lesbian ;Lesbian;;
c_lesbos_adj_venetian                 ;Lesbian ;Lesbian;;
c_leuchtenberg_adj                    ;        ;Leuchtenberg;;
c_lida_adj                            ;        ;Lyda;;
c_liege_adj                           ;Liège   ;Liege;;Liegian
c_lienz_adj                           ;        ;Lienz;;
c_lille_adj                           ;        ;Lillian;;
c_limburg_adj                         ;        ;Limburg;;
c_limerick_adj                        ;        ;Limerickan;;
c_limisol_adj                         ;Limassol;Lemesian;;Limisolian
c_limisol_adj_central_italian         ;        ;Limissonian;;
c_limisol_adj_corsican                ;        ;Limissonian;;
c_limisol_adj_dalmatian               ;        ;Limissonian;;
c_limisol_adj_frankish                ;        ;Limassolian;;
c_limisol_adj_italian                 ;        ;Limissonian;;
c_limisol_adj_ligurian                ;        ;Limissonian;;
c_limisol_adj_neapolitan              ;        ;Limissonian;;
c_limisol_adj_norman                  ;        ;Limassolian;;
c_limisol_adj_oghuz                   ;        ;Leymosunian;;
c_limisol_adj_sardinian               ;        ;Limissonian;;
c_limisol_adj_sicilian                ;        ;Limissonian;;
c_limisol_adj_southern_italian        ;        ;Limissonian;;
c_limisol_adj_turkish                 ;        ;Leymosunian;;
c_limisol_adj_turkmen                 ;        ;Leymosunian;;
c_limisol_adj_tuscan                  ;        ;Limissonian;;
c_limisol_adj_venetian                ;        ;Limissonian;;
c_lincoln_adj                         ;Lincolnshire;Lincolshireish;;Lincolnian
c_lincoln_adj_breton                  ;Lindsey ;Linniusan;;
c_lincoln_adj_cornish                 ;Lindsey ;Linniusan;;
c_lincoln_adj_cumbric                 ;Lindsey ;Linniusan;;
c_lincoln_adj_danish                  ;Lincoln ;Lincylener;;
c_lincoln_adj_gothic                  ;Lincoln ;Lincylener;;
c_lincoln_adj_icelandic               ;Lincoln ;Lincylener;;
c_lincoln_adj_irish                   ;Lindsey ;Linniusan;;
c_lincoln_adj_norse                   ;Lincoln ;Lincylener;;
c_lincoln_adj_norsegaelic             ;Lincoln ;Lincylener;;
c_lincoln_adj_norwegian               ;Lincoln ;Lincylener;;
c_lincoln_adj_saxon                   ;Lincoln ;Lincyleneisc;;Lindsian
c_lincoln_adj_scottish                ;Lindsey ;Linniusan;;
c_lincoln_adj_swedish                 ;Lincoln ;Lincylener;;
c_lincoln_adj_welsh                   ;Lindsey ;Linniusan;;
c_lippe_adj                           ;        ;Lippe;;
c_logrono_adj                         ;        ;Logroñesa;;
c_logudoro_adj                        ;Logudorese;Logudoro;;
c_lolland_adj                         ;Lollandic;Lalandr;;Lollander
c_loon_adj                            ;Loon    ;Loon;;Loonian
c_lori_adj                            ;Lorian  ;Lorian;;Lorian
c_lori_adj_armenian                   ;Tashir  ;Taširan;;
c_lori_adj_georgian                   ;        ;Lorean;;
c_loritello_adj                       ;        ;Loritello;;
c_lothian_adj                         ;Lothian ;Lodainneach;;Lothian
c_lower_dniepr_adj                    ;Dnieper ;Özuan;;Oleshyan
c_lower_dniepr_adj_arberian           ;        ;Danaprisan;;
c_lower_dniepr_adj_armenian           ;        ;Danaprisan;;
c_lower_dniepr_adj_bashkir            ;        ;Barouchan;;
c_lower_dniepr_adj_bohemian           ;        ;Slavutychian;;
c_lower_dniepr_adj_bosnian            ;        ;Slavutychian;;
c_lower_dniepr_adj_bulgarian          ;        ;Slavutychian;;
c_lower_dniepr_adj_carantanian        ;        ;Slavutychian;;
c_lower_dniepr_adj_crimean_gothic     ;        ;Varan;;
c_lower_dniepr_adj_croatian           ;        ;Slavutychian;;
c_lower_dniepr_adj_georgian           ;        ;Danaprisan;;
c_lower_dniepr_adj_greek              ;        ;Danaprisan;;
c_lower_dniepr_adj_hungarian          ;        ;Barouchan;;
c_lower_dniepr_adj_lithuanian         ;        ;Dnepraian;;
c_lower_dniepr_adj_slovieni           ;        ;Slavutychian;;
c_lower_dniepr_adj_oghuz              ;        ;Özian;;
c_lower_dniepr_adj_polish             ;        ;Slavutychian;;
c_lower_dniepr_adj_pommeranian        ;        ;Slavutychian;;
c_lower_dniepr_adj_roman              ;        ;Danaper;;
c_lower_dniepr_adj_romanian           ;        ;Nipruian;;
c_lower_dniepr_adj_russian            ;        ;Slavutychsky;;
c_lower_dniepr_adj_serbian            ;        ;Slavutychian;;
c_lower_dniepr_adj_szekely            ;        ;Barouchan;;
c_lower_dniepr_adj_turkish            ;        ;Özian;;
c_lower_dniepr_adj_turkmen            ;        ;Özian;;
c_lower_don_adj                       ;Orel    ;Orelian;;Lower Donian
c_lower_don_adj_avar                  ;        ;Erel'ian;;
c_lower_don_adj_bashkir               ;        ;Erel'ian;;
c_lower_don_adj_bohemian              ;        ;Ugolian;;
c_lower_don_adj_bolghar               ;        ;Erel'ian;;
c_lower_don_adj_bosnian               ;        ;Ugolian;;
c_lower_don_adj_bulgarian             ;        ;Ugolian;;
c_lower_don_adj_carantanian           ;        ;Ugolian;;
c_lower_don_adj_croatian              ;        ;Ugolian;;
c_lower_don_adj_cuman                 ;        ;Erel'ian;;
c_lower_don_adj_karluk                ;        ;Erel'ian;;
c_lower_don_adj_kasogi                ;        ;Erel'ian;;
c_lower_don_adj_khazar                ;        ;Erel'ian;;
c_lower_don_adj_kirghiz               ;        ;Erel'ian;;
c_lower_don_adj_mongol                ;        ;Erel'ian;;
c_lower_don_adj_slovieni              ;        ;Ugolian;;
c_lower_don_adj_oghuz                 ;        ;Erel'ian;;
c_lower_don_adj_pecheneg              ;        ;Erel'ian;;
c_lower_don_adj_polish                ;        ;Ugolian;;
c_lower_don_adj_pommeranian           ;        ;Ugolian;;
c_lower_don_adj_russian               ;        ;Ugolsky;;
c_lower_don_adj_serbian               ;        ;Ugolian;;
c_lower_don_adj_turkish               ;        ;Erel'ian;;
c_lower_don_adj_turkmen               ;        ;Erel'ian;;
c_lower_don_adj_uyghur                ;        ;Erel'ian;;
c_lower_volga_adj                     ;Qaratayak;Qaratayakan;;Lower Volgian
c_lower_volga_adj_bavarian            ;Voronezh;Woroneschian;;
c_lower_volga_adj_bohemian            ;Voronezh;Voronežian;;
c_lower_volga_adj_bosnian             ;Voronezh;Voronežian;;
c_lower_volga_adj_bulgarian           ;Voronezh;Voronežian;;
c_lower_volga_adj_carantanian         ;Voronezh;Voronežian;;
c_lower_volga_adj_croatian            ;Voronezh;Voronežian;;
c_lower_volga_adj_dutch               ;Voronezh;Woroneschian;;
c_lower_volga_adj_franconian          ;Voronezh;Woroneschian;;
c_lower_volga_adj_german              ;Voronezh;Woroneschian;;
c_lower_volga_adj_lettigallish        ;Voronezh;Voronežasian;;
c_lower_volga_adj_lithuanian          ;Voronezh;Voronežasian;;
c_lower_volga_adj_low_frankish        ;Voronezh;Woroneschian;;
c_lower_volga_adj_low_german          ;Voronezh;Woroneschian;;
c_lower_volga_adj_low_saxon           ;Voronezh;Woroneschian;;
c_lower_volga_adj_slovieni            ;Voronezh;Voronežian;;
c_lower_volga_adj_oghuz               ;        ;Karatayakan;;
c_lower_volga_adj_pecheneg            ;        ;Karatayakan;;
c_lower_volga_adj_polish              ;Voronezh;Voronežian;;
c_lower_volga_adj_pommeranian         ;Voronezh;Voronežian;;
c_lower_volga_adj_prussian            ;Voronezh;Voronežas;;
c_lower_volga_adj_russian             ;Voronezh;Voronež;;
c_lower_volga_adj_serbian             ;Voronezh;Voronežian;;
c_lower_volga_adj_swabian             ;Voronezh;Woroneschian;;
c_lower_volga_adj_thuringian          ;Voronezh;Woroneschian;;
c_lower_volga_adj_turkish             ;        ;Karatayakan;;
c_lower_volga_adj_turkmen             ;        ;Karatayakan;;
c_lubeck_adj                          ;Lübeck  ;Lübeck;;Lübecker
c_lublin_adj                          ;        ;Lublin;;
c_lubny_adj                           ;        ;Lubno;;
c_lubusz_adj                          ;Küstrin ;Küstrin;;Lubuszian
c_lubusz_adj_bohemian                 ;Kostrzyn;Kostrzín;;
c_lubusz_adj_bosnian                  ;Kostrzyn;Cozsterine;;
c_lubusz_adj_bulgarian                ;Kostrzyn;Cozsterine;;
c_lubusz_adj_carantanian              ;Kostrzyn;Cozsterine;;
c_lubusz_adj_croatian                 ;Kostrzyn;Cozsterine;;
c_lubusz_adj_slovieni                 ;Kostrzyn;Kostrzín;;
c_lubusz_adj_polish                   ;Kostrzyn;Cozsterine;;
c_lubusz_adj_pommeranian              ;Kostrzyn;Cozsterine;;
c_lubusz_adj_russian                  ;Kostrzyn;Cozsterine;;
c_lubusz_adj_serbian                  ;Kostrzyn;Cozsterine;;
c_lucca_adj                           ;Luccan  ;Lucca;;Luccian
c_lugo_adj                            ;Lugo    ;Lucense;;Lugoisi
c_luki_adj                            ;        ;Luki;;
c_lukomorie_adj                       ;Tokmak  ;Tokmakian;;Lukomorian
c_lukomorie_adj_bavarian              ;Molochna;Gerrhusian;;
c_lukomorie_adj_bohemian              ;Lukomorian;Lukomorzían;;
c_lukomorie_adj_bosnian               ;Lukomorian;Lukomorian;;
c_lukomorie_adj_bulgarian             ;Lukomorian;Lukomorian;;
c_lukomorie_adj_carantanian           ;Lukomorian;Lukomorian;;
c_lukomorie_adj_croatian              ;Lukomorian;Lukomorian;;
c_lukomorie_adj_dutch                 ;Molochna;Gerrhusian;;
c_lukomorie_adj_franconian            ;Molochna;Gerrhusian;;
c_lukomorie_adj_german                ;Molochna;Gerrhusian;;
c_lukomorie_adj_low_frankish          ;Molochna;Gerrhusian;;
c_lukomorie_adj_low_german            ;Molochna;Gerrhusian;;
c_lukomorie_adj_low_saxon             ;Molochna;Gerrhusian;;
c_lukomorie_adj_slovieni              ;Lukomorian;Lukomorzían;;
c_lukomorie_adj_polish                ;Lukomorian;Lucomorian;;
c_lukomorie_adj_pommeranian           ;Lukomorian;Lucomorian;;
c_lukomorie_adj_russian               ;Lukomorian;Lukomoryeian;;
c_lukomorie_adj_serbian               ;Lukomorian;Lukomorian;;
c_lukomorie_adj_swabian               ;Molochna;Gerrhusian;;
c_lukomorie_adj_thuringian            ;Molochna;Gerrhusian;;
c_luneburg_adj                        ;Lüneburgian;Lüneburg;;Lüneburgian
c_luni_adj                            ;        ;Luni;;
c_lutsk_adj                           ;Lutsk   ;Lutsk;;Lutskian
c_luxembourg_adj                      ;Luxembourgian;Luxembourg;;Luxembourgian
c_lykandos_adj_andalusian_arabic      ;Elbistanian;Ablustainian;;
c_lykandos_adj_armenian               ;Elbistanian;Ablastaynian;;
c_lykandos_adj_bedouin_arabic         ;Elbistanian;Ablustainian;;
c_lykandos_adj_egyptian_arabic        ;Elbistanian;Ablustainian;;
c_lykandos_adj_levantine_arabic       ;Elbistanian;Ablustainian;;
c_lykandos_adj_maghreb_arabic         ;Elbistanian;Ablustainian;;
c_lykandos_adj_oghuz                  ;Elbistanian;Elbistanian;;
c_lykandos_adj_turkish                ;Elbistanian;Elbistanian;;
c_lykandos_adj_turkmen                ;Elbistanian;Elbistanian;;
c_lykia_adj_central_italian           ;        ;Lician;;
c_lykia_adj_corsican                  ;        ;Lician;;
c_lykia_adj_dalmatian                 ;        ;Lician;;
c_lykia_adj_frankish                  ;        ;Lycian;;
c_lykia_adj_italian                   ;        ;Lician;;
c_lykia_adj_ligurian                  ;        ;Lician;;
c_lykia_adj_neapolitan                ;        ;Lician;;
c_lykia_adj_norman                    ;        ;Lycian;;
c_lykia_adj_oghuz                     ;Teke    ;Tekean;;
c_lykia_adj_sardinian                 ;        ;Lician;;
c_lykia_adj_sicilian                  ;        ;Lician;;
c_lykia_adj_southern_italian          ;        ;Lician;;
c_lykia_adj_turkish                   ;Teke    ;Tekean;;
c_lykia_adj_turkmen                   ;Teke    ;Tekean;;
c_lykia_adj_tuscan                    ;        ;Lician;;
c_lykia_adj_venetian                  ;        ;Lician;;
c_lyon_adj                            ;Lyonnais;Lyon;;Lyonnais
c_lyubech_adj                         ;Liubech ;Lyubech;;Lyubechian
c_macva_adj                           ;        ;Macvan;;
c_macva_adj_bavarian                  ;        ;Matschvan;;
c_macva_adj_crimean_gothic            ;        ;Capedounian;;
c_macva_adj_dutch                     ;        ;Matschvan;;
c_macva_adj_franconian                ;        ;Matschvan;;
c_macva_adj_german                    ;        ;Matschvan;;
c_macva_adj_greek                     ;        ;Capedounian;;
c_macva_adj_hungarian                 ;        ;Macsóan;;
c_macva_adj_low_frankish              ;        ;Matschvan;;
c_macva_adj_low_german                ;        ;Matschvan;;
c_macva_adj_low_saxon                 ;        ;Matschvan;;
c_macva_adj_swabian                   ;        ;Matschvan;;
c_macva_adj_szekely                   ;        ;Macsóan;;
c_macva_adj_thuringian                ;        ;Matschvan;;
c_madaba_adj_frankish                 ;Jerash  ;Gerasan;;
c_madaba_adj_greek                    ;Irbid   ;Arbelan;;
c_madaba_adj_norman                   ;Jerash  ;Gerasan;;
c_magdeburg_adj                       ;Magdeburg;Magdeburg;;Magdeburger
c_maikele_bahr_adj                    ;        ;Maikele Bahran;;
c_mainz_adj                           ;Mainz   ;Mainz;;Mainzian
c_makran_adj                          ;Tis     ;Tízi;;Makran
c_malal_adj                           ;        ;Malalí;;
c_mali_adj                            ;Malian  ;Malian;;Nianian
c_malkhicho_adj                       ;        ;Malkhichoan;;
c_malta_adj                           ;Maltese ;Malta;;Maltese
c_manbij_adj                          ;        ;Manbijan;;
c_manbij_adj_frankish                 ;        ;Mombechan;;
c_manbij_adj_greek                    ;        ;Hierapolitan;;
c_manbij_adj_norman                   ;        ;Mombechan;;
c_manfalut_adj                        ;        ;Manfalútí;;
c_manfalut_adj_greek                  ;        ;Manbalotan;;
c_manopello_adj                       ;        ;Manopello;;
c_mansfeld_adj                        ;        ;Mansfeld;;
c_mansia_adj                          ;Pelym   ;Polumish;;Mansian
c_mansia_adj_bohemian                 ;        ;Pelymish;;
c_mansia_adj_bosnian                  ;        ;Pelymish;;
c_mansia_adj_bulgarian                ;        ;Pelymish;;
c_mansia_adj_carantanian              ;        ;Pelymish;;
c_mansia_adj_croatian                 ;        ;Pelymish;;
c_mansia_adj_slovieni                 ;        ;Pelymish;;
c_mansia_adj_polish                   ;        ;Pelymish;;
c_mansia_adj_pommeranian              ;        ;Pelymish;;
c_mansia_adj_russian                  ;        ;Pelymish;;
c_mansia_adj_serbian                  ;        ;Pelymish;;
c_mantua_adj                          ;San Martino;San Martino;;Mantuian
c_manupura_adj                        ;Manuf   ;Manúfí;;Manupuran
c_manupura_adj_greek                  ;Athribis;Athriban;;
c_manych_adj                          ;Manych  ;Ugruian;;Manychian
c_manych_adj_bohemian                 ;        ;Manyczian;;
c_manych_adj_bosnian                  ;        ;Manychian;;
c_manych_adj_bulgarian                ;        ;Manychian;;
c_manych_adj_carantanian              ;        ;Manychian;;
c_manych_adj_croatian                 ;        ;Manychian;;
c_manych_adj_slovieni                 ;        ;Manyczian;;
c_manych_adj_polish                   ;        ;Manyczian;;
c_manych_adj_pommeranian              ;        ;Manyczian;;
c_manych_adj_russian                  ;        ;Manychian;;
c_manych_adj_serbian                  ;        ;Manychian;;
c_manzikert_adj                       ;        ;Manazkerti;;
c_manzikert_adj_andalusian_arabic     ;        ;Minazjirdan;;
c_manzikert_adj_bedouin_arabic        ;        ;Minazjirdan;;
c_manzikert_adj_egyptian_arabic       ;        ;Minazjirdan;;
c_manzikert_adj_greek                 ;        ;Manzikerti;;
c_manzikert_adj_kurdish               ;        ;Minazjirdan;;
c_manzikert_adj_levantine_arabic      ;        ;Minazjirdan;;
c_manzikert_adj_maghreb_arabic        ;        ;Minazjirdan;;
c_manzikert_adj_oghuz                 ;        ;Minazjirdan;;
c_manzikert_adj_sicilian_arabic       ;        ;Minazjirdan;;
c_manzikert_adj_turkish               ;        ;Minazjirdan;;
c_manzikert_adj_turkmen               ;        ;Minazjirdan;;
c_maragheh_adj                        ;        ;Maraghean;;
c_mardin_adj                          ;        ;Mardinian;;
c_mardin_adj_andalusian_arabic        ;        ;Máridínian;;
c_mardin_adj_bedouin_arabic           ;        ;Máridínian;;
c_mardin_adj_egyptian_arabic          ;        ;Máridínian;;
c_mardin_adj_greek                    ;        ;Maridan;;
c_mardin_adj_kurdish                  ;        ;Mêrdînian;;
c_mardin_adj_levantine_arabic         ;        ;Máridínian;;
c_mardin_adj_maghreb_arabic           ;        ;Máridínian;;
c_mardin_adj_sicilian_arabic          ;        ;Máridínian;;
c_marienburg_adj                      ;Warmian ;Warmian;;Marienburgian
c_mark_adj                            ;        ;Mark;;
c_marmaros_adj                        ;Szatmár ;Szatmárish;;Marmarosian
c_marmaros_adj_german                 ;        ;Sathmarish;;
c_marmaros_adj_romanian               ;Máramaros;Maramuresish;;
c_marrakech_adj                       ;Marrakesh;Marrákushí;;Marrakechi
c_marsan_adj                          ;        ;Marsan;;
c_marsciano_adj                       ;        ;Marsciano;;
c_marseille_adj                       ;        ;Marseille;;
c_marsi_adj                           ;        ;Marsi;;
c_marsico_adj                         ;        ;Marsico;;
c_marya_adj                           ;        ;Maryi;;
c_masin_adj                           ;        ;Masiní;;
c_massat_adj                          ;Safi    ;Asfí;;Anfan
c_massina_adj                         ;        ;Massiní;;
c_masyaf_adj                          ;        ;Masyafan;;
c_mecklemburg_adj                     ;Mecklenburgian;Mecklemburg;;Mecklenburgian
c_medina_del_campo_adj                ;Medinan ;Medinense;;
c_medjerda_adj                        ;Sousse  ;Súsí;;Medjerdan
c_medjerda_adj_greek                  ;Hadrumetum;Hadrumetan;;
c_medjerda_adj_roman                  ;Hadrumetum;Hadrumetan;;
c_meissen_adj                         ;Meissen ;Meissen;;Meissian
c_melitene_adj_armenian               ;        ;Malat'yan;;
c_melitene_adj_frankish               ;        ;Melitenan;;
c_melitene_adj_kurdish                ;        ;Meletîan;;
c_melitene_adj_norman                 ;        ;Melitenan;;
c_melitene_adj_oghuz                  ;        ;Malatiyan;;
c_melitene_adj_turkish                ;        ;Malatiyan;;
c_melitene_adj_turkmen                ;        ;Malatiyan;;
c_mema_adj                            ;Méma    ;Meman;;Meman
c_memel_adj                           ;Karšuva ;Karšuva;;Memelian
c_merya_adj                           ;Shoshma ;Šošman;;Mari
c_merya_adj_avar                      ;        ;Shushman;;
c_merya_adj_bashkir                   ;        ;Shushman;;
c_merya_adj_bolghar                   ;        ;Shushman;;
c_merya_adj_cuman                     ;        ;Shushman;;
c_merya_adj_karluk                    ;        ;Shushman;;
c_merya_adj_khazar                    ;        ;Shushman;;
c_merya_adj_khitan                    ;        ;Shushman;;
c_merya_adj_kirghiz                   ;        ;Shushman;;
c_merya_adj_mongol                    ;        ;Shushman;;
c_merya_adj_oghuz                     ;        ;Shushman;;
c_merya_adj_pecheneg                  ;        ;Shushman;;
c_merya_adj_turkish                   ;        ;Shushman;;
c_merya_adj_turkmen                   ;        ;Shushman;;
c_merya_adj_uyghur                    ;        ;Shushman;;
c_mesembria_adj                       ;Zagore  ;Zagorean;;Mesembrian
c_mesembria_adj_alan                  ;        ;Zagorian;;
c_mesembria_adj_arberian              ;        ;Zagorian;;
c_mesembria_adj_armenian              ;        ;Zagorian;;
c_mesembria_adj_georgian              ;        ;Zagorian;;
c_mesembria_adj_greek                 ;        ;Zagorian;;
c_mesembria_adj_oghuz                 ;        ;Misivrian;;
c_mesembria_adj_roman                 ;        ;Zagorian;;
c_mesembria_adj_turkish               ;        ;Misivrian;;
c_mesembria_adj_turkmen               ;        ;Misivrian;;
c_messina_adj                         ;Geraci  ;Geraci;;Messinian
c_methone_adj_central_italian         ;        ;Modonian;;
c_methone_adj_corsican                ;        ;Modonian;;
c_methone_adj_dalmatian               ;        ;Modonian;;
c_methone_adj_frankish                ;Messenian;Messénian;;
c_methone_adj_greek                   ;Messenian;Messenian;;
c_methone_adj_italian                 ;        ;Modonian;;
c_methone_adj_ligurian                ;        ;Modonian;;
c_methone_adj_neapolitan              ;        ;Modonian;;
c_methone_adj_norman                  ;Messenian;Messénian;;
c_methone_adj_sardinian               ;        ;Modonian;;
c_methone_adj_sicilian                ;        ;Modonian;;
