#ID       ;SED     ;SWMH;CULTURE;CHARACTERS
#01_tuscan dynastiesSWMH.txt;;;;
1000101332;        ;Ha-Dani;falashim;1000228920|1000228921|1000228922
1000101333;        ;Bnei Radai;falashim;
1000101334;        ;Bnei Naphtali;falashim;
1000101365;        ;Makhzumi;afar;1000229000|1000229001|1000229002|1000229003|1000229004|1000229005|1000229006|1000229007|1000229008|1000229009|1000229010|1000229011
1000101366;        ;Afari;afar;
1000101367;        ;Danakil;afar;1000229012|1000229013|1000229014|1000229015|1000229016|1000229017|1000229018|1000229019|1000229020|1000229021
1000101368;        ;Muayyadid;afar;1000229022|1000229023|1000229024|1000229025|1000229026|1000229027|1000229028|1000229029|1000229030
1000101385;        ;Walashma;somali;1000229100|1000229101|1000229102|1000229103|1000229104|1000229105|1000229106|1000229120|1000229107|1000229108|1000229109|1000229110|1000229111|1000229112|1000229113|1000229114|1000229115|1000229116|1000229117|1000229118|1000229119
1000101200;        ;Piye;nubian;
1000101201;        ;Memnonid;nubian;
1000101202;        ;Misiwwi;ethiopian;1000228990|1000228991|1000228992|1000228993|1000228994|1000228995|1000228996|1000228997
#57_berber dynastiesSWMH.txt;;;;
1000101124;        ;Haskúra;masmuda;
1000101261;        ;Ganfisa;masmuda;
1000101262;        ;Gadmiwa;masmuda;
1000101263;        ;Hintata;masmuda;
1000101264;        ;Hazrâja;masmuda;
1000053590;        ;Tumart;tagelmust;
1000053591;        ;Hezmira;tagelmust;
1000053592;        ;Tehlawa;tagelmust;1000144553
1000054001;        ;Massúfa;tagelmust;1000228200|1000228201|1000228202|1000228203|1000228204|1000228205|1000228206|1000228207|1000228208|1000228209
1000054002;        ;Lamtúna;tagelmust;1000228860|1000228861|1000228862|1000228863|1000228864|1000228865|1000228866|1000228867|1000228868|1000228869
1000054003;        ;Lamta;tagelmust;1000228213|1000228214|1000228215|1000228870
1000054004;        ;Guddala;tagelmust;1000228216|1000228217
1000054005;        ;Gazzúla;tagelmust;1000228218|1000228219
1000101120;        ;Tânmak;tagelmust;1000228871
1000101125;        ;Kunta;tagelmust;
1000101127;        ;Tamrust;tagelmust;1000228210|1000228211|1000228212
1000053595;        ;Kutama;sanhaja;
1000053596;        ;Sanhaja;sanhaja;
1000054000;        ;Banú Rand;sanhaja;1000144550|1000144551
1000101121;        ;Azger;sanhaja;1000228872
1000101122;        ;Banú Wârith;sanhaja;
1000101123;        ;Talkâta;sanhaja;
1000101126;        ;Awrâba;sanhaja;
1000053594;        ;Banu Khattâb;zanata;1000144666|1000228227|1000228228
1000054006;        ;Banu Abid;zanata;1000144669|1000144670|1000144671|1000144672|1000144673|1000144688
1000054007;        ;Muqqarî;zanata;1000144674|1000144675|1000144676|1000144677|1000144678|1000144679
1000054008;        ;Massinî;zanata;1000144684
1000054009;        ;Lawata;zanata;1000228220|1000228221|1000228222|1000228223
1000054010;        ;Mazâta;zanata;1000228229|1000228230|1000228231
1000101140;        ;Hawwâra;zanata;1000228232|1000228233|1000228234
1000101141;        ;Askâr;zanata;
1000101142;        ;Tanâta;zanata;1000228833
1000101143;        ;al-Abdún;zanata;1000228224|1000228225
1000101144;        ;Mus'ab;zanata;1000228830
1000101145;        ;as-Samh;zanata;1000228226|1000228842
1000101146;        ;Banú Kaldîn;zanata;1000228235|1000228236|1000228237
1000101147;        ;Banú Idrâdj;zanata;
1000101148;        ;Askâr;zanata;
1000101149;        ;Rîgha;zanata;1000228238|1000228239
1000101260;        ;Warjîlân;zanata;1000228831|1000228832
1000101265;        ;Banu Midrar;zanata;1000228834|1000228835|1000228836|1000228837|1000228838|1000228839|1000228840|1000228841
1000100880;        ;Targa;tuareg;1000228240|1000228241|1000228242|1000228246|1000228247
1000100881;        ;Saghmâra;tuareg;1000228243
1000100882;        ;Asabat;tuareg;1000228244|1000228245
1000100883;        ;Tútak;tuareg;
1000100884;        ;Tawârik;tuareg;
1000101190;        ;Azbin;tuareg;1000228248|1000228249|1000228250|1000228251|1000228252|1000228253|1000228254|1000228255|1000228256|1000228257
1000101191;        ;Tikarkarîn;tuareg;
1000053597;        ;Ildekuzî;egyptian_arabic;1000144658
1000053598;        ;Yaldakuzî;egyptian_arabic;1000144659|1000144660|1000144661
1000053599;        ;Banú Hilâl;maghreb_arabic;1000144662|1000144663|1000144664|1000144665|1000144667
#60_croatian_dynastiesSWMH.txt;;;;
1000101400;        ;Karinjani;croatian;1000229200
1000101401;        ;Nelipic;croatian;1000229219|1000229220|1000229221|1000229222|1000229223|1000229224|1000229225|1000229226|1000229229|1000229227|1000229228
1000101402;        ;Mogorovic;croatian;1000229230
1000101403;        ;Kukar;croatian;1000229231
#64_karantanci_dynastiesSWMH.txt;;;;
1000101530;        ;Strmški;karantanci;
1000101531;        ;Erbergi;karantanci;
1000101532;        ;Višnjegorski;karantanci;
1000101533;        ;Ortenburški;karantanci;
1000101534;        ;Egkh;karantanci;
1000101535;        ;Ljubljanski;karantanci;
1000101536;        ;Kranjski;karantanci;
1000101537;        ;Celjski;karantanci;
1000101538;        ;Goriški;karantanci;
#65_khorasani_dynastiesSWMH.txt;;;;
1000101800;        ;Elvainiyún;khorasani;1000228199|1000228198
1000101801;        ;Al-e Farighun;khorasani;1000230300|1000230301|1000230302|1000230303|1000230304|1000230305|1000230306|1000230307|1000230308
1000101802;        ;Banijuriyún;khorasani;
1000101803;        ;Khujistániyún;khorasani;1000230309|1000230310|1000230311
1000101804;        ;Sharkabiyún;khorasani;1000230312|1000230313|1000230314|1000230315
1000101805;        ;Nishápúrí;khorasani;1000230325|1000230326
1000101806;        ;Ja'farí;khorasani;1000230327|1000230328|1000230329
#66_uighur_dynastiesSWMH.txt;;;;
1000101600;        ;Uighur;uyghur;
1000101601;        ;Yaghlaqar;uyghur;1000229800|1000229801|1000229802|1000229803|1000229804|1000229805|1000229806|1000229807|1000229808|1000229809|1000229810|1000229811|1000229812
1000101602;        ;Uturqar;uyghur;
1000101603;        ;Kürebir;uyghur;
1000101604;        ;Baqsiqit;uyghur;
1000101605;        ;Avuchag;uyghur;
1000101606;        ;Yabutqar;uyghur;
1000101607;        ;Ayabir;uyghur;
1000101608;        ;Qasar;uyghur;
1000101609;        ;Ediz;uyghur;
1000101610;        ;Ashinar;uyghur;
1000101611;        ;Ashinar;uyghur;
#67_karluk_dynastiesSWMH.txt;;;;
1000101789;        ;Qarluq;karluk;1000230250|1000230251|1000230252|1000230289|1000230291|1000230292|1000230293|1000230294|1000230295|1000230296|1000230297|1000230298|1000230299|1000231600|1000231601|1000231602|1000231603|1000231604|1000231605|1000231606|1000231607|1000231608|1000231609
1000101790;        ;Yaghma;karluk;1000230258
1000101791;        ;Qorokhanilar;karluk;1000230253|1000230254|1000230255|1000230259|1000230264|1000230265|1000230266|1000230267|1000230268|1000230269|1000230270|1000230271|1000230272|1000230273|1000230274|1000230275|1000230276|1000230277|1000230278|1000230279|1000230280|1000230281|1000230282|1000230283|1000230284|1000230285|1000230286|1000230287|1000230288|1000231610|1000229906|144102|144103|144104|144105|144106|144107|144108|144109|144110|144111|144112|144113|144114|144115|144117|144118|144119|3000|3002|3004|3006|3008|3010|3012|3014|3016|3018|3020|3022|3024
1000101792;        ;Bistán;karluk;
1000101793;        ;Khaym;karluk;
1000101794;        ;Brísh;karluk;
1000101795;        ;Lábán;karluk;
1000101796;        ;Bulaq;karluk;
1000101797;        ;Küterkin;karluk;
1000101798;        ;Tukhsí;karluk;1000230257
1000101799;        ;Chigil;karluk;1000230256
1000101780;        ;Simjurlar;karluk;1000230260|1000230261|1000230262|1000230263
1000101781;        ;Bughálar;karluk;1000230290
#68_kirghiz_dynastiesSWMH.txt;;;;
1000101570;        ;Qirghiz;kirghiz;1000229700|1000229701|1000229740|1000229741|1000229742|1000229743|1000229744|1000229745|1000229746|1000229747|1000229748|1000229749
1000101590;        ;Kimek;cuman;1000229710|1000229711|1000233007|1000233009|1000233011|1000233013|1000233015
1000101591;        ;Ymy;cuman;
1000101592;        ;Yemäk;cuman;
1000101593;        ;Tatar;cuman;
1000101594;        ;Bayándur;cuman;
1000101595;        ;Qipçaq;cuman;1000229720|1000229721|1000229722|1000229723|1000229724|1000229725
1000101596;        ;Lníqáz;cuman;
1000101597;        ;Yemek;cuman;
1000101598;        ;Yimek;cuman;1000233017|1000233019|1000233021|1000233022|1000233024|1000233026|1000233028|1000233030|1000233031
1000101599;        ;Imek;cuman;
1000101589;        ;Ay-opa;cuman;1000233018|1000233047|1000233049|1000233051|1000233053|1000233055|1000233057|1000233059
1000101588;        ;Badaç;cuman;
1000101587;        ;Baruq;cuman;
1000101586;        ;Bayawut;cuman;
1000101585;        ;Burçali;cuman;1000233152|1000233154|1000233156|1000233158|1000233160|1000233162|1000233164|1000233166
1000101584;        ;Bzangi;cuman;
1000101583;        ;Çaghraq;cuman;
1000101582;        ;Çitey;cuman;
1000101581;        ;Çortan;cuman;1000233198|1000233200|1000233202|1000233204|1000233206|1000233208|1000233209|222633
1000101580;        ;Dörüt;cuman;1000233032|1000233034|1000233036|1000233038|1000233040|1000233042|1000233044|1000233046
1000102450;        ;Ençogli;cuman;1000233112|1000233114|1000233116|1000233118|1000233120|1000233122|1000233124|1000233211
1000102451;        ;It-oba;cuman;
1000102452;        ;Qitan-opa;cuman;
1000102453;        ;Küçoba;cuman;
1000102454;        ;Küçet;cuman;1000229726|1000229727|1000229728|1000229729|1000229730|1000229731
1000102455;        ;Qor;cuman;1000233168|1000233170|1000233172|1000233174|1000233176|1000233178|1000233180|1000233182
1000102456;        ;Qara Börklü;cuman;
1000102457;        ;Qul-opa;cuman;
1000102458;        ;Qumanli;cuman;
1000102459;        ;Qongorogli;cuman;1000233183|1000233185|1000233187|1000233189|1000233191|1000233193|1000233195|1000233197
1000102460;        ;Berküti;cuman;
1000102461;        ;Mingüzogli;cuman;
1000102462;        ;Orungqu;cuman;
1000102463;        ;Ölberli;cuman;1000229750|1000229751|1000233006|1000229752|1000233002|1000233003|1000233004|1000233005
1000102464;        ;Ören;cuman;1000233072|1000233074|1000233076|1000233078|1000233080|1000233082|1000233084
1000102465;        ;Peçene;cuman;
1000102466;        ;Targil;cuman;1000233060|1000233062|1000233064|1000233066|1000233068|1000233070
1000102467;        ;Toqsoba;cuman;1000229732|1000229733|1000233001|1000229734|1000229735|1000229736|1000229737|1000229738|1000229739|1000233212
1000102468;        ;TgYshqút;cuman;
1000102469;        ;Ulashogli;cuman;1000233138|1000233140|1000233142|1000233144|1000233146|1000233148|1000233150
1000102470;        ;Urus-oba;cuman;1000233125|1000233127|1000233129|1000233131|1000233133|1000233135|1000233137
1000102471;        ;Yugur;cuman;
#69_turkish-oghuz_dynastiesSWMH.txt;;;;
1000101720;        ;Qiniq;oghuz;1000230137|1000230138|1000230146|1000230147
1000101721;        ;Qayigh;oghuz;1000230106
1000101722;        ;Bayundur;oghuz;1000230121
1000101723;        ;Iwe;oghuz;1000230131
1000101724;        ;Salghur;oghuz;1000230125|1000231987|1000231989|1000231991|1000231993|1000231995|1000231997|1000231999|1000232009|1000232011|1000232013
1000101725;        ;Afshar;oghuz;1000230114
1000101726;        ;Begtili;oghuz;1000230116
1000101727;        ;Bügdüz;oghuz;1000230130
1000101728;        ;Bayat;oghuz;1000230107
1000101729;        ;Yazghir;oghuz;1000230110
1000101730;        ;Eymür;oghuz;1000230126
1000101731;        ;Qara Bölük;oghuz;1000230109
1000101732;        ;Alqa Bölük;oghuz;1000230108
1000101733;        ;Yigdir;oghuz;1000230129
1000101734;        ;Yüregir;oghuz;1000230128
1000101735;        ;Tutirqa;oghuz;1000230112
1000101736;        ;Ula Yondlugh;oghuz;1000230127
1000101737;        ;Töger;oghuz;1000230111|1000229936|1000229937|1000229938
1000101738;        ;Beçenek;oghuz;1000230122
1000101739;        ;Çuvuldur;oghuz;1000230123
1000101740;        ;Çepni;oghuz;1000230124
1000101741;        ;Çaruqlugh;oghuz;
1000101742;        ;Yaparli;oghuz;1000230113
1000101743;        ;Qiziq;oghuz;1000230115
1000101744;        ;Qarqin;oghuz;1000230117
1000101745;        ;Bozoq;oghuz;1000230104|1000230105
1000101746;        ;Üchoq;oghuz;1000230118|1000230119|1000230120|1000230132
1000101747;        ;Selçuklular;turkmen;
1000101748;        ;Oghuz;oghuz;1000229712|1000230100|1000230101|1000230102|1000230103|1000229935
1000101749;        ;Altuntashiyún;turkmen;1000230133|1000230135|1000230136
1000101750;        ;Qochqarlar;turkmen;1000230139|1000230140|1000229943
1000101751;        ;Qush-Teginlar;turkmen;1000230141|1000230142|1000230143|1000230144|1000230145|1000229945
1000101752;        ;Gaznevîyyun;turkmen;
1000101753;        ;al-Sáqí;turkmen;1000229913
1000101754;        ;Mengülar;turkmen;1000229914
1000101755;        ;Saqawlar;turkmen;1000229916
1000101756;        ;Qushlar;turkmen;1000229917
1000101757;        ;AiTeginlar;turkmen;1000229918
1000101758;        ;Gauharlar;turkmen;1000229920
1000101759;        ;Yaghilar;turkmen;93117|93118|93119|93120
1000101760;        ;Uvaklar;turkmen;1000229928|1000229929
1000101761;        ;Sarighlar;turkmen;1000229931|1000229932
1000101762;        ;Jahírlar;turkmen;1000229933|1000229934
#70_khwarezmi_dynastiesSWMH.txt;;;;
1000102250;        ;Al-e Afrigh;khwarezmi;1000231200|1000231201|1000231202|1000231203|1000231204|1000231205|1000231206|1000231207|1000231208|1000231209|1000231210|1000231211|1000231212|1000231213|1000231214|1000231215|1000231216|1000231217|1000231218|1000231219|1000231220
1000102251;        ;Al-e Ma'mun;khwarezmi;1000231221|1000231222|1000231223|1000231224|1000231225|1000231228
1000102252;        ;Sohayli;khwarezmi;1000231227
#71_tajik_dynastiesSWMH.txt;;;;
1000102000;        ;Al-e Mohtaj;khorasani;1000230600|1000230601|1000230602|1000230603
1000102001;        ;Banijurids;khorasani;
#72_saka-baloch_dynastiesSWMH.txt;;;;
1000102170;        ;Al-e Ma'dan;baloch;1000230950|1000230951|1000230952|1000230953|1000230954|1000230955|1000230956
1000102171;        ;Balúch;baloch;1000230957|1000230958|1000230963|1000230964|1000230965
1000102172;        ;Rind;baloch;1000230959
1000102173;        ;Láshárí;baloch;1000230960
1000102174;        ;Hót;baloch;1000230961
1000102175;        ;Kóraí;baloch;1000230962|1000230966|1000230967|1000230968|1000230969
1000102176;        ;Játóí;baloch;1000230970|1000230971
1000102177;        ;Dríshak;baloch;
1000102178;        ;Mazárí;baloch;
1000102179;        ;Dumbkí;baloch;
1000102180;        ;Khósa;baloch;
1000102181;        ;Dódaí;baloch;
#73_kurdish_dynastiesSWMH.txt;;;;
1000102350;        ;Banu 'Annáz';kurdish;1000231400|1000231401|1000231402|1000231403|1000231404|1000231405|1000231406|1000231407|1000231408|1000231409
1000102351;        ;Banu Oqayl;kurdish;
1000102352;        ;Banu Mazyad;kurdish;
1000102353;        ;Banu Hasanúya;kurdish;1000231410|1000231411|1000231412|1000231413|41600|41601|41602|41603|41604|93521|159157|159160|159161|159162|159163|159164|159165|159166|159167|159168
#74_pashtun_dynastiesSWMH.txt;;;;
1000102300;        ;Zunbils;afghan;1000231300
#75_daylamite_dynastiesSWMH.txt;;;;
1000102200;        ;Ál-e Kakúya;daylamite;
1000102201;        ;Ál-e Búya;daylamite;1000231060|1000231061|1000231062|1000231063|1000231064|1000231065|1000231066|1000231067|1000231068|1000231069|1000231070|1000231071|1000231072|1000231073|1000231074|1000231075|1000231076|1000231077|1000231078|1000231079|1000231080
#76_soghdian_dynastiesSWMH.txt;;;;
1000102100;        ;Ál-e Karákana;sogdian;1000230750|1000230751|1000230752|1000230753|1000230754|1000230767|1000230771
1000102101;        ;Ál Abi'l-Sáj;sogdian;1000230768|1000230769|1000230770|1000230772
#77_greek_dynastiesSWMH.txt;;;;
1000102800;        ;Maxentianos;greek;1000232105
1000102801;        ;Martiniakos;greek;1000232108|1000232109
1000102802;        ;Iberitzes;greek;1000232110
1000102803;        ;Oniatis;greek;1000232111
1000102804;        ;Zaoutzes;greek;1000232112|1000232113|1000232114
1000102805;        ;Gouzouniatos;greek;1000232115
1000102806;        ;Hagiopolitos;greek;1000232118
1000102807;        ;Apostypos;greek;1000232119|100023220|1000232121
1000102808;        ;Paspalas;greek;1000232128
1000102809;        ;Kourtikios;greek;1000232500
1000102810;        ;Androsalitai;greek;1000232136|1000232137|1000232138|1000232139|1000232140
1000102811;        ;Paulikianoi;greek;1000232100|1000232101|1000232102|1000232103|1000232267
1000102812;        ;Skythópoulos;greek;1000232126
1000102813;        ;Nasar;greek;1000232123|1000232124|1000232125
1000102814;        ;Gambros;greek;1000232127
1000102815;        ;Gouber;greek;1000232146
1000102816;        ;Katakoilas;greek;1000232145
1000102817;        ;Baianos;greek;1000232147
1000102818;        ;Alusianos;greek;7242|725|7241
1000102819;        ;Aruandanos;greek;1000232148
1000102820;        ;Rhabdouchos;greek;1000232144
1000102821;        ;Boutoumites;greek;1000232157
1000102822;        ;Delphinas;greek;1000232161|1000232177|1000232178
1000102823;        ;Karykes;greek;1000232165
1000102824;        ;Maurikias;greek;1000232152
1000102825;        ;Kaballourios;greek;1000232168
1000102826;        ;Petzeas;greek;1000232156
1000102827;        ;Rhapsomates;greek;1000232172
1000102828;        ;Strabos;greek;1000232175
1000102829;        ;Traulos;greek;1000232184
1000102830;        ;Perichytes;greek;1000232193
1000102831;        ;Beridares;greek;1000232194
1000102832;        ;Spanopolos;greek;1000232195
1000102833;        ;Hyaleas;greek;1000232217
1000102834;        ;Monastras;greek;1000232219
1000102835;        ;Maurokatakalon;greek;1000232221|1000232222
1000102836;        ;Karikes;greek;1000232223
1000102837;        ;Ouzas;greek;1000231757
1000102838;        ;Kymineianos;greek;1000232224
#78_armenian_dynastiesSWMH.txt;;;;
1000102900;        ;Malatyatsi;armenian;1000232501|1000232509
1000102901;        ;Khacaturian;armenian;1000232502
1000102902;        ;Vasilyan;armenian;1000232504|1000232505|1000232506|1000232507|1000232508
#79_persian_dynastiesSWMH.txt;;;;
1000101900;        ;Ál-e-Sarí;persian;1000230518
1000101901;        ;Dulafiyún;bedouin_arabic;1000230531|1000230532|1000230533|1000230534|1000230535|1000230536|1000230537|1000230538|1000230539|1000230540|1000230541|1000230543|1000230544
1000101902;        ;Táheriyán;persian;1000230509|1000230519|1000230520|1000230521|1000230522|1000230523|1000230524|1000230525|1000230526|1000230527|1000230528|1000230529|1000230530|1000230542|1000230545|1000230546|1000230547|1000230548|1000230556|163100|163158|163159|163160|163161|163162
1000101903;        ;Saffáriyán;persian;1000230510|1000230511|1000230512|1000230513|1000230514|1000230515|1000230516|1000230517|1000230549|163101|163163|163164|163165
1000101904;        ;Sámániyán;persian;1000230604|1000230605|1000230606|1000230607|1000230608|1000230609|1000230610|1000230611|1000230612|1000230613|1000230614|1000230615|1000230616|1000230617|1000230618|1000230619|1000230620|1000230621|1000230622|1000230623|1000230624|163099|163153|163154|163155|163156|163157
1000101905;        ;Ziyáriyán;persian;
1000101906;        ;Ál-e-Bankír;persian;1000230552|1000230553
1000101907;        ;Ál-e-'Alá;persian;1000230554|1000230555
1000101908;        ;Diramku;persian;1000230557|1000230558|1000230559|1000230560|1000230561|1000230562|1000230563|1000230564|1000230565|1000230566|1000230567
1000101910;        ;Ál-e-Hormuzí;persian;1000230568|1000230569|1000230570|1000230571|1000230572|1000230573|1000230574|1000230575|1000230576
1000101911;        ;Ál-e-Qeshm;persian;1000230577|1000230578|1000230579|1000230580|1000230581|1000230582|1000230583|1000230584|1000230585
1000101912;        ;Ál-e-Laft;gujurati;1000230586|1000230587|1000230588
#80_liao_dynastiesSWMH.txt;;;;
1000102400;        ;Yælud;khitan;1000231500|1000231502|1000231503|1000231504|1000231505|1000231506|1000231507|1000231508|1000231509|1000231513
1000102401;        ;Siau;khitan;1000231501|1000231510|1000231511|1000231512
1000102449;        ;Naiman;mongol;1000231514|1000231515|1000231516|1000231517|1000231518|1000231519|1000231520|1000231521|1000231522
#80_pecheneg_dynastiesSWMH.txt;;;;
1000100500;        ;Qangar;pecheneg;1000231700|1000231702|1000231704|1000231706|1000231859
1000100501;        ;Yawdi-Ertim;pecheneg;1000231708|1000231709|1000231711|1000231712|1000231714|1000231716|1000231718|1000231720|1000231722|1000231724
1000100502;        ;Küerchi-Chur;pecheneg;1000231725|1000231727|1000231729|1000231730|1000231732|1000231734|1000231736|1000231738
1000100503;        ;Qabuqsin-Yula;pecheneg;1000231740|1000231742|1000231744|1000231745|1000231747|1000231749|1000231751|1000231752|1000231754|1000231755|1000231758|1000231759
1000100504;        ;Suru-Külbej;pecheneg;1000231760|1000231762|1000231763|1000231765|1000231767|1000231768|1000231769|1000231770|1000231771|1000231773|1000231774|1000231776|1000231778|1000231756|1000231780|1000231782
1000100505;        ;Qara-Bay;pecheneg;1000231785|1000231787|1000231789|1000231791|1000231793|1000231795|1000231797|1000231799|1000231819
1000100506;        ;Boru-Tolmach;pecheneg;1000231800|1000231802|1000231804|1000231806|1000231808|1000231810|1000231812|1000231814|1000231815|1000231817
1000100507;        ;Yazi-Qapan;pecheneg;1000231820|1000231822|1000231824|1000231826|1000231828|1000231830|1000231832|1000231834|1000231836|1000231838
1000100508;        ;Bula-Chopan;pecheneg;1000231840|1000231842|1000231844|1000231846|1000231848|1000231850|1000231852|1000231854
1000100509;        ;Bele;pecheneg;1000232019
1000100510;        ;Pagou;pecheneg;1000232018
1000100522;        ;Kegenes;pecheneg;1000232015|1000232016|1000232017
#80_turkish-anatolian_dynastiesSWMH.txt;;;;
1000102951;        ;Ahlatsahlar;turkish;1000232630|1000232631|1000232632|1000232633|1000232634|1000232635|1000232636|1000232637|1000232638
1000102952;        ;Cubukogullari;turkish;1000232639|1000232640
1000102953;        ;Inalogullari;turkish;
1000102954;        ;Artiklilar;turkish;
1000102955;        ;Saltuklu;turkish;
1000102956;        ;Mengücek;turkish;
1000102957;        ;Danismentliler;turkish;
1000102958;        ;Sinoplu;turkish;1000232643
1000102959;        ;Urfali;turkish;1000232644
1000102960;        ;Tanribermis;turkish;1000232646
1000102961;        ;Elchanes;turkish;1000232647
#81_uzes_dynastiesSWMH.txt;;;;
1000100511;        ;Uzlar;oghuz;1000231860|1000231862|1000231864|1000231866|1000231867|1000231869|1000231871|1000231873
1000100512;        ;Berendiler;pecheneg;1000232000|1000232002|1000232004|1000232006
1000100513;        ;Teküle;oghuz;1000231945|1000231947|1000231949|1000231951|1000231953|1000231955|1000231957|1000231959|1000231961|1000231963|1000231965|1000231967|1000231969|1000231971|1000231973|1000231975|1000231977
1000100514;        ;Mogut;oghuz;1000231889|1000231891|1000231893|1000231895|1000231897|1000231899|1000231901
1000100515;        ;Tatran;oghuz;1000231903|1000231905|1000231907|1000231909|1000231911|1000231913|1000231915
1000100516;        ;Çelbir;oghuz;1000231875|1000233213|1000231877|1000231879|1000231881|1000231883|1000231885|1000231887
1000100517;        ;Topçak;oghuz;1000231931|1000231933|1000231935|1000231937|1000231939|1000231941|1000231943
1000100518;        ;Revug;oghuz;
1000100519;        ;Ül’ber;oghuz;1000231917|1000231919|1000231921|1000231923|1000231925|1000231927|1000231929
1000100520;        ;Tuplar;oghuz;
1000100521;        ;Kaeplar;oghuz;
#82_vlach_dynastiesSWMH.txt;;;;
1000100526;        ;Seneslau;romanian;228027
1000100527;        ;Olaha;romanian;
1000100528;        ;Olténia;hungarian;
1000100529;        ;Farkas;hungarian;
1000100530;        ;Bolohoveni;romanian;
1000100531;        ;Brodnici;romanian;
#83_khazar_dynastiesSWMH.txt;;;;
1000100541;        ;Qabar;khazar;
1000100542;        ;Khatiriltber;khazar;1000233282
1000100543;        ;Tabyn;bashkir;
1000100544;        ;Uyshun;oghuz;
1000100545;        ;Büler;bolghar;
1000100546;        ;Kuma;khazar;1000233284|1000233285|1000233286
1000100547;        ;Karcha;khazar;1000233287|1000233288|1000233289
#84_hungarian_dynastiesSWMH.txt;;;;
1000100560;        ;Kér;hungarian;6847
1000100561;        ;Keszi;hungarian;6848
1000100562;        ;Tarján;hungarian;
1000100563;        ;Kürt;hungarian;
1000100564;        ;Gyarmot;hungarian;
1000100565;        ;Megyer;hungarian;
1000100566;        ;Nyek;hungarian;
1000100567;        ;Kürtgyramot;hungarian;
1000100568;        ;Adorján;szekely;
1000100569;        ;Örlöcz;szekely;
1000100570;        ;Szovát;szekely;
1000100571;        ;Bod;szekely;
1000100572;        ;Sepröd;szekely;
1000100573;        ;Eczken;szekely;
1000100574;        ;Dudor;szekely;
1000100575;        ;Kürt;szekely;
1000100576;        ;Gyáros;szekely;
1000100577;        ;Meggyes;szekely;
1000100578;        ;Vaja;szekely;
1000100579;        ;Telegd;szekely;
1000100580;        ;Váczmán;szekely;
1000100581;        ;Poson;szekely;
1000100582;        ;Új;szekely;
1000100583;        ;Karácson;szekely;
1000100584;        ;Gyerö;szekely;
1000100585;        ;Nagy;szekely;
1000100586;        ;Boroszló;szekely;
1000100587;        ;Balási;szekely;
1000100588;        ;Zomoru;szekely;
1000100589;        ;Halond;szekely;
1000100590;        ;Náznán;szekely;
#85_alan_arran_kasogi_dynastiesSWMH.txt;;;;
1000100601;        ;Qahtan;caucasian_avar;1000233408|1000233409|1000233410|1000233464|1000233465|1000233466|1000233467
1000100602;        ;Sarir;caucasian_avar;1000233401
1000100603;        ;Awar;caucasian_avar;1000233402|1000233403|1000233404|1000233405|1000233406|1000233407|1000233493
1000100604;        ;Maas;alan;1000233411|1000233412
1000100605;        ;Khumar;kasogi;1000233413
1000100606;        ;Os;alan;1000233420|1000233421|1000233422|1000233423|1000233424|1000233425|1000233446
1000100607;        ;Sanigi;kasogi;
1000100608;        ;Redeginymi;kasogi;1000233414|1000233416|1000233417
1000100609;        ;Zygi;kasogi;1000233440|1000233441|1000233442|1000233443|1000233426|1000233427|1000233428|1000233429|1000233430|1000233431|1000233432|1000233433|1000233434|1000233435|1000233436|1000233437|1000233438
1000100610;        ;Papagi;kasogi;1000233447|1000233448|1000233449|1000233450|1000233451|1000233452|1000233453
1000100622;        ;Lou;kasogi;
1000100611;        ;Dzurdzuki;alan;
1000100612;        ;Simsir;alan;
1000100613;        ;Shamkhal;caucasian_avar;1000233444|1000233445
1000100614;        ;Gumiq;caucasian_avar;
1000100615;        ;Dido;alan;
1000100616;        ;Jurshan;caucasian_avar;
1000100617;        ;Khasharima;bedouin_arabic;1000233454|1000233455|1000233456|1000233457|1000233458|1000233459|1000233460|1000233461|1000233462|1000233463
1000100618;        ;Ukula;alan;1000233419
1000100619;        ;Khaydaq;caucasian_avar;1000233468|1000233469|1000233470|1000233471|1000233472|1000233473|1000233474|1000233475|1000233476|1000233477|1000233478|1000233479|1000233480
1000100620;        ;Shand;caucasian_avar;1000233481|1000233482|1000233483|1000233484|1000233485|1000233486
1000100621;        ;Tabarsaran;caucasian_avar;1000233487|1000233488|1000233489|1000233490|1000233491|1000233492
#86_ere-flavour_dynastiesSWMH.txt;;;;
1000103000;        ;al-Jurjumani;levantine_arabic;1000232900
1000103001;        ;al-Saler;levantine_arabic;1000232903
1000103002;        ;Konstantinovic;serbian;1000232904
1000103003;        ;Melingoi;bulgarian;1000232905
1000103004;        ;de Trikala;romanian;1000232906|1000232907
1000103005;        ;Neretljanin;serbian;1000232908
1000103006;        ;Aldobrandini;tuscan;1000232913
#87_dalmatian_dynastiesSWMH.txt;;;;
1000103011;        ;de Buna;dalmatian;
1000103012;        ;Udaina;dalmatian;
1000103013;        ;Babilius;dalmatian;
1000103014;        ;Vaulcassi;dalmatian;
1000103015;        ;Martenussi;dalmatian;
1000103016;        ;Gradei;dalmatian;
1000103017;        ;de Giorgi;dalmatian;
1000103018;        ;Dairsa;dalmatian;
1000103019;        ;Getaldei;dalmatian;
1000103020;        ;Zamanya;dalmatian;
1000103021;        ;de Pozza;dalmatian;
