#CODE                            ;SED2    ;SWMH;OTHER;SED1;VANILLA
#CombatUpdate.csv;;
#India.csv;;
PROV153                          ;        ;;c_viscaya,Bisqayya,Bizkaia,Biscaye,Biscaia;;Viscaya
PROV157                          ;        ;;c_santiago,Yaqquba,Saint-Jacques,Sant'Iago,Santiagu,Sant Jaume,Done Jakue,Sant Chaime;;Santiago
PROV159                          ;        ;;c_coimbra,Qulumriyah,Koimbra,Coimbre,Coímbra,Coïmbra,Aeminium,Aeminion;;Coimbra
PROV160                          ;        ;;c_lisboa,Lishbuna,Lisbona,Lisbonne,Olisipo,Olioseipon;;Lisboa
PROV161                          ;        ;;c_alcacer_do_sal,al-Qasr-al-Baja,Alcàsser de la Sal,Alcázar de Sal,Gatza Gaztelua,Château du Sel,Salacia Imperatoria,Salakeia;;Alcácer do Sal
PROV162                          ;        ;;c_silves,Shleb,Silbes;;Silves
PROV163                          ;        ;;c_faro,Uhshunubah,Faru,Phare,Ossonoba;;Faro
PROV164                          ;        ;;c_niebla,Lebla,Nieble;;Niebla
PROV166                          ;        ;;c_algeciras,al-Yazira al-Jadra,Alchezira,Algesires,Algésiras,Algecires,Gades,Gadeira;;Algeciras
PROV167                          ;        ;;c_malaga,Malaqa,Màlaga,Malaga,Malaca,Malaka;;Malaga
PROV168                          ;        ;;c_almeria,al-Mariyyat,Almérie,Almeria;;Almeria
PROV169                          ;        ;;c_murcia,Mursiya,Múrcia,Murtzia,Murcie;;Murcia
PROV170                          ;        ;;c_denia,Deniyya,Dénia,Denya,Dianium,Dianion;;Denia
PROV171                          ;        ;;c_valencia,Balansiyya,València,Balentzia,Valência,Valence,Valentia,Oualentia;;Valencia
PROV172                          ;        ;;c_castellon,Marmariya,Castelló,Gaztelu,Castelhão;;Castellon
PROV175                          ;        ;;c_calatayud,Qal'at Ayyub,Calatayú,Calataiud,Kalataiud;;Calatayud
PROV176                          ;        ;;c_molina,Barusa;;Molina
PROV177                          ;        ;;c_cuenca,Qunka,Conca,Kuenka,Conque;;Cuenca
PROV180                          ;        ;;c_granada,Gharnaatah,Grenade,Iliberri,Illiberis;;Granada
PROV181                          ;        ;;c_cordoba,Qurtubah,Còrdova,Cordoba,Kordoba,Córduba,Cordoue,Córdova,Corduba,Kordyba;;Cordoba
PROV184                          ;        ;;c_badajoz,Balad al-Iawz,Badaxoz,Badalhouce;;Badajoz
PROV185                          ;        ;;c_mertola,Martulah,Myrtilis Iulia,Myrtilis Ioulia;;Mértola
PROV186                          ;        ;;c_evora,Yabura,Ebora,Eboura;;Évora
PROV187                          ;        ;;c_castelo_branco,Abiad al-Qal'at,Castiello Blanco,Châteaublanc,Castiellu Blancu,Castillo Blanco,Castrobranco,Gaztelu Zuria,Castell Blanc;;Castelo Branco
PROV188                          ;        ;;c_braganza,Bragansiyya,Bragance,Bragança,Bragantza,Bergancia,Braganza;;Bragança
PROV189                          ;        ;;c_astorga,Sturiyya,Estorga,Astorgue,Asturica Augusta,Astourika Augousta;;Astorga
PROV190                          ;        ;;c_leon,al-Uyun,Llión,Lleó,Leão,Leyón;;León
PROV191                          ;        ;;c_zamora,Samurah,Samora,Ocelum Duri,Okelon;;Zamora
PROV192                          ;        ;;c_salamanca,al-Mantiqa,Salamanque,Salamantica,Salmantika;;Salamanca
PROV193                          ;        ;;c_alcantara,al-Qantara,Alcàntara,Alkantara,Alcântara;;Alcantara
PROV194                          ;        ;;c_plasencia,Blasinsiyya,Plasence,Praséncia,Plasència,Plasentzia;;Plasencia
PROV196                          ;        ;;c_calatrava,Qal'at Rabah,Kalatraba,Calatrave;;Calatrava
PROV197                          ;        ;;c_toledo,Tulaytulah,Tolède,Toletum,Toleton;;Toledo
PROV198                          ;        ;;c_valladolid,Balad al-Walid,Baiadolitz,Valhadolide,Valladolit;;Valladolid
PROV199                          ;        ;;c_burgos,Burchia;;Burgos
PROV200                          ;        ;;c_soria,Suria,Sòria,Sória,Sorie;;Soria
PROV201                          ;        ;;c_najera,Náxara,Naiara,Nàxera,Náxera,Nachera,Najéra;;Nájera
PROV202                          ;        ;;c_zaragoza,Saraqusta,Saragossa,Saragoça,Saragosse,Caesaraugusta,Kaisaraugousta;;Zaragoza
PROV203                          ;        ;;c_lleida,Larida,Lérida,Leida,Léria,Ilerda;;Lleida
PROV204                          ;        ;;c_barcelona,Barshiluna,Bartzelona,Barcelone,Barcino,Barkinon;;Barcelona
PROV205                          ;        ;;c_empuries,Ympuriyyah,Ampurias,Empouries,Empúries,Ampúrias,Empuries,Emporiae,Emporion;;Empuries
PROV206                          ;        ;;c_urgell,Urgil,Urgel,Urchel,Urtxelu;;Urgell
PROV207                          ;        ;;c_alto_aragon,Aragu'un al-Hala,Alt Aragó,Aragoi Garaia,Alto Aragão,Altu Aragón,Haut Aragon;;Alto Aragón
PROV208                          ;        ;;c_bearn;;Béarn
PROV209                          ;        ;;c_armagnac;;Armagnac
PROV211                          ;        ;;c_rosello,Rusl'un,Rozeion,Roussillon,Rosellón,Roselló,Rossilhão,Ruscino,Rhouskinon;;Rosello
PROV215                          ;        ;;c_agen;;Agen
PROV216                          ;        ;;c_perigord,Vesunna,Ouesouna;;Périgord
PROV221                          ;        ;;c_provence,Massilia,Massalia;;Provence
PROV222                          ;        ;;c_venaissin,Avenio,Auenion;;Venaissin
PROV224                          ;        ;;c_forez;;Forez
PROV225                          ;        ;;c_macon;;Mâcon
PROV226                          ;        ;;c_charolais;;Charolais
PROV227                          ;        ;;c_lyon,Lugdunum,Lougdounon;;Lyon
PROV231                          ;        ;;c_saluzzo;;Saluzzo
PROV232                          ;        ;;c_monferrato,Hasta,Asta;;Monferrato
PROV234                          ;        ;;c_pavia,Ticinum,Tikinon;;Pavia
PROV238                          ;        ;;c_valais;;Valais
PROV239                          ;        ;;c_geneve,Genava,Genoia;;Genève
PROV240                          ;        ;;c_chalons;;Chalons
PROV241                          ;        ;;c_neuchatel;;Neuchatel
PROV242                          ;        ;;c_aargau;;Aargau
PROV243                          ;        ;;c_orvieto,Volsinii,Ouolsinion;;Orvieto
PROV245                          ;        ;;c_schwyz;;Schwyz
PROV247                          ;        ;;c_chur,Curia;;Chur
PROV250                          ;        ;;c_breisgau;;Breisgau
PROV251                          ;        ;;c_furstenberg;;Fürstenberg
PROV252                          ;        ;;c_ulm;;Ulm
PROV253                          ;        ;;c_wurttemberg;;Württemberg
PROV254                          ;        ;;c_wurzburg;;Würzburg
PROV255                          ;        ;;c_thuringen;;Thüringen
PROV256                          ;        ;;c_weimar;;Weimar
PROV257                          ;        ;;c_braunschweig;;Braunschweig
PROV258                          ;        ;;c_luneburg;;Lüneburg
PROV262                          ;        ;;c_lubeck,Lybæk,Lybäck,Liubice,Lubek,Lubeka;;Lübeck
PROV281                          ;        ;;c_angermanland;;Ångermanland
PROV286                          ;        ;;c_gastrikland,Gestrikland;;Gästrikland
PROV287                          ;        ;;c_dalarna,Jernbæraland;;Järnbäraland
PROV289                          ;        ;;c_vastmanland,Vestmanland;;Västmanland
PROV291                          ;        ;;c_aland;;Åland
PROV292                          ;        ;;c_sodermanland,Sødermanland;;Södermanland
PROV293                          ;        ;;c_ostergotland,Austrgautland,Østergøtland;;Östergötland
PROV295                          ;        ;;c_dal;;Dal
PROV299                          ;        ;;c_farah,Prophthasia;;Farrah
PROV300                          ;        ;;c_oland,Øland;;Öland
PROV301                          ;        ;;c_gotland,Gautland,Gulland;;Gotland
PROV306                          ;        ;;c_rostock,Roztok,Rozstoc,Rostoch;;Rostock
PROV307                          ;        ;;c_werle,Orle;;Werle
PROV309                          ;        ;;c_altmark;;Altmark
PROV310                          ;        ;;c_anhalt,Chutizi;;Anhalt
PROV312                          ;        ;;c_meissen,Dalaminza;;Meissen
PROV313                          ;        ;;c_bamberg;;Bamberg
PROV314                          ;        ;;c_nurnberg;;Nürnberg
PROV315                          ;        ;;c_kempten,Cambodunum;;Kempten
PROV316                          ;        ;;c_tirol;;Tirol
PROV317                          ;        ;;c_trent,Tridentum,Tridente;;Trent
PROV318                          ;        ;;c_brescia,Brixia;;Brescia
PROV319                          ;        ;;c_verona,Ouerona;;Verona
PROV320                          ;        ;;c_cremona,Kremone;;Cremona
PROV321                          ;        ;;c_parma;;Parma
PROV322                          ;        ;;c_modena,Mutina,Moutine;;Modena
PROV323                          ;        ;;c_lucca,Luca,Louka;;Lucca
PROV325                          ;        ;;c_arborea;;Arborea
PROV326                          ;        ;;c_cagliari,Caralis,Karalis;;Cagliari
PROV327                          ;        ;;c_pisa,Pisae,Pisai;;Pisa
PROV328                          ;        ;;c_firenze,Florentia,Phlorentia;;Firenze
PROV329                          ;        ;;c_urbino,Urbinium,Ourbinon;;Urbino
PROV330                          ;        ;;c_siena,Saena;;Siena
PROV334                          ;        ;;c_napoli,Neapolis;;Napoli
PROV335                          ;        ;;c_benevento,Beneventum,Beneuenton;;Benevento
PROV336                          ;        ;;c_salerno,Salernon;;Salerno
PROV344                          ;        ;;c_taranto,Tarentum,Taras;;Taranto
PROV345                          ;        ;;c_lecce,Hydruntum,Hydrunton;;Lecce
PROV346                          ;        ;;c_bari,Barium,Barion;;Bari
PROV349                          ;        ;;c_spoleto,Spoletium,Spoletion;;Spoleto
PROV350                          ;        ;;c_ancona,Ankon;;Ancona
PROV351                          ;        ;;c_ravenna,Rhaouenna;;Ravenna
PROV352                          ;        ;;c_bologna,Bononia;;Bologna
PROV353                          ;        ;;c_ferrara,Ferraria;;Ferrara
PROV354                          ;        ;;c_mantua,Mantoua;;Mantua
PROV355                          ;        ;;c_padova,Patavium,Pataouion;;Padua
PROV357                          ;        ;;c_treviso,Tarvisium,Tarbision;;Treviso
PROV358                          ;        ;;c_aquileia,Akouileia;;Aquileia
PROV360                          ;        ;;c_oberbayern;;Oberbayern
PROV361                          ;        ;;c_niederbayern,Castra Regina;;Niederbayern
PROV365                          ;        ;;c_brandenburg,Branibór,Braniborz,Brennaburg,Brenna;;Brandenburg
PROV366                          ;        ;;c_stettin,Štetín,Szczecin,Szczëtno;;Stettin
PROV368                          ;        ;;c_danzig,Gdansk,Gyddanyzc;;Danzig
PROV388                          ;        ;;c_karelen;;Karjala
PROV411                          ;        ;;c_vodi;;Ingria
PROV433                          ;        ;;c_opole,Uppeln;;Opole
PROV449                          ;        ;;c_osterreich,Vindobona,Ouindobouna;;Österreich
PROV455                          ;        ;;c_steiermark;;Steiermark
PROV456                          ;        ;;c_karnten;;Kärnten
PROV461                          ;        ;;c_zagreb,Andautonia,Agram,Zágráb,Zagabria;;Zagreb
PROV463                          ;        ;;c_usora;;Usora
PROV502                          ;        ;;c_rashka,Rascia,Rashkës;;Rashka
PROV506                          ;        ;;c_vidin,Bononia,Bodony,Diiu;;Vidin
PROV509                          ;        ;;c_karvuna,Krounoi,Balçik;;Karvuna
PROV514                          ;        ;;c_turnu,Holavnik;;Turnu
PROV515                          ;        ;;c_tirgoviste;;Tirgoviste
PROV516                          ;        ;;c_severin,Szörényvár;;Severin
PROV521                          ;        ;;c_csanad,Tschanad,Cenad,Chanad,Chanád,Morisena;;Csanad
PROV526                          ;        ;;c_cieszyn,Teschen;;Cieszyn
PROV529                          ;        ;;c_plock;;Plock
PROV535                          ;        ;;c_vladimir_volynsky;;Vladimir Volynsky
PROV560                          ;        ;;c_cherson,Gothia Maritima,Cherson,Korsun;;Cherson
PROV561                          ;        ;;c_theodosia,Sudaq,Kefe,Cafà,Caffa,Kaffa;;Theodosia
PROV600                          ;        ;;c_abkhazia;;Abkhazia
PROV601                          ;        ;;c_imeretia;;Imeretia
PROV649                          ;        ;;c_basra;;Basra
PROV650                          ;        ;;c_kuwait;;Kuwait
PROV651                          ;        ;;c_damman;;Damman
PROV652                          ;        ;;c_al_hasa;;Al Hasa
PROV653                          ;        ;;c_bahrein;;Bahrein
PROV655                          ;        ;;c_kufa;;Kufa
PROV656                          ;        ;;c_tigris;;Tigris
PROV657                          ;        ;;c_luristan;;Luristan
PROV667                          ;        ;;c_tabriz;;Tabriz
PROV668                          ;        ;;c_shirvan;;Shirvan
PROV669                          ;        ;;c_shemakha;;Shemakha
PROV670                          ;        ;;c_azerbaijan;;Azerbaijan
PROV671                          ;        ;;c_suenik,Sünik,Siwnik;;Suenik
PROV672                          ;        ;;c_dwin,Doúbios,Erivan,Dabil;;Dwin
PROV673                          ;        ;;c_albania;;Albania
PROV674                          ;        ;;c_derbent;;Derbent
PROV676                          ;        ;;c_kakheti;;Kakheti
PROV677                          ;        ;;c_guria;;Guria
PROV678                          ;        ;;c_trapezous,Trabzun,Trapizon,T'rap'izoni,Trébizonde,Trebisonda;;Trapezous
PROV679                          ;        ;;c_kartli;;Kartli
PROV680                          ;        ;;c_tao;;Tao
PROV681                          ;        ;;c_ani,Anion,Anisi,Anî;;Ani
PROV682                          ;        ;;c_vaspurakan,Vaasprakania,Van,Wan;;Vaspurakan
PROV683                          ;        ;;c_amida,Tigranakert,Diyar-i Bekr,Âmid,Amed;;Amida
PROV684                          ;        ;;c_nisibin,Barqa'id;;Nisibin
PROV685                          ;        ;;c_kurdistan;;Kurdistan
PROV686                          ;        ;;c_oromieh,Vormi,Ourmia,Urmiyah,Urmiye,Urmê;;Oromieh
PROV687                          ;        ;;c_kirkuk,Corcura,Korkyra;;Kirkuk
PROV688                          ;        ;;c_kermanshah;;Kermanshah
PROV690                          ;        ;;c_al_amarah;;Al Amarah
PROV691                          ;        ;;c_al_nasiryah;;Al Nasiryah
PROV692                          ;        ;;c_al_nadjaf;;Al Nadjaf
PROV693                          ;        ;;c_baghdad,Ctesiphon,Ktesiphon;;Baghdad
PROV694                          ;        ;;c_karbala;;Karbala
PROV695                          ;        ;;c_deir,Anatha;;Deir
PROV697                          ;        ;;c_mosul,Mepsila;;Mosul
PROV698                          ;        ;;c_al_jazira;;Al Jazira
PROV699                          ;        ;;c_edessa,Ar-Ruha,Urfa,Riha;;Edessa
PROV700                          ;        ;;c_bira;;Bira
PROV706                          ;        ;;c_koloneia,Šebin Kara Hisar,Kogoniya;;Koloneia
PROV707                          ;        ;;c_melitene,Malat'ya,Malatiya,Melitena,Meletî;;Melitene
PROV710                          ;        ;;c_al_bichri,Circesium,Kirkesion;;Al Bichri
PROV711                          ;        ;;c_sinjar,Singara;;Sinjar
PROV715                          ;        ;;c_al_habbariyah;;Al Habbariyah
PROV718                          ;        ;;c_medina;;Medina
PROV719                          ;        ;;c_mecca;;Mecca
PROV721                          ;        ;;c_tabuk;;Tabuk
PROV730                          ;        ;;c_palmyra;;Palmyra
PROV732                          ;        ;;c_hama,Epiphania;;Hama
PROV764                          ;        ;;c_antiocheia,Antakiya,Antiok;;Antioch
PROV766                          ;        ;;c_tortosa,Antartus,Antarados;;Tortosa
PROV767                          ;        ;;c_tripoli,Tarabulus;;Tripoli
PROV770                          ;        ;;c_beirut,Berytus,Berytos;;Beirut
PROV772                          ;        ;;c_acre,Akka,Ptolemais;;Acre
PROV773                          ;        ;;c_tiberias;;Tiberias
PROV775                          ;        ;;c_jaffa,Ioppe,Ioppa;;Jaffa
PROV777                          ;        ;;c_kerak,Al-Karak;;Kerak
PROV778                          ;        ;;c_monreal,Shobak;;Monreal
PROV780                          ;        ;;c_ascalon,Asqalan;;Ascalon
PROV783                          ;        ;;c_maan;;Maan
PROV784                          ;        ;;c_al_aqabah;;Al 'Aqabah
PROV787                          ;        ;;c_el-arish,Pelusium,Pelousion;;El-Arish
PROV792                          ;        ;;c_nubia,Pachoras,Pakhôras,Para;;Nubia
PROV793                          ;        ;;c_makuria;;Makuria
PROV794                          ;        ;;c_aswan,Syene;;Aswan
PROV795                          ;        ;;c_asyut,Lycopolis,Lykopolis;;Asyut
PROV796                          ;        ;;c_cairo,Babylon,Phystaton;;Cairo
PROV809                          ;        ;;c_syrte,Macomades;;Syrte
PROV810                          ;        ;;c_leptis_magna,Lepcis Magna,Labda;;Leptis Magna
PROV811                          ;        ;;c_tripolitana;;Tripolitana
PROV812                          ;        ;;c_malta;;Malta
PROV813                          ;        ;;c_djerba,Girba;;Djerba
PROV814                          ;        ;;c_gabes,Tacapae,Tacape;;Gabes
PROV815                          ;        ;;c_kairwan,Thysdrus;;Kairwan
PROV826                          ;        ;;c_menorca,Manurqa,Menorka,Minorque,Minorca;;Menorca
PROV827                          ;        ;;c_mallorca,Mayurqa,Maiorka,Maiorca,Majorque;;Mallorca
PROV848                          ;        ;;c_bremen;;Bremen
PROV850                          ;        ;;c_kandalax;;Kantalahti
PROV851                          ;        ;;c_capua,Kapue;;Capua
PROV855                          ;        ;;c_mahra;;Mahra
PROV856                          ;        ;;c_kathiri;;Kathiri
PROV857                          ;        ;;c_bayda;;Bayda
PROV858                          ;        ;;c_aden;;Aden
PROV859                          ;        ;;c_taizz;;Taizz
PROV860                          ;        ;;c_sanaa;;Sanaa
PROV861                          ;        ;;c_asir;;Asir
PROV862                          ;        ;;c_halaban;;Halaban
PROV863                          ;        ;;c_hajr;;Hajr
PROV864                          ;        ;;c_hail;;Hail
PROV866                          ;        ;;c_dhofar;;Dhofar
PROV867                          ;        ;;c_duqm;;Duqm
PROV868                          ;        ;;c_muscat;;Muscat
PROV869                          ;        ;;c_hajar;;Hajar
PROV870                          ;        ;;c_dhu_zabi;;Dhu Zabi
PROV871                          ;        ;;c_busaso;;Busaso
PROV872                          ;        ;;c_berbera;;Berbera
PROV874                          ;        ;;c_tadjoura;;Tadjoura
PROV875                          ;        ;;c_aksum;;Aksum
PROV877                          ;        ;;c_kassala;;Kassala
PROV879                          ;        ;;c_atbara;;Atbara
PROV880                          ;        ;;c_sennar;;Sennar
PROV881                          ;        ;;c_asosa;;Asosa
#text2.csv;;
d_mamluks                        ;        ;;;;Mamluks
d_mamluks_adj                    ;        ;;;;Mamluk
d_amman                          ;        ;;;;Damman
d_amman_adj                      ;        ;;;;Dammani
c_carcassonne_adj                ;        ;;;;Carcassonian
e_timurids                       ;        ;;;;Timurids
e_timurids_adj                   ;        ;;;;Timurid
d_capua                          ;        ;;;;Capua
d_capua_adj                      ;        ;;;;Capuan
#text3.csv;;
PROV27                           ;        ;;c_dorset,Dornsæte,Caer Durnac,Durnovaria;;Dorset
PROV28                           ;        ;;c_somerset,Sumorsæte,Glastenning;;Somerset
PROV260                          ;        ;;c_mecklemburg,Meklemburgia,Veligrad,Qal'at Nakon,Mikelenburgh,Mikelenborg;;Mecklenburg
d_mecklemburg                    ;        ;;Meklemburgia,Veligrad,Qal'at Nakon,Mikelenburgh,Mikelenborg;;Mecklenburg
d_mecklemburg_adj                ;        ;;;;Mecklenburgian
c_mecklemburg_adj                ;        ;;;;Mecklenburgian
d_pommerania                     ;        ;;Pommern,Pomorzí,Pomorze,Pòmòrsko,Pomerania,Poméranie,Pomerània,Pommeri,Pomeranija;;Pomerania
d_pommerania_adj                 ;        ;;;;Pomeranian
c_agrigento_adj                  ;        ;;;;Girgentian
#text4.csv;;
e_il-khanate_adj                 ;        ;;;;Mongol
#text5.csv;;
#text6.csv;;
#text7.csv;;
d_ghilman                        ;        ;;;;Ghilman
d_ghilman_adj                    ;        ;;;;Ghilman
#text8.csv;;
d_maghreb_corsairs               ;        ;;;;Maghreb Navy
d_maghreb_corsairs_adj           ;        ;;;;Maghreb
k_aquitaine                      ;        ;;Septem Provinciae;;Aquitaine
k_aquitaine_adj                  ;        ;;;;Aquitanian
#text9.csv;;
d_connacht_adj                   ;        ;;;;Connachtian
d_leinster_adj                   ;        ;;;;Leinsterian
d_munster_adj                    ;        ;;;;Munsterian
d_ulster_adj                     ;        ;;;;Ulsterian
d_gelre_adj                      ;        ;;;;Gelrian
d_ryazan_adj                     ;        ;;;;Ryazanian
d_dauphine_adj                   ;        ;;;;Dauphinian
d_valois_adj                     ;        ;;;;Valoisaine
d_abbasid_adj                    ;        ;;;;Abbasid
#text9b.csv;;
#v1_06.csv;;
e_arabia                         ;        ;;;;Arabian Empire
e_arabia_adj                     ;        ;;;;Arabian
d_sunni                          ;        ;;;;The Sunni Caliphate
d_sunni_adj                      ;        ;;;;Caliphal
d_armenia_minor_adj_armenian     ;        ;;;;Armenian
e_abyssinia                      ;        ;;;;Abyssinia
e_abyssinia_adj                  ;        ;;;;Abyssinian
d_timbuktu                       ;        ;;;;Timbuktu
d_latium                         ;        ;;Latine;;Latium
d_latium_adj                     ;        ;;;;Latin
c_aprutium_adj                   ;        ;;;;Aprutian
PROV696                          ;        ;;c_euphrates;;Samarra
c_tadmor_adj                     ;        ;;;;Al-Sukhnahn
c_syria_adj                      ;        ;;;;Bostrian
c_euphrates_adj                  ;        ;;;;Samarrian
c_tus_adj                        ;        ;;;;Tusian
c_aukshayts_adj                  ;        ;;;;Vilnian
c_byzantion_adj                  ;        ;;;;Constantinopian
d_hashshashin                    ;        ;;;;Hashshashin
#v1_06a.csv;;
#v1_06b.csv;;
#v1_07.csv;;
e_roman_empire                   ;        ;;Imperium Romanum,Rómverska keisaradæmið,Rzímská Rzíše,Római Birodalom,Cesarstwo Rzymski,Rimsko Carstvo,Rimsku Imperiju,Rimsko Cesárstvo,Rimskaya Imperiya,Rimska Imperiya,Imperiul Roman,Perandoria Romake,Hrromeakan Kaysrut'yun,Romis Imperia;;Roman Empire
e_roman_empire_adj               ;        ;;;;Roman
c_orava_adj                      ;        ;;;;Zvolenian
#v1_07b.csv;;
d_miaphysite                     ;        ;;;;The Miaphysite Papacy
d_miaphysite_adj                 ;        ;;;;Coptic Papal
d_monophysite                    ;        ;;;;The Monophysite Papacy
d_monophysite_adj                ;        ;;;;Monophysite Papal
d_nestorian                      ;        ;;;;The Patriarchate of the East
d_nestorian_adj                  ;        ;;;;Eastern Patriarchal
d_monothelite                    ;        ;;;;The Monothelite Patriarchate
d_monothelite_adj                ;        ;;;;Monothelite Patriarchal
#v1_08.csv;;
#v1_081.csv;;
#v1_09.csv;;
#v1_091.csv;;
#v1_092.csv;;
#v1_09b.csv;;
d_venetian_navy                  ;        ;;;;Adriatic Galleys
d_venetian_navy_adj              ;        ;;;;Adriatic
d_genoese_navy                   ;        ;;;;Ligurian Galleys
d_genoese_navy_adj               ;        ;;;;Ligurian
d_hanseatic_navy                 ;        ;;;;Baltic Cogs
d_hanseatic_navy_adj             ;        ;;;;Baltic
d_frisian_navy                   ;        ;;;;North Sea Cogs
d_frisian_navy_adj               ;        ;;;;North Sea
d_finnish_band                   ;        ;;;;Finnish Band
d_finnish_band_adj               ;        ;;;;Finnish
d_lithuanian_band                ;        ;;;;Lithuanian Band
d_lithuanian_band_adj            ;        ;;;;Lithuanian
d_abyssinian_band                ;        ;;;;Abyssinian Band
d_abyssinian_band_adj            ;        ;;;;Abyssinian
d_scottish_band                  ;        ;;;;Scottish Band
d_scottish_band_adj              ;        ;;;;Scottish
d_irish_band                     ;        ;;;;Irish Band
d_irish_band_adj                 ;        ;;;;Irish
d_alan_band                      ;        ;;;;Alan Riders
d_alan_band_adj                  ;        ;;;;Alan
d_nubian_band                    ;        ;;;;Nubian Band
d_nubian_band_adj                ;        ;;;;Nubian
k_genoa                          ;        ;;;;Genoa
k_genoa_adj                      ;        ;;;;Genoese
k_pisa                           ;        ;;;;Pisa
k_pisa_adj                       ;        ;;;;Pisan
d_somerset_adj_norman            ;        ;;;;Somersetian
d_bedford_adj_norman             ;        ;;;;Bedforder
d_hereford_adj_norman            ;        ;;;;Herefordian
d_norfolk_adj_norman             ;        ;;;;Norfolkian
d_gloucester_adj_norman          ;        ;;;;Gloucesterian
d_gloucester_adj_english         ;        ;;;;Gloucesterian
#v1_09c.csv;;
k_hansa                          ;        ;;;;The Hansa
k_hansa_adj                      ;        ;;;;Hanseatic
#v1_10.csv;;
d_norse_pagan_reformed           ;        ;;;;The Fylkirate
d_norse_pagan_reformed_adj       ;        ;;;;Norse
d_baltic_pagan_reformed          ;        ;;;;The Romuvan Church
d_baltic_pagan_reformed_adj      ;        ;;;;Romuva
d_slavic_pagan_reformed          ;        ;;;;The Slavic Church
d_slavic_pagan_reformed_adj      ;        ;;;;Slavic
d_tengri_pagan_reformed          ;        ;;;;The Tengri Church
d_tengri_pagan_reformed_adj      ;        ;;;;Tengri
d_finnish_pagan_reformed         ;        ;;;;The Suomenusko Church
d_finnish_pagan_reformed_adj     ;        ;;;;Suomenusko
d_west_african_pagan_reformed    ;        ;;;;West African Church
d_west_african_pagan_reformed_adj;        ;;;;West African
e_wendish_empire                 ;        ;;Velké Czechy,Velká Morava,Wiêksza Polska,Vendia;;Wendish Empire
e_wendish_empire_adj             ;        ;;;;Wendish
d_pecs_adj_bohemian              ;        ;;;;Balaton
c_pecs_adj_bohemian              ;        ;;;;Balaton
d_ungvar_adj_croatian            ;        ;;;;Chrobatian
k_asturias                       ;        ;;;;Asturias
k_asturias_adj                   ;        ;;;;Asturian
d_vyatichi                       ;        ;;;;Vyatichi
d_vyatichi_adj                   ;        ;;;;Vyatich
d_glomacze                       ;        ;;;;Glomacze
d_glomacze_adj                   ;        ;;;;Glomacz
d_sorbs                          ;        ;;;;Sorbs
d_sorbs_adj                      ;        ;;;;Sorbian
d_obotrites                      ;        ;;;;Obotrites
d_obotrites_adj                  ;        ;;;;Obotrite
d_brandenburg_adj_pommeranian    ;        ;;;;Brennaburgian
d_mecklemburg_adj_pommeranian    ;        ;;;;Weligradian
k_magyar_adj                     ;        ;;;;Magyar
d_dregovichi                     ;        ;;;Dregoviches;Dregovichi
d_radimichi                      ;        ;;;Radimichs;Radimichi
c_viken_adj_norse                ;        ;;;;Alfish
d_zoroastrian                    ;        ;;;;The Zoroastrian Church
d_zoroastrian_adj                ;        ;;;;Zoroastrian
d_novgorod_adj_norse             ;        ;;;;Holmgardian
d_novgorod_adj_swedish           ;        ;;;;Holmgårdian
d_novgorod_adj_danish            ;        ;;;;Holmgårdian
d_novgorod_adj_norwegian         ;        ;;;;Holmgårdian
d_kiev_adj_norse                 ;        ;;;;Könugardian
d_kiev_adj_swedish               ;        ;;;;Könugardian
d_kiev_adj_danish                ;        ;;;;Kønugardian
d_kiev_adj_norwegian             ;        ;;;;Kønugardian
k_ruthenia_adj_norse             ;        ;;;;Könugardian
k_ruthenia_adj_swedish           ;        ;;;;Könugardian
k_ruthenia_adj_danish            ;        ;;;;Kønugardian
k_ruthenia_adj_norwegian         ;        ;;;;Kønugardian
c_lepiel_adj                     ;        ;;;;Lepielian
c_yaroslavl_adj_finno_ugric      ;        ;;;;Meryan
d_slesvig_adj_german             ;        ;;;;Slesvigian
d_meath_adj_north_germanic       ;        ;;;;Dubliner
d_danes                          ;        ;;;;Danmark
d_danes_adj                      ;        ;;;;Danish
d_sweden                         ;        ;;;;Svithjod
d_sweden_adj                     ;        ;;;;Swedish
d_geats                          ;        ;;;;Gauthiod
d_geats_adj                      ;        ;;;;Geatish
d_meryas                         ;        ;;;;Meryas
d_meryas_adj                     ;        ;;;;Meryan
d_meshcheras                     ;        ;;;;Meshcheras
d_meshcheras_adj                 ;        ;;;;Meshcheran
d_muromians                      ;        ;;;;Muromians
d_muromians_adj                  ;        ;;;;Muromian
d_sami                           ;        ;;Lop';;Sami
d_sami_adj                       ;        ;;;;Sami
c_nizhny_novgorod_adj_finno_ugric;        ;;;;Obran Osh
c_nizhny_novgorod_adj_altaic     ;        ;;;;Obran Osh
d_leinster_adj_north_germanic    ;        ;;;;Veisafjorder
c_leinster_adj_north_germanic    ;        ;;;;Veisafjorder
d_munster_adj_north_germanic     ;        ;;;;Hlymrekian
c_thomond_adj_north_germanic     ;        ;;;;Hlymrekian
c_ormond_adj_north_germanic      ;        ;;;;Vedrafjorder
c_ulster_adj_north_germanic      ;        ;;;;Strangfjorder
d_ulster_adj_north_germanic      ;        ;;;;Strangfjorder
e_mongol_empire                  ;        ;;;;Mongol Empire
e_mongol_empire_adj              ;        ;;;;Mongol
d_jomsvikings                    ;        ;;;;Jomsvikings
