#CODE                                   ;SED2    ;SWMH;OTHER;SED1;VANILLA
#CombatUpdate.csv;;
#India.csv;;
cathar                                  ;        ;;;;Cathar
fraticelli                              ;        ;;;;Fraticelli
lollard                                 ;        ;;;;Lollard
waldensian                              ;        ;;;;Waldensian
bogomilist                              ;        ;;;;Bogomilist
iconoclast                              ;        ;;;;Iconoclast
monophysite                             ;        ;;;;Monophysite
nestorian                               ;        ;;;;Nestorian
zikri                                   ;        ;;;;Zikri
yazidi                                  ;        ;;;;Yazidi
ibadi                                   ;        ;;;;Ibadi
druze                                   ;        ;;;;Druze
hurufi                                  ;        ;;;;Hurufi
tengri_pagan                            ;        ;;;;Tengri
baltic_pagan                            ;        ;;;;Romuva
zoroastrian                             ;        ;;;;Zoroastrian
BM_FATE_OF_ENGLAND                      ;        ;;;;Stamford Bridge
BM_FATE_OF_ENGLAND_DESC                 ;        ;;;;September 20, 1066 AD. King Harold Godwinson rushes to defend the shores of England against the forces of his traitorous brother Tostig and the Norwegian king Harald IV, nicknamed 'Hårdråde' (Hard Ruler). Meanwhile, William, Duke of Normandy, is about to launch his own invasion of England, sanctioned by Pope Alexander II himself. Saxon, Norse, or Norman - who shall rule Albion?
BM_NORMAN_CONQUEST                      ;        ;;;;William the Conqueror
BM_NORMAN_CONQUEST_DESC                 ;        ;;;;Victorious at the hard-fought Battle of Hastings, William, Duke of Normandy, has proclaimed himself King of England. Displaced Saxon lords rage against the French speaking usurpers as fief after fief is given to William's loyal followers. In Anatolia, the Seljuk Turks under the great sultan Alp Arslan are about to invade the Byzantine Empire in a struggle that will determine the fate of Asia Minor...
BM_THIRD_CRUSADE                        ;        ;;;;The Third Crusade
BM_THIRD_CRUSADE_DESC                   ;        ;;;;Jerusalem has fallen to the forces of the great infidel, Saladin, but Henry II of England, Philip II of France, and Holy Roman Emperor Frederick 'Barbarossa' have, in their righteous zeal, ended their petty disputes and stand ready to march against the Moor in the most powerful Crusade yet... Deus Vult!
title_regent                            ;        ;;;;Regent
title_queen_mother                      ;        ;;;;Queen Mother
title_prince                            ;        ;;;;Prince
title_court_jester                      ;        ;;;;Court Jester
title_keeper_of_swans                   ;        ;;;;Keeper of the Swans
title_keeper_of_swans_desc              ;        ;;;;With Swan meat being without doubt the finest meat available from either beast or fowl, the need to ensure a steady supply of Swans is important. The post of Master of Swans carries a certain amount of prestige.
title_master_of_the_horse               ;        ;;;;Master of the Horse
title_master_of_the_hunt                ;        ;;;;Master of the Hunt
title_high_almoner                      ;        ;;;;High Almoner
title_cupbearer                         ;        ;;;;Cupbearer
title_cupbearer_desc                    ;        ;;;;Poison is always a danger, so being entrusted with serving drinks is a great honor.
title_seneschal                         ;        ;;;;Seneschal
title_paramount_knight                  ;        ;;;;Paramount Knight
title_paramount_knight_desc             ;        ;;;;This paragon of chivalric virtue is the envy of the realm - every man wants to be like him and sees his friends as their friends
title_despot                            ;        ;;;;Despot
title_despot_desc                       ;        ;;;;Despot is the highest honorary title in the Byzantine Empire, second only to the Emperor. It can only be granted to close relatives, traditionally the oldest son.
title_sebastokrator                     ;        ;;;;Sebastokrator
title_sebastokrator_desc                ;        ;;;;The title of Sebastokrator was created as an even higher honor than that of 'Caesar'. It can only be granted to close relatives of the Emperor.
title_caesar                            ;        ;;;;Caesar
title_caesar_desc                       ;        ;;;;Originally the highest honor in the Roman Empire, the title of Caesar can now be awarded to anyone.
title_kouropalates                      ;        ;;;;Kouropalates
title_kouropalates_desc                 ;        ;;;;Kouropalates - 'the One in Charge of the Palace' - is a very prestigious title in the Byzantine Empire.
title_anthypatos                        ;        ;;;;Anthypatos
title_anthypatos_desc                   ;        ;;;;Anthypatos is Greek for Proconsul. However, the office no longer denotes a provincial governor but is purely honorary.
#text2.csv;;
d_mamluks                               ;        ;;;;Mamluks
d_mamluks_adj                           ;        ;;;;Mamluk
title_court_jester_desc                 ;        ;;;;The court Jester is kept around to provide general entertainment to the court. Also know as a fool it is generally not considered to be the most prestigious office at court.
title_master_of_the_horse_desc          ;        ;;;;This office dates all the way back the Roman Republic, and, in this era where a horse is a symbol of power, it is still very important. Although the Master of the Horse delegates the actual day to day running of the actual stables, much of the prestige of this office comes from the responsibility for the stud.
title_master_of_the_hunt_desc           ;        ;;;;In an era when hunting was an opportunity to demonstrate horsemanship and martial prowess, the hunt was serious business. The master of the hunt was a position of importance.
title_high_almoner_desc                 ;        ;;;;The handing out of alms was an integral part of rulership and religious observance. The one responsible for this task is a very important personage.
title_seneschal_desc                    ;        ;;;;Originally responsible for the organization of feasts and domestic entertainment. Although left mainly in the hands of deputies, the key role at such major occasions makes the post prestigious.
d_amman                                 ;        ;;;;Damman
d_amman_adj                             ;        ;;;;Dammani
c_carcassonne_adj                       ;Carcassonne;;;;Carcassonian
e_timurids                              ;        ;;;;Timurids
e_timurids_adj                          ;        ;;;;Timurid
d_capua                                 ;        ;;;;Capua
d_capua_adj                             ;        ;;;;Capuan
ct_university_1                         ;        ;;;;University
ct_university_2                         ;        ;;;;University
ct_university_3                         ;        ;;;;University
tp_school_1                             ;        ;;;;Monastic School
tp_school_2                             ;        ;;;;Cathedral School
#text3.csv;;
ca_town_1                               ;        ;;;;Castle Town
ca_town_2                               ;        ;;;;Castle Town
ca_town_3                               ;        ;;;;Castle Town
ca_town_4                               ;        ;;;;Castle Town
ca_town_5                               ;        ;;;;Castle Town
ca_town_6                               ;        ;;;;Castle Town
tp_barracks_1                           ;        ;;;;Militia Quarters
tp_barracks_2                           ;        ;;;;Militia Quarters
tp_barracks_3                           ;        ;;;;Militia Quarters
tp_barracks_4                           ;        ;;;;Militia Quarters
tp_barracks_5                           ;        ;;;;Militia Quarters
tp_barracks_6                           ;        ;;;;Militia Quarters
PROV27                                  ;        ;;c_dorset,Dornsæte,Caer Durnac,Durnovaria;;Dorset
PROV28                                  ;        ;;c_somerset,Sumorsæte,Glastenning;;Somerset
PROV260                                 ;        ;;c_mecklemburg,Meklemburgia,Veligrad,Qal'at Nakon,Mikelenburgh,Mikelenborg;;Mecklenburg
d_mecklemburg                           ;        ;;Meklemburgia,Veligrad,Qal'at Nakon,Mikelenburgh,Mikelenborg;;Mecklenburg
d_mecklemburg_adj                       ;        ;;;;Mecklenburgian
c_mecklemburg_adj                       ;        ;;;;Mecklenburgian
d_pommerania                            ;        ;;Pommern,Pomorzí,Pomorze,Pòmòrsko,Pomerania,Poméranie,Pomerània,Pommeri,Pomeranija;;Pomerania
d_pommerania_adj                        ;        ;;;;Pomeranian
c_agrigento_adj                         ;Agrigento;;;;Girgentian
#text4.csv;;
e_il-khanate_adj                        ;        ;;;;Mongol
#text5.csv;;
#text6.csv;;
#text7.csv;;
d_ghilman                               ;        ;;;;Ghilman
d_ghilman_adj                           ;        ;;;;Ghilman
#text8.csv;;
d_maghreb_corsairs                      ;        ;;;;Maghreb Navy
d_maghreb_corsairs_adj                  ;        ;;;;Maghreb
k_aquitaine                             ;        ;;Septem Provinciae;;Aquitaine
k_aquitaine_adj                         ;        ;;;;Aquitanian
#text9.csv;;
d_connacht_adj                          ;        ;;;;Connachtian
d_leinster_adj                          ;        ;;;;Leinsterian
d_munster_adj                           ;        ;;;;Munsterian
d_ulster_adj                            ;        ;;;;Ulsterian
d_gelre_adj                             ;Guelders;;;;Gelrian
d_ryazan_adj                            ;Ryazan  ;;;;Ryazanian
d_dauphine_adj                          ;        ;;;;Dauphinian
d_valois_adj                            ;        ;;;;Valoisaine
d_abbasid_adj                           ;        ;;;;Abbasid
#text9b.csv;;
#v1_06.csv;;
title_food_taster                       ;        ;;;;Food Taster
title_food_taster_desc                  ;        ;;;;Food tasters have the dubious pleasure of trying all dishes before their master has a bite...
title_court_calligrapher                ;        ;;;;Court Calligrapher
title_court_calligrapher_desc           ;        ;;;;Islamic suspicion of figurative art makes skilled calligraphers highly respected.
title_court_musician                    ;        ;;;;Court Musician
title_court_musician_desc               ;        ;;;;The Court Musician is always ready to entertain with soothing or stirring music.
title_court_poet                        ;        ;;;;Court Poet
title_court_poet_desc                   ;        ;;;;Islamic poets enjoy a great deal of respect and prestige, often religious, but sometimes pushing the limits of what is acceptable under Islam.
title_chief_architect                   ;        ;;;;Chief Architect
title_chief_architect_desc              ;        ;;;;The Chief Architect is responsible for designing and overseeing the construction of palaces, mosques and grand monuments.
title_chief_qadi                        ;        ;;;;Chief Qadi
title_chief_qadi_desc                   ;        ;;;;The Chief Qadi is the supreme judge and authority of the Law (Sharia) in the realm. The most prestigious of all Muslim honorary titles, it is only open to characters with a proper religious education.
title_court_dwarf                       ;        ;;;;Court Dwarf
title_court_dwarf_desc                  ;        ;;;;Dwarves are objects of fascination and curiosity. Having one at court is a matter of prestige.
e_arabia                                ;        ;;;;Arabian Empire
e_arabia_adj                            ;        ;;;;Arabian
west_african                            ;        ;;;;West African
manden                                  ;        ;;;;Mandé
d_sunni                                 ;        ;;;;The Sunni Caliphate
d_sunni_adj                             ;        ;;;;Caliphal
d_armenia_minor_adj_armenian            ;        ;;;;Armenian
e_abyssinia                             ;        ;;;;Abyssinia
e_abyssinia_adj                         ;        ;;;;Abyssinian
d_timbuktu                              ;        ;;;;Timbuktu
d_latium                                ;        ;;Latine;;Latium
d_latium_adj                            ;        ;;;;Latin
c_aprutium_adj                          ;Abruzzo ;;;;Aprutian
PROV696                                 ;        ;;c_euphrates;;Samarra
c_tadmor_adj                            ;Al-Qa’im;;;;Al-Sukhnahn
c_syria_adj                             ;Batanaea;;;;Bostrian
c_euphrates_adj                         ;        ;;;;Samarrian
c_tus_adj                               ;Tus     ;;;;Tusian
c_aukshayts_adj                         ;Lithuania;;;;Vilnian
c_byzantion_adj                         ;Constantinople;;;;Constantinopian
d_hashshashin                           ;        ;;;;Hashshashin
#v1_06a.csv;;
#v1_06b.csv;;
#v1_07.csv;;
BM_KOMNENOS_DYNASTY                     ;        ;;;;The Alexiad
BM_KOMNENOS_DYNASTY_DESC                ;        ;;;;After a series of devastating losses to invading Turkish forces, the Byzantine Empire is reeling. But there is hope - the great general Alexios Komnenos has just seized the throne from the corrupt Nikephoros III. Alexios - whose life was documented by his daughter Anna in 'the Alexiad' - and his successors would halt the decline of the Empire and push back the Turkish invaders from western Anatolia, buying more time for the ailing remnants of the old Roman Empire. For now, Anatolia is ruled by Suleyman I, a member of the Seljuk dynasty, who arrogantly calls his new state the 'Sultanate of Rum' (Rome).
BM_THE_LATIN_EMPIRE_DESC                ;        ;;;;The notorious and ill fated Fourth Crusade, which was supposed to retake Jerusalem after an invasion through Egypt, was instead derailed by scheming Venetians, corrupt leaders and the deposed Byzantine Emperor Alexios IV, seeking to regain his lost throne. The result was the tragic sack of Constantinople and the subsequent establishment of the so called Latin Empire. Almost none of the Crusaders even reached the Holy Land. Meanwhile, the infamous King John, brother of Richard the Lionheart, rules in England, and the Christian states of Spain face off against the powerful Almohad dynasty.
e_roman_empire                          ;        ;;Imperium Romanum,Rómverska keisaradæmið,Rzímská Rzíše,Római Birodalom,Cesarstwo Rzymski,Rimsko Carstvo,Rimsku Imperiju,Rimsko Cesárstvo,Rimskaya Imperiya,Rimska Imperiya,Imperiul Roman,Perandoria Romake,Hrromeakan Kaysrut'yun,Romis Imperia;;Roman Empire
e_roman_empire_adj                      ;        ;;;;Roman
RETTYPE_INF1                            ;        ;;;;Shock
RETTYPE_INF2                            ;        ;;;;Defence
RETTYPE_CAV1                            ;        ;;;;Cavalry
RETTYPE_SKIR1                           ;        ;;;;Skirmish
RETTYPE_CUL_W_AFR                       ;        ;;;;Free Warrior
c_orava_adj                             ;Árva    ;;;;Zvolenian
#v1_07b.csv;;
miaphysite                              ;        ;;;;Miaphysite
monothelite                             ;        ;;;;Monothelite
d_miaphysite                            ;        ;;;;The Miaphysite Papacy
d_miaphysite_adj                        ;        ;;;;Coptic Papal
d_monophysite                           ;        ;;;;The Monophysite Papacy
d_monophysite_adj                       ;        ;;;;Monophysite Papal
d_nestorian                             ;        ;;;;The Patriarchate of the East
d_nestorian_adj                         ;        ;;;;Eastern Patriarchal
d_monothelite                           ;        ;;;;The Monothelite Patriarchate
d_monothelite_adj                       ;        ;;;;Monothelite Patriarchal
#v1_08.csv;;
#v1_081.csv;;
#v1_09.csv;;
fp_mansion_1                            ;        ;;;;Mansion
fp_mansion_2                            ;        ;;;;Great Mansion
fp_mansion_3                            ;        ;;;;Palace
fp_mansion_4                            ;        ;;;;Grand Palace
fp_barracks_1                           ;        ;;;;Guard Barracks
fp_barracks_2                           ;        ;;;;Swordsmith
fp_barracks_3                           ;        ;;;;Armory
fp_stable_1                             ;        ;;;;Small Stable
fp_stable_2                             ;        ;;;;Riding Grounds
fp_stable_3                             ;        ;;;;Horse Breeder
fp_bowyer_1                             ;        ;;;;Bowyer
fp_bowyer_2                             ;        ;;;;Target Range
fp_bowyer_3                             ;        ;;;;Crossbow Workshop
fp_shipyard_1                           ;        ;;;;Map Room
fp_shipyard_2                           ;        ;;;;Private Shipyard
fp_shipyard_3                           ;        ;;;;Naval Arsenal
fp_warehouse_1                          ;        ;;;;Military Warehouse
fp_warehouse_2                          ;        ;;;;Palace Archive
fp_warehouse_3                          ;        ;;;;Administrative Office
fp_garden_1                             ;        ;;;;Palace Garden
fp_garden_2                             ;        ;;;;Scenic Pond
fp_garden_3                             ;        ;;;;Hedge Maze
fp_cellar_1                             ;        ;;;;Wine Cellar
fp_cellar_2                             ;        ;;;;Catacombs
fp_cellar_3                             ;        ;;;;Dungeon Complex
fp_shrine_1                             ;        ;;;;Secluded Shrine
fp_shrine_2                             ;        ;;;;Private Art Collection
fp_shrine_3                             ;        ;;;;Grand Library
fp_vault_1                              ;        ;;;;Fortified Vault
fp_vault_2                              ;        ;;;;Secret Passages
fp_vault_3                              ;        ;;;;Hidden Chamber
fp_mansion_1_desc                       ;        ;;;;This mansion has belonged to this family for generations, and although it may not look very impressive, it has all the comforts of home.
fp_mansion_2_desc                       ;        ;;;;This mansion is impressive enough to command the respect of the surrounding countryside. It is clearly the home of someone important.
fp_mansion_3_desc                       ;        ;;;;A palace fit for a king, its shining towers can be seen from a league away on a clear day. Though it may only consist of brick and mortar, it is the beating heart of this entire dynasty.
fp_mansion_4_desc                       ;        ;;;;Truly, the splendor of this palace would be the envy of a Roman emperor. Its great halls shine of gold and marble, and hundreds of servants scurry through them daily in service of their masters. It is nothing less than a monument to the greatness of this dynasty.
fp_barracks_1_desc                      ;        ;;;;The dynasty's household guards are lodged within these simple barracks. They are crowded and unsanitary, but provide decent protection against the elements.
fp_barracks_2_desc                      ;        ;;;;An industrious swordsmith has opened up a forge in the palace courtyard. This will make it easier to equip new recruits with weapons.
fp_barracks_3_desc                      ;        ;;;;A large armory has been constructed in a corner of the palace courtyard. It holds enough weapons and armor to equip a small army at a moment's notice.
fp_stable_1_desc                        ;        ;;;;This small stable just outside the palace walls reeks of hay and manure. It holds the horses of the guard, as well as those of any visitors.
fp_stable_2_desc                        ;        ;;;;Several large fields just outside the palace have been graciously "donated" by local farmers and set aside as riding grounds. Here the fighting men can practise the art of war on horseback.
fp_stable_3_desc                        ;        ;;;;A horse breeder has set up shop in the vicinity of the palace. The large pens can hold hundreds of animals, and ensure a steady supply of mounts for forces raised locally.
fp_bowyer_1_desc                        ;        ;;;;A skilled bowyer has set up his small workshop inside the palace courtyard. Here he can make new bows or repair broken ones as needed.
fp_bowyer_2_desc                        ;        ;;;;This target range lets the men practise their archery. There are several targets positioned at different distances, but as yet, no one has managed to split another's arrow.
fp_bowyer_3_desc                        ;        ;;;;The crossbow is a marvelous invention. Though it can't be fired as quickly as a longbow, it requires little training to use effectively. This workshop ensures a steady supply of these deadly weapons.
fp_shipyard_1_desc                      ;        ;;;;This room inside the palace is a cartographer's dream, and contains priceless maps of all sorts. Some are claimed to date back to the ancient Greeks, and others, whose accuracy cannot be gauged with any certainty, depict strange lands far to the east.
fp_shipyard_2_desc                      ;        ;;;;This large shipyard is located along the coast, but it has been reserved for exclusive use by this dynasty. Skilled shipwrights stand ready to build trade galleys.
fp_shipyard_3_desc                      ;        ;;;;This naval arsenal is located in the capital, but it is completely owned by this dynasty who has reserved all use of it for themselves. It is a huge complex that has everything needed to assemble and man an entire fleet.
fp_warehouse_1_desc                     ;        ;;;;A large warehouse containing all the supplies necessary to field a military force, whether it be an army or a fleet.
fp_warehouse_2_desc                     ;        ;;;;It is easy to get lost in this colossal archive housed entirely within the palace. It holds documents and records of all dynastic assets, from ships and buildings down to individual soldiers and clerks.
fp_warehouse_3_desc                     ;        ;;;;This office deep within the palace acts as the nerve center of the entire dynastic empire. Here clerks and officials oversee the day-to-day affairs of trade negotiations and fleet deployments.
fp_garden_1_desc                        ;        ;;;;A large and impressive garden filled with the manifold wonders of nature. This tranquil environment is ideal for moments of quiet reflection.
fp_garden_2_desc                        ;        ;;;;This scenic pond, often frequented by swans, is the centerpiece of the palace garden. A small fountain in its middle sprays water into the air while carps can be glimpsed just beneath the surface.
fp_garden_3_desc                        ;        ;;;;No self-respecting garden is complete without one. This intricate hedge maze delights visitors, and many dignitaries have spent hours navigating its twisting paths.
fp_cellar_1_desc                        ;        ;;;;A well-stocked wine cellar is an absolute must for any aristocrat of rank, and this one certainly doesn't disappoint. Some of the wines stored here date back decades.
fp_cellar_2_desc                        ;        ;;;;These catacombs located far beneath the palace contain the dynastic tombs. Here countless generations dating back centuries are joined in eternal slumber. May they rest in peace.
fp_cellar_3_desc                        ;        ;;;;This vast complex of dungeons is hidden away deep enough below the palace to block the cries of its unfortunate inhabitants. Every imaginable instrument of torture can be found within these cold and dark chambers.
fp_shrine_1_desc                        ;        ;;;;A secluded shrine hidden away in a quiet wing of the palace. Here men and women can spend their time in prayer and introspective soul-searching.
fp_shrine_2_desc                        ;        ;;;;This gallery occupies a large chamber in one of the palace wings, and it contains all works of art accumulated by members of this dynasty over the years - from contemporary tapestries to ancient marble sculptures from Greece and Rome.
fp_shrine_3_desc                        ;        ;;;;A huge library containing all sorts of dusty old tomes collected and purchased from all over the known world by members of this dynasty. They are in many different languages and no person alive has read them all, but at least here they will be protected for posterity.
fp_vault_1_desc                         ;        ;;;;This fortified vault deep within the palace is where the dynasty keeps all of their treasures collected over the years. Only the head of the dynasty has access to the vault keys, but the stories of piles upon piles of golden coins, deep enough for a man to dive around in like a porpoise, or burrow through like a gopher, must surely be false.
fp_vault_2_desc                         ;        ;;;;These secret passages run through the entire palace, and enable those in the know to quickly move from one end to the other without being seen. By pulling on the right candelabrum, an unassuming bookshelf or a lit fireplace might slide open. Perfect for escaping would-be assassins or awkward social gatherings.
fp_vault_3_desc                         ;        ;;;;This hidden chamber inside the palace can only be reached through one of the secret passages, and even then several special keys are required. It serves as a well-protected retreat for the head of the dynasty, where he or she can safely plot the conquest of the world without irritating distractions.
tr_port_1                               ;        ;;;;Merchant Port
tr_port_2                               ;        ;;;;Merchant Port
tr_port_3                               ;        ;;;;Merchant Port
tr_enclave_1                            ;        ;;;;Merchant Enclave
tr_enclave_2                            ;        ;;;;Merchant Enclave
tr_enclave_3                            ;        ;;;;Merchant Enclave
tr_garrison_1                           ;        ;;;;Garrison
tr_garrison_2                           ;        ;;;;Garrison
tr_garrison_3                           ;        ;;;;Garrison
tr_port_1_desc                          ;        ;;;;Merchant galleys load and off-load their cargo at this small port.
tr_port_2_desc                          ;        ;;;;Merchant galleys load and off-load their cargo aided by a simple wooden harbor crane at this port.
tr_port_3_desc                          ;        ;;;;Merchant galleys load and off-load their cargo aided by several wooden harbor cranes at this bustling port.
tr_enclave_1_desc                       ;        ;;;;A small enclave of expatriates from the republic have established themselves in this foreign land to conduct trade.
tr_enclave_2_desc                       ;        ;;;;An enclave of expatriates from the republic have established themselves in this foreign land to conduct trade.
tr_enclave_3_desc                       ;        ;;;;A large enclave of expatriates from the republic have established themselves in this foreign land to conduct trade.
tr_garrison_1_desc                      ;        ;;;;A small garrison stands vigil over the trade post to deter bandits and rival trade powers.
tr_garrison_2_desc                      ;        ;;;;A garrison stands vigil over the trade post to deter bandits and rival trade powers.
tr_garrison_3_desc                      ;        ;;;;A large garrison stands vigil over the trade post to deter bandits and rival trade powers.
title_state_inquisitor                  ;        ;;;;State Inquisitor
title_state_inquisitor_desc             ;        ;;;;The three State Inquisitors are charged with ensuring the security of the Republic against threats both internal and external.
title_high_admiral                      ;        ;;;;High Admiral
title_high_admiral_desc                 ;        ;;;;The High Admiral is formally the chief of the Admiralty and in charge of the Republic's Navy, though he often relies on a competent staff.
title_high_judge                        ;        ;;;;High Judge
title_high_judge_desc                   ;        ;;;;The High Judge is the supreme justice of the Republic, who answers only to the Council in most legal matters.
ca_wall_q_1_desc                        ;        ;;;;This shallow moat surrounding the castle provides another obstacle for attackers to overcome.
ca_wall_q_2_desc                        ;        ;;;;These narrow slits allow the defenders to rain down arrows on any attacker without being hit in turn.
ca_wall_q_3_desc                        ;        ;;;;A fortified portcullis that can quickly be raised or lowered as the situation demands.
ca_wall_q_4_desc                        ;        ;;;;A deep moat filled with unsanitary water. A formidable obstacle for any attacker.
ca_wall_q_5_desc                        ;        ;;;;This outer network of barbicans ensures that attackers come under fire before they can even approach the main walls.
ca_wall_1_desc                          ;        ;;;;A simple palisade to keep out riff-raff, but it will not delay a determined attacker for very long.
ca_wall_2_desc                          ;        ;;;;These low walls provide some protection, but they can still easily be scaled.
ca_wall_3_desc                          ;        ;;;;These stone walls surround the castle and must be overcome by any attacker.
ca_wall_4_desc                          ;        ;;;;These large walls surround the castle and must be overcome by any attacker.
ca_wall_5_desc                          ;        ;;;;These massive walls surround the castle and must be overcome by any attacker.
ca_keep_1_desc                          ;        ;;;;This keep serves as the fortified residence of the castle's inhabitants.
ca_militia_barracks_1_desc              ;        ;;;;This simple training ground readies the peasants for war.
ca_militia_barracks_2_desc              ;        ;;;;An archery range where the levies can master the art of the bow.
ca_militia_barracks_3_desc              ;        ;;;;An expanded archery range where the levies can master the art of the bow.
ca_barracks_1_desc                      ;        ;;;;These quarters are the home of the castle's levies.
ca_stable_1_desc                        ;        ;;;;This stable just outside the castle walls houses all the steeds of the levy.
ca_town_1_desc                          ;        ;;;;A small village has formed around the castle, as local peasants flock to its walls for protection.
ca_town_2_desc                          ;        ;;;;A town has formed around the castle, as local peasants flock to its walls for protection.
ca_town_3_desc                          ;        ;;;;A city has formed around the castle, as local peasants flock to its walls for protection.
ca_town_4_desc                          ;        ;;;;The small village that once surrounded this castle has turned into a large city, with thousands of inhabitants calling it their home.
ca_town_5_desc                          ;        ;;;;The small village that once surrounded this castle has turned into a bustling metropolis, with thousands of inhabitants calling it their home.
ct_wall_q_1_desc                        ;        ;;;;This shallow moat surrounding the city provides another obstacle for attackers to overcome.
ct_wall_q_2_desc                        ;        ;;;;This gatehouse defends the entrance to the city, and makes it easier to control who comes in and who leaves.
ct_wall_3_desc                          ;        ;;;;These stone walls surround the city and must be overcome by any attacker.
ct_wall_4_desc                          ;        ;;;;These large walls surround the city and must be overcome by any attacker.
ct_wall_5_desc                          ;        ;;;;These massive walls surround the city and must be overcome by any attacker.
ct_training_grounds_1_desc              ;        ;;;;The city militia assembles here to train and arm themselves.
ct_barracks_2_desc                      ;        ;;;;This range lets the city inhabitants practise their archery and provides skilled bowmen for the militia.
ct_guard_1_desc                         ;        ;;;;The city guard are headquartered here, constantly on watch for those who would break the law or upset the peace.
ct_marketplace_1_desc                   ;        ;;;;A small market in the center of town where merchants peddle their wares.
ct_marketplace_2_desc                   ;        ;;;;This is where the city's guilds meet and organize their activities.
ct_marketplace_3_desc                   ;        ;;;;Toll booths provide a welcome boost to any city's income, as traveling merchants are forced to part with some of their wealth while passing through.
ct_marketplace_4_desc                   ;        ;;;;Legal disputes in the city are adjucated here, ensuring that trade and commerce continues to flow as smoothly as possible.
ct_marketplace_5_desc                   ;        ;;;;Assay offices test the purity of precious metals, and the assayer provides those certified as pure with a master's mark as proof of their quality. This helps to promote fair and honest trade.
ct_marketplace_6_desc                   ;        ;;;;These fairgrounds are large enough to host a magnificent fair, bringing in traders and entertainers from all over the realm.
ct_port_1_desc                          ;        ;;;;A port that services ships coming in to load or unload cargo.
ct_university_1_desc                    ;        ;;;;A place of higher learning for those with influence enough to gain admission.
tp_wall_q_1_desc                        ;        ;;;;This shallow moat surrounding the church provides another obstacle for attackers to overcome.
tp_wall_q_2_desc                        ;        ;;;;This gatehouse defends the entrance to the church, and makes it easier to control who comes in and who leaves.
tp_wall_3_desc                          ;        ;;;;These stone walls surround the church and must be overcome by any attacker.
tp_wall_4_desc                          ;        ;;;;These large walls surround the church and must be overcome by any attacker.
tp_wall_5_desc                          ;        ;;;;These massive walls surround the church and must be overcome by any attacker.
tp_monastery_1_desc                     ;        ;;;;This church serves as the spiritual center of the local community.
tp_monastery_2_desc                     ;        ;;;;People from across the realm come here to visit this impressive cathedral. It serves as a major landmark, and its spires can be seen from far away.
tp_barracks_1_desc                      ;        ;;;;When necessary, peasants from the local farms are conscripted into the church militia and stationed here.
tp_elite_barracks_1_desc                ;        ;;;;These holy warriors have sworn to defend this church with their lives.
tp_town_1_desc                          ;        ;;;;This small village of faithful peasants has formed around the church.
tp_town_2_desc                          ;        ;;;;This town of faithful peasants has formed around the church.
tp_town_3_desc                          ;        ;;;;This large town of faithful peasants has formed around the church.
tp_town_4_desc                          ;        ;;;;The small village that once surrounded this church has turned into a large city, with thousands of inhabitants calling it their home.
tp_town_5_desc                          ;        ;;;;The small village that once surrounded this church has turned into a bustling metropolis, with thousands of inhabitants calling it their home.
tp_school_1_desc                        ;        ;;;;This school teaches many subjects and is a rare center of high learning, but the students enrolled here primarily study to prepare themselves for future careers in the clergy. No girls allowed.
#v1_091.csv;;
#v1_092.csv;;
#v1_09b.csv;;
d_venetian_navy                         ;        ;;;;Adriatic Galleys
d_venetian_navy_adj                     ;        ;;;;Adriatic
d_genoese_navy                          ;        ;;;;Ligurian Galleys
d_genoese_navy_adj                      ;        ;;;;Ligurian
d_hanseatic_navy                        ;        ;;;;Baltic Cogs
d_hanseatic_navy_adj                    ;        ;;;;Baltic
d_frisian_navy                          ;        ;;;;North Sea Cogs
d_frisian_navy_adj                      ;        ;;;;North Sea
d_finnish_band                          ;        ;;;;Finnish Band
d_finnish_band_adj                      ;        ;;;;Finnish
d_lithuanian_band                       ;        ;;;;Lithuanian Band
d_lithuanian_band_adj                   ;        ;;;;Lithuanian
d_abyssinian_band                       ;        ;;;;Abyssinian Band
d_abyssinian_band_adj                   ;        ;;;;Abyssinian
d_scottish_band                         ;        ;;;;Scottish Band
d_scottish_band_adj                     ;        ;;;;Scottish
d_irish_band                            ;        ;;;;Irish Band
d_irish_band_adj                        ;        ;;;;Irish
d_alan_band                             ;        ;;;;Alan Riders
d_alan_band_adj                         ;        ;;;;Alan
d_nubian_band                           ;        ;;;;Nubian Band
d_nubian_band_adj                       ;        ;;;;Nubian
k_genoa                                 ;        ;;;;Genoa
k_genoa_adj                             ;        ;;;;Genoese
k_pisa                                  ;        ;;;;Pisa
k_pisa_adj                              ;        ;;;;Pisan
d_somerset_adj_norman                   ;        ;;;;Somersetian
d_bedford_adj_norman                    ;        ;;;;Bedforder
d_hereford_adj_norman                   ;        ;;;;Herefordian
d_norfolk_adj_norman                    ;        ;;;;Norfolkian
d_gloucester_adj_norman                 ;        ;;;;Gloucesterian
d_gloucester_adj_english                ;        ;;;;Gloucesterian
title_patrician_heir                    ;        ;;;;Designated Heir
title_patrician_heir_desc               ;        ;;;;This character has been chosen to succeed a Patrician in running the family business.
title_tanist                            ;        ;;;;Tanist
ca_con_wall_6                           ;        ;;;;Theodosian Walls
ca_con_wall_6_desc                      ;        ;;;;The Theodosian Walls were built during the reign of Emperor Theodosius II in the early 5th century, but they still remain some of the most formidable fortifications ever built by human hands.
